,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,topic
0,0.0009393030666368506,9.077705156196922e-06,0.003795999944385571,9.077705156196922e-06,9.077705156196922e-06,9.077705156196922e-06,0.00134959656123467,9.077705156196922e-06,0.010439202792334444,9.077705156196922e-06,9.077705156196922e-06,9.077705156196922e-06,0.08972271549250274,9.077705156196922e-06,9.077705156196922e-06,9.077705156196922e-06,9.077705156196922e-06,9.077705156196922e-06,9.077705156196922e-06,9.077705156196922e-06,9.077705156196922e-06,9.077705156196922e-06,9.077705156196922e-06,9.077705156196922e-06,9.077705156196922e-06,9.077705156196922e-06,9.077705156196924e-06,0.00048676834517831757,9.077705156196922e-06,9.077705156196922e-06,9.077705156196922e-06,0.892966849527573,9.077705156196922e-06,9.077705156196922e-06,9.077705156196922e-06,9.077705156196922e-06,9.077705156196922e-06,9.077705156196922e-06,9.077705156196922e-06,9.077705156196922e-06,computer
1,0.055946748607009995,1.1276499774551003e-05,1.1276499774551003e-05,0.00037336312655489475,1.1276499774551003e-05,0.0013678371215684393,1.1276499774551003e-05,1.1276499774551003e-05,0.08371020356903351,1.1276499774551003e-05,1.1276499774551003e-05,1.1276499774551003e-05,0.5709930286454866,0.0017888737714358775,1.1276499774551003e-05,1.1276499774551003e-05,1.1276499774551003e-05,1.1276499774551003e-05,1.1276499774551003e-05,1.1276499774551003e-05,1.1276499774551003e-05,1.1276499774551003e-05,1.1276499774551003e-05,1.1276499774551003e-05,1.1276499774551003e-05,1.1276499774551003e-05,1.1276499774551003e-05,1.1276499774551003e-05,1.1276499774551003e-05,0.0014044584445766337,0.0011875644438928044,0.28287835077743,1.1276499774551003e-05,1.1276499774551003e-05,1.1276499774551003e-05,1.1276499774551003e-05,1.1276499774551003e-05,1.1276499774551003e-05,1.1276499774551003e-05,1.1276499774551003e-05,theatre
2,0.04606446168972758,5.612932195822487e-06,5.612932195822487e-06,5.612932195822487e-06,5.612932195822487e-06,0.0006107520051614745,5.612932195822487e-06,5.612932195822487e-06,0.009511792529151212,5.612932195822487e-06,5.612932195822487e-06,0.0011440705816460727,0.27709673602728424,5.612932195822487e-06,5.612932195822487e-06,5.612932195822487e-06,0.00031042262414599956,5.612932195822488e-06,5.612932195822487e-06,5.612932195822487e-06,5.612932195822487e-06,5.612932195822487e-06,5.612932195822487e-06,5.612932195822487e-06,5.612932195822487e-06,0.00023012814492879465,5.612932195822487e-06,5.612932195822487e-06,5.612932195822487e-06,5.612932195822487e-06,0.0035812282935699523,0.6612764072063141,5.612932195822487e-06,5.612932195822487e-06,5.612932195822487e-06,5.612932195822487e-06,5.612932195822487e-06,5.612932195822487e-06,5.612932195822487e-06,5.612932195822487e-06,religion
3,0.029802547331722145,1.414827391068726e-05,1.414827391068726e-05,1.414827391068726e-05,1.414827391068726e-05,1.414827391068726e-05,1.4148273910687262e-05,1.414827391068726e-05,0.01644928533476227,1.414827391068726e-05,1.414827391068726e-05,1.414827391068726e-05,0.04463699140400432,1.414827391068726e-05,1.414827391068726e-05,1.414827391068726e-05,0.0011803773432830006,1.414827391068726e-05,1.414827391068726e-05,1.414827391068726e-05,1.414827391068726e-05,1.414827391068726e-05,1.414827391068726e-05,1.414827391068726e-05,1.414827391068726e-05,1.414827391068726e-05,1.414827391068726e-05,1.414827391068726e-05,1.414827391068726e-05,1.4148273910687262e-05,1.4148273910687262e-05,0.9074356089993542,1.414827391068726e-05,1.414827391068726e-05,1.414827391068726e-05,1.414827391068726e-05,1.414827391068726e-05,1.414827391068726e-05,1.414827391068726e-05,1.414827391068726e-05,fraternities
4,0.006290789171142806,8.771929824624437e-06,8.771929824624439e-06,8.771929824624437e-06,8.771929824624437e-06,8.771929824624437e-06,8.771929824624437e-06,8.771929824624437e-06,0.016482718351308153,8.771929824624437e-06,8.771929824624437e-06,8.771929824624437e-06,0.1545218090759712,8.771929824624437e-06,8.771929824624437e-06,8.771929824624437e-06,8.771929824624437e-06,8.771929824624439e-06,8.771929824624437e-06,8.771929824624437e-06,8.771929824624437e-06,8.771929824624437e-06,8.771929824624437e-06,8.771929824624437e-06,8.771929824624437e-06,8.771929824624437e-06,8.771929824624437e-06,8.771929824624437e-06,8.771929824624437e-06,8.771929824624437e-06,8.771929824624437e-06,0.8223888939278914,8.771929824624437e-06,8.771929824624437e-06,8.771929824624437e-06,8.771929824624437e-06,8.771929824624437e-06,8.771929824624437e-06,8.771929824624437e-06,8.771929824624437e-06,computer
5,0.04392595804847344,4.552904753253904e-06,4.552904753253904e-06,4.552904753253904e-06,4.552904753253904e-06,0.0010480609434924389,4.552904753253904e-06,4.552904753253904e-06,0.4527371591201872,4.552904753253904e-06,4.552904753253904e-06,4.552904753253905e-06,0.2318602682457629,4.552904753253904e-06,4.552904753253904e-06,4.552904753253904e-06,4.552904753253904e-06,0.0009177189746162637,4.552904753253904e-06,4.552904753253904e-06,4.552904753253904e-06,4.552904753253904e-06,4.552904753253904e-06,4.552904753253905e-06,4.552904753253904e-06,4.552904753253904e-06,4.552904753253904e-06,4.552904753253904e-06,4.552904753253904e-06,4.552904753253904e-06,0.0004810306584280863,0.2688795581521823,4.552904753253904e-06,4.552904753253904e-06,4.552904753253904e-06,4.552904753253904e-06,4.552904753253904e-06,4.552904753253904e-06,4.552904753253904e-06,4.552904753253904e-06,football
6,0.003085221323590097,8.552856654186204e-06,8.552856654186204e-06,8.552856654186204e-06,8.552856654186204e-06,8.552856654186204e-06,8.552856654186204e-06,8.552856654186204e-06,0.016720645637208528,8.552856654186204e-06,8.552856654186204e-06,8.552856654186204e-06,0.1543872973080787,8.552856654186204e-06,8.552856654186204e-06,8.552856654186204e-06,0.00038494089559370473,8.552856654186204e-06,8.552856654186204e-06,8.552856654186204e-06,8.552856654186204e-06,8.552856654186204e-06,8.552856654186204e-06,8.552856654186204e-06,8.552856654186204e-06,8.552856654186204e-06,8.552856654186204e-06,0.000945238233406805,8.552856654186204e-06,8.552856654186204e-06,0.0011239644757505744,0.8230704478567836,8.552856654186204e-06,8.552856654186204e-06,8.552856654186204e-06,8.552856654186204e-06,8.552856654186204e-06,8.552856654186204e-06,8.552856654186204e-06,8.552856654186204e-06,computer
7,0.022508075461113584,5.075111652494027e-06,5.075111652494027e-06,5.075111652494027e-06,5.075111652494027e-06,5.075111652494027e-06,5.075111652494027e-06,5.075111652494027e-06,0.007495527540464028,5.075111652494027e-06,5.075111652494027e-06,0.0010166360305145534,0.16458791423849034,5.075111652494027e-06,5.075111652494027e-06,5.075111652494027e-06,5.075111652494027e-06,0.0005177980241988239,5.075111652494027e-06,5.075111652494027e-06,5.075111652494027e-06,5.075111652494027e-06,5.075111652494027e-06,5.075111652494027e-06,5.075111652494027e-06,5.075111652494027e-06,5.075111652494027e-06,0.018711878029495088,5.075111652494027e-06,0.016705033130495494,0.0017031463060818005,0.766596662777919,5.075111652494027e-06,5.075111652494027e-06,5.075111652494027e-06,5.075111652494027e-06,5.075111652494027e-06,5.075111652494027e-06,5.075111652494027e-06,5.075111652494027e-06,neuroscience
8,0.21542287358769446,5.6869881711127455e-06,5.6869881711127455e-06,5.6869881711127455e-06,5.6869881711127455e-06,5.686988171112746e-06,5.6869881711127455e-06,5.6869881711127455e-06,0.02739517146497652,5.6869881711127455e-06,5.6869881711127455e-06,0.0007884156043388584,0.29564872787001917,5.6869881711127455e-06,5.6869881711127455e-06,5.6869881711127455e-06,5.6869881711127455e-06,5.6869881711127455e-06,5.6869881711127455e-06,5.6869881711127455e-06,5.6869881711127455e-06,5.6869881711127455e-06,5.6869881711127455e-06,5.6869881711127455e-06,5.6869881711127455e-06,5.6869881711127455e-06,0.0014625114991757677,5.686988171112748e-06,5.686988171112746e-06,0.0002639521101413141,0.012920495480404415,0.4459158687617737,5.6869881711127455e-06,5.6869881711127455e-06,5.6869881711127455e-06,5.6869881711127455e-06,5.6869881711127455e-06,5.6869881711127455e-06,5.6869881711127455e-06,5.6869881711127455e-06,religion
9,0.06779999375494387,4.15834996675712e-06,4.15834996675712e-06,4.15834996675712e-06,4.158349966757121e-06,4.15834996675712e-06,4.15834996675712e-06,4.15834996675712e-06,0.6004243060401798,4.15834996675712e-06,4.15834996675712e-06,4.15834996675712e-06,0.09713966970155204,0.00031239606886832044,4.15834996675712e-06,4.15834996675712e-06,4.158349966757121e-06,0.0009705700852504245,4.15834996675712e-06,4.15834996675712e-06,4.15834996675712e-06,4.15834996675712e-06,4.15834996675712e-06,4.15834996675712e-06,4.15834996675712e-06,0.0006695044192627086,4.158349966757121e-06,4.15834996675712e-06,4.15834996675712e-06,4.15834996675712e-06,4.158349966757121e-06,0.23254633438103983,4.15834996675712e-06,4.15834996675712e-06,4.15834996675712e-06,4.15834996675712e-06,4.15834996675712e-06,4.15834996675712e-06,4.15834996675712e-06,4.15834996675712e-06,football
