,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,topic
0,0.009665570238221191,2.420721375044199e-05,0.001044829866435206,2.420721375051722e-05,2.4207306745234513e-05,2.4207322051602265e-05,2.420723745821428e-05,2.4207213750530863e-05,0.013653282544654484,2.4207583354746938e-05,2.4207290753184296e-05,2.4207225925561293e-05,0.9753700373105733,2.4207213750566445e-05,2.4207218825259457e-05,computer
1,0.06362598163305712,3.0070667732381766e-05,3.007070289658164e-05,3.0070677011975423e-05,0.15371924959696803,0.019988253336480785,3.007078874835415e-05,3.007066606613823e-05,0.08372709062227388,3.0070705445041763e-05,3.0070666704126245e-05,3.007078933257368e-05,0.6776037574749552,3.0070670864548827e-05,0.001065031001463429,theatre
2,0.0671930974078865,1.4967821865338659e-05,1.4967819784477165e-05,1.496783124504796e-05,0.0414378298155795,1.4967900230573591e-05,1.4967833400981104e-05,1.4967819189194246e-05,0.009163186305223317,1.4967825017922247e-05,1.4967819923913892e-05,0.0022300313408977826,0.8657916362273008,1.4967819189215623e-05,0.014049508413265502,religion
3,0.04517250090474275,0.002229883428270225,3.772873042928582e-05,3.772873375360631e-05,3.772880928243436e-05,3.772880362588315e-05,3.772917176655693e-05,3.77287304293578e-05,0.01695746679279288,3.7728731253562845e-05,3.772873268123601e-05,3.7728751843817505e-05,0.9352251321503102,3.7728730429376714e-05,3.7728798388718176e-05,fraternities
4,0.019779120387529166,2.3392010322055516e-05,2.3391823673129475e-05,2.3391823995518617e-05,0.01038172189643499,2.3391842038242782e-05,2.3391817379197787e-05,2.3391812866264124e-05,0.015059068977574582,2.3391821469783937e-05,2.3391813146797255e-05,2.3391837076569888e-05,0.9545227783268155,2.3391814927226114e-05,2.339199475088452e-05,computer
5,0.04963337013047592,1.2141119603505076e-05,1.214108159486709e-05,0.0002695915268829276,0.0320035682962663,0.005723681949888657,0.00021730621304440906,1.2141079342191084e-05,0.4537163468268405,1.2141085315964006e-05,1.2141082575675484e-05,1.2141092645554668e-05,0.45833900632482866,1.2141083467005329e-05,1.2141107227959868e-05,football
6,0.00791643577842965,2.280761968202392e-05,2.280762168784025e-05,2.280762393120441e-05,0.005601347102775137,0.001359892681079811,0.0004009663158883638,2.280761774502772e-05,0.015692292073857098,0.0007503438192200917,2.280761774503752e-05,2.2807708541301494e-05,0.9669615184080973,2.2807617745060634e-05,0.0011575503935750903,computer
7,0.04097537123692648,1.3533631073569914e-05,1.353363301807214e-05,0.00025569758211843894,0.019874882016378954,0.0009664416951652068,1.3533641722194e-05,1.3533665341422203e-05,0.008978980946701716,0.011173102985544022,1.353363143954624e-05,0.004017525226852255,0.9136632628107085,1.3533631073628639e-05,1.353366593605443e-05,neuroscience
8,0.22104237452943867,1.5165355123476983e-05,1.516530487911959e-05,1.5165305812677344e-05,0.054767594847178545,0.0014368309676395985,1.5165307966920354e-05,1.5165374355286805e-05,0.027253313738326616,1.5165310879132412e-05,1.5165309312586242e-05,0.0006806070609192687,0.6427487670291874,1.5165302196048692e-05,0.05194918925678477,religion
9,0.08255839915399572,1.1088934616003923e-05,1.10889389763029e-05,0.00020483431429325997,0.02563632792040901,1.1088957637200857e-05,1.10889393749033e-05,1.108893324487563e-05,0.5965613013321942,1.1088936766446463e-05,1.108893403886784e-05,0.00030643044257635805,0.2946329063766731,1.1088938239117864e-05,1.1088946964515052e-05,football
10,0.023552933078287625,1.3344008806518235e-05,1.3344011072777325e-05,1.3344028651588166e-05,0.02511068835743149,0.0015908062581149096,1.3344011925584806e-05,0.00021114285720388052,0.02207972485606667,0.0027888485921029826,1.334400879758418e-05,1.3344042094759559e-05,0.9245591038656751,1.3344008540476001e-05,1.3344015228097073e-05,neuroscience
11,0.043141213519364924,0.002501521104461968,3.465003813700301e-05,3.4650034650756726e-05,0.023375873093253327,0.003906417852621912,3.4650038887159974e-05,3.465003465071063e-05,0.019116064342013392,3.465003876694875e-05,3.465003501072073e-05,3.465012452339872e-05,0.907647059616065,3.4650056421140555e-05,3.4650071171831566e-05,fraternities
12,0.029055390829271513,3.3316699752655137e-05,3.331673278815699e-05,3.3316690836166326e-05,0.19263967547787367,0.006456706958513587,3.331675758033522e-05,3.331675703415404e-05,0.034123983425765024,3.331667887584508e-05,3.33166754261343e-05,0.0030524548247656816,0.7343719380059276,3.331668483960988e-05,3.33168007498103e-05,theatre
13,0.07459125293345988,0.003620027794528547,3.547987544618763e-05,3.5479865177552e-05,0.0017606912985555648,0.016895013467769296,3.5480089066320324e-05,3.547986517761094e-05,0.025712406669631968,3.547986853766964e-05,3.5479866582452786e-05,3.547991491430685e-05,0.8744834939181824,3.547988830322414e-05,0.0026532746846669258,fraternities
14,0.02065227735097106,1.394700185820743e-05,1.3947034718806777e-05,1.3947007768777196e-05,0.01059694097426721,0.005006812183542928,1.3947021060883383e-05,1.3947001395190951e-05,0.0065918089621943635,0.004561640640425771,1.3947001667498317e-05,0.000310164118866547,0.9521687796907511,1.3947001395213667e-05,1.3947009116512868e-05,neuroscience
15,0.009642403175213385,1.4414415039645863e-05,1.4414418839574515e-05,0.0002461225167272483,0.01566607601788765,0.0002698371557439969,0.0005244323461486181,1.441441441496525e-05,0.009665441862029922,0.012023334477470298,1.441441684227235e-05,1.4414434974178639e-05,0.9509011238531079,1.4414415837510665e-05,0.0009747420797229634,neuroscience
