,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,topic
0,0.006257388921514773,1.4524328249910826e-05,1.4524328249910826e-05,1.4524328249910826e-05,1.4524328249910826e-05,1.4524328250076473e-05,1.4524328249910826e-05,1.4524328249910826e-05,0.011152873558968152,1.4524328249910826e-05,1.4524328249910826e-05,1.4524328250210423e-05,0.9784072454531695,1.4524328249910826e-05,1.4524328250221867e-05,1.4524328249910826e-05,1.4524328251845805e-05,1.4524328252704645e-05,1.452432825988181e-05,1.4524328249910826e-05,1.4524328251985115e-05,1.4524328249910826e-05,1.4524328249993657e-05,0.003877481173078839,1.4524328252837933e-05,computer
1,0.033298544064216826,1.8042399639343266e-05,1.8042399639280525e-05,1.8042399642434066e-05,1.8042399639280525e-05,0.00512261325573199,1.8042399639280525e-05,1.8042399639280525e-05,0.08230338830913436,1.8042399639280525e-05,1.8042399639280525e-05,0.0020298893548951567,0.6246810973920763,0.001195176937393976,0.0010258745058655126,1.8042399639280525e-05,1.8042399640075513e-05,0.0018959832292980694,0.013790365897085599,1.8042399639280525e-05,1.8042399639280525e-05,1.8042399639280525e-05,0.0009463402771135782,0.23345813318223432,1.804239963975188e-05,theatre
2,0.0005157926551042152,8.98069151343082e-06,8.980691513319688e-06,8.980691513319688e-06,8.980691513319688e-06,0.009535081134754163,8.980691513319688e-06,8.980691513319688e-06,0.009179273682021729,8.980691516451652e-06,8.980691513319688e-06,8.980691514964188e-06,0.8675151488978646,8.980691513319688e-06,0.008583600308600671,8.980691513363233e-06,0.0009802343557095633,0.031210029737351562,8.98069151733711e-06,8.980691513319688e-06,8.980691513319688e-06,8.980691513319688e-06,8.980691513727399e-06,0.07232816747285764,8.980691513385682e-06,religion
3,2.2637238262716147e-05,0.0021796525972053987,2.2637238257111665e-05,2.2637238257111665e-05,2.2637238257111665e-05,2.2637238259249166e-05,2.2637238257111665e-05,2.2637238257111665e-05,0.01673786312391932,2.263723825820984e-05,2.2637238257111665e-05,2.2637238258570747e-05,0.9787416425113706,2.2637238257111665e-05,2.263723826200263e-05,2.2637238257111665e-05,2.2637238275758926e-05,2.2637238259104744e-05,2.263723825720595e-05,2.2637238257111665e-05,2.263723826691831e-05,2.2637238257111665e-05,2.263723825723808e-05,0.0018654597640584993,2.2637238258093986e-05,fraternities
4,0.001989846886408628,1.403508772870802e-05,1.4035087719404577e-05,1.4035087719404577e-05,1.4035087719404577e-05,0.0018437639529348062,1.4035087719404577e-05,1.4035087719404577e-05,0.0125101596403566,1.4035087719603574e-05,1.4035087719404577e-05,1.4035087719767607e-05,0.9588932723755547,1.4035087719404577e-05,1.403508771949741e-05,1.4035087719404577e-05,0.00040711221371628637,1.403508776618018e-05,1.403508772242969e-05,1.4035087719404577e-05,0.0003418744141905188,1.4035087719404577e-05,0.00037345099923450064,0.023401923026314476,1.4035087719404577e-05,computer
5,7.2846476068767805e-06,0.0003471762503014349,7.2846476052080985e-06,7.2846476052092446e-06,7.2846476052080985e-06,0.0012921187489375744,7.2846476052080985e-06,7.2846476052080985e-06,0.45013880794071204,7.284647605398277e-06,7.2846476052080985e-06,7.284647605574701e-06,0.4844104829700116,7.2846476052080985e-06,7.284647606608558e-06,7.2846476052080985e-06,7.284647605864075e-06,0.0005447385096723699,0.004438985368061973,7.2846476052080985e-06,7.2846476052080985e-06,7.2846476052080985e-06,0.0002078321890272855,0.05849601901398307,7.2846476052080985e-06,football
6,0.003433942577437864,1.3684570646716766e-05,1.3684570646692771e-05,1.3684570646692771e-05,1.3684570646692771e-05,0.00207136846922794,1.3684570646692771e-05,1.3684570646692771e-05,0.014281404515540384,1.3684570646791894e-05,1.3684570646692771e-05,1.3684570648689114e-05,0.955072676027291,1.3684570646692771e-05,0.0011058426357849474,1.3684570646692771e-05,0.0014777751374599672,1.3684570647992799e-05,0.0006089111695059663,1.3684570646692771e-05,1.3684570646794859e-05,1.3684570646692771e-05,1.3684570646692771e-05,0.02171544176675471,1.3684570646692771e-05,computer
7,0.0010056720395935474,8.12017864399099e-06,8.12017864399099e-06,8.12017864399099e-06,8.12017864399099e-06,0.005582204800054733,8.12017864399099e-06,8.12017864399099e-06,0.006544466790466235,8.12017864399099e-06,8.12017864399099e-06,0.00048715631256253985,0.9136652616379187,8.12017864399099e-06,8.120178644914073e-06,8.120178644180051e-06,0.013772792920513532,0.0017509501863224978,0.001036334039840132,8.12017864399099e-06,8.12017864400124e-06,8.12017864399099e-06,8.120178644008146e-06,0.0560252384144231,8.120178644012276e-06,neuroscience
8,0.001682437098137,0.000893158034984525,9.099181073785132e-06,9.099181073896615e-06,9.099181073785132e-06,0.06815821389023238,9.099181073785132e-06,9.099181073785132e-06,0.024422533652394947,0.0005691126622592771,9.099181073785132e-06,0.0005433623322831856,0.7944911348809883,9.099181073785132e-06,0.015255224406073225,9.099181074052662e-06,9.099181076638635e-06,0.00900663175242122,0.0002749507613383899,9.099181073785132e-06,9.099181073785132e-06,9.099181073785132e-06,9.099181073871369e-06,0.08457585199385101,9.09918107401819e-06,religion
9,0.004678805962533627,6.653359946823775e-06,6.6533599468132675e-06,6.653359947177229e-06,6.6533599468132675e-06,0.003403198123347046,6.6533599468132675e-06,6.6533599468132675e-06,0.5963234541953116,0.0011000923494926113,6.6533599468132675e-06,6.653359947770606e-06,0.36244896671462373,6.653359948334365e-06,6.653359947367375e-06,6.653359947340394e-06,6.653359947611466e-06,0.0007242762659954239,0.00030783248728680614,6.6533599468132675e-06,0.00017977785053116383,6.6533599468132675e-06,0.00030484697463695816,0.030428948677034072,6.653359946858052e-06,football
