,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,topic
0,7.530120537978173e-05,7.5301205363309e-05,7.530120531337497e-05,7.530120534732011e-05,7.530120535394655e-05,7.530120534089924e-05,0.14233626305127084,7.530120536432766e-05,7.530120536930848e-05,7.530120540284139e-05,7.530120535573878e-05,7.53012053348625e-05,7.530120536597686e-05,0.5600739693023753,7.53012053159699e-05,0.29630964715528035,7.530120539326296e-05,7.530120536979982e-05,7.530120533131361e-05,7.530120537137297e-05,computer
1,8.517887625112322e-05,8.5178876235154e-05,8.517887619764985e-05,8.517887621040269e-05,8.517887624293282e-05,8.517887624572404e-05,0.042321294333699,8.517887620669099e-05,8.517887628527934e-05,8.517887626809329e-05,8.517887625722579e-05,8.517887623067397e-05,8.517887624493886e-05,0.32531993636070355,8.517887620355492e-05,0.6309107284095673,8.517887626874692e-05,8.517887623788141e-05,8.517887619762778e-05,8.517887624630954e-05,computer
2,7.974481717937046e-05,7.974481716177099e-05,7.974481711257164e-05,7.974481713718531e-05,7.974481714410896e-05,7.974481712957969e-05,0.1678264151110784,7.974481716471128e-05,7.974481716772501e-05,7.974481720129864e-05,7.974481715437395e-05,7.974481713333337e-05,7.974481717659897e-05,0.5287638693631826,7.974481710083678e-05,0.3020540536341115,7.974481719891311e-05,7.97448171676772e-05,7.974481712822358e-05,7.974481716927336e-05,computer
3,9.451795913351956e-05,9.451795909514756e-05,9.45179590464353e-05,9.451795908212209e-05,9.451795909118468e-05,9.451795906694696e-05,0.1922292820909169,9.451795910537765e-05,9.45179591001813e-05,9.451795918764673e-05,9.45179590929792e-05,9.45179591089364e-05,9.451795916111577e-05,0.5272771804482975,9.451795906160638e-05,0.2788867321559687,9.451795917731947e-05,9.451795913273873e-05,9.451795904358294e-05,9.451795913012805e-05,computer
4,3.071253088075152e-05,3.071253088243052e-05,3.071253086015325e-05,3.071253086966508e-05,3.071253087813726e-05,3.071253086922265e-05,0.06120640809921706,3.071253088782183e-05,3.071253089672008e-05,3.071253086944662e-05,3.071253086801006e-05,3.071253085839349e-05,3.071253087781843e-05,0.9382407663444663,3.071253086287257e-05,3.07125314281773e-05,3.071253091120672e-05,3.071253086451256e-05,3.071253087547603e-05,3.0712530875921104e-05,football
5,2.5316455838449692e-05,2.5316455841956846e-05,2.5316455823805292e-05,2.5316455837076625e-05,2.531645583385355e-05,2.531645583712462e-05,0.053636983540831705,2.5316455851918333e-05,2.5316455866154893e-05,2.5316455837138384e-05,2.531645582535239e-05,2.531645583213119e-05,2.5316455847322393e-05,0.9459073202537114,2.5316455841783455e-05,2.5316456170348487e-05,2.531645586976399e-05,2.5316455824392903e-05,2.5316455840770827e-05,2.5316455837398047e-05,football
6,2.2192632165516488e-05,2.2192632169011858e-05,2.219263215168204e-05,2.2192632160039034e-05,2.2192632162452587e-05,2.219263216140033e-05,2.219263258049782e-05,2.2192632165302524e-05,2.219263216868819e-05,2.2192632152579893e-05,2.2192632163368033e-05,2.219263215391867e-05,2.2192632160350556e-05,0.9453607480506434,2.219263215663987e-05,0.05423978457002794,2.219263218100463e-05,2.2192632155673908e-05,2.219263215716685e-05,2.21926321631221e-05,football
7,2.2361359690540985e-05,2.2361359691813357e-05,2.2361359686255174e-05,2.2361359696006302e-05,2.2361359689060093e-05,2.2361359683753784e-05,0.014938825894927881,2.2361359701877874e-05,2.236135970131513e-05,2.2361359682753526e-05,2.2361359693854578e-05,2.236135968628793e-05,2.2361359687278326e-05,0.9846586696302041,2.2361359690324066e-05,2.23613601176694e-05,2.236135970254864e-05,2.236135968916545e-05,2.2361359692179394e-05,2.2361359685495325e-05,football
8,0.00014450867149273694,0.00014450867144588317,0.0001445086714152164,0.00014450867142000123,0.00014450867144600942,0.00014450867142790647,0.25565060720482474,0.00014450867147638478,0.0001445086715103339,0.00014450867148323315,0.000144508671486079,0.0001445086714054717,0.00014450867142209108,0.5522874206881265,0.00014450867136986192,0.18960532469245814,0.00014450867152938164,0.00014450867141324887,0.0001445086714265755,0.000144508671420218,fraternities
9,0.00014792899497395847,0.00014792899498683828,0.00014792899496154368,0.0001479289949251231,0.00014792899494206826,0.00014792899496683055,0.15712993105376086,0.00014792899498574397,0.00014792899504823445,0.0001479289949807992,0.00014792899496104468,0.0001479289949227335,0.00014792899489606904,0.7805882646010412,0.00014792899494690684,0.059767011430912544,0.0001479289950499038,0.00014792899494620534,0.00014792899486967644,0.00014792899492180775,fraternities
