,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,topic
0,0.0006063740221124308,1.2103606874945754e-05,1.2103606874945754e-05,1.2103606874945754e-05,1.2103606874945754e-05,1.2103606874986805e-05,1.2103606874945754e-05,1.2103606874945754e-05,0.011253079046841087,1.2103606874945768e-05,1.2103606874945754e-05,1.2103606874950206e-05,0.9807689523577958,1.2103606874945754e-05,1.2103606874947835e-05,1.2103606874945754e-05,1.2103606874945754e-05,1.2103606874948477e-05,1.2103606874945754e-05,1.2103606874945754e-05,1.2103606874945754e-05,1.2103606874945754e-05,1.2103606874945754e-05,0.0035465880864516065,1.2103606874967545e-05,1.2103606874945754e-05,0.0023131761965550644,0.0012213437252452488,1.2103606874945754e-05,1.2103606874945754e-05,computer
1,0.02719051026616384,1.503533303273197e-05,1.503533303273197e-05,1.5035333032825315e-05,1.503533303273197e-05,0.012791777746131355,1.503533303273197e-05,1.503533303273197e-05,0.08188738191285451,0.0006542383206365677,1.503533303273197e-05,1.5035333032740099e-05,0.559646935589375,1.503533303273197e-05,0.001415691736983431,1.503533303273197e-05,1.5035333032735125e-05,1.50353330327452e-05,1.503533303273197e-05,1.503533303273197e-05,1.503533303273197e-05,1.503533303273197e-05,0.0010194521537398658,0.3013319738008583,1.503533303273197e-05,1.503533303273197e-05,0.013197897882080279,0.0005634339305221986,1.5035333032740468e-05,1.5035333032740227e-05,theatre
2,0.02411632630932783,7.4839095944274835e-06,7.4839095944274835e-06,7.4839095944274835e-06,7.4839095944274835e-06,0.0007432288797981467,7.4839095944274835e-06,7.4839095944274835e-06,0.008756025350769933,0.0034337656651617044,7.48390959442781e-06,7.483909594429015e-06,0.8653082669713508,7.4839095944274835e-06,0.014789884408295715,7.4839095944274835e-06,0.0008149088296621427,7.483909594436335e-06,7.4839095944274835e-06,7.4839095944274835e-06,7.4839095944274835e-06,7.4839095944274835e-06,7.483909594430372e-06,0.08187294757455571,7.4839095944274835e-06,7.4839095944274835e-06,7.48390959443139e-06,7.483909594434792e-06,7.483909594429537e-06,7.483909594435059e-06,religion
3,0.018920252684902474,1.8864365214248574e-05,1.8864365214248574e-05,1.8864365214248574e-05,1.8864365214252935e-05,1.886436521426026e-05,1.8864365214248574e-05,1.8864365214248574e-05,0.01509224674275716,1.886436521427913e-05,1.8864365214248574e-05,1.8864365214249438e-05,0.9609376403531351,1.8864365214248574e-05,1.8864365214278766e-05,1.8864365214248574e-05,0.000514250694403211,1.8864365214250817e-05,0.0005008580994483586,1.8864365214248574e-05,1.8864365214248574e-05,1.8864365214248574e-05,1.8864365214250004e-05,0.003582006660211879,1.8864365214248574e-05,1.8864365214248574e-05,1.8864365214271685e-05,1.8864365214261266e-05,1.88643652142516e-05,1.886436521428228e-05,fraternities
4,0.00291776258208136,1.1695906432835495e-05,1.1695906432835495e-05,1.1695906432835495e-05,1.1695906432835495e-05,1.1695906432842429e-05,1.1695906432835495e-05,1.1695906432835495e-05,0.012625769127085934,1.169590643284653e-05,1.1695906432835495e-05,1.1695906432838734e-05,0.9424061062766087,1.1695906432835495e-05,0.0011351791433587648,1.1695906432835495e-05,1.1695906432836781e-05,1.1695906432845463e-05,1.1695906432835495e-05,1.1695906432835495e-05,1.1695906432835495e-05,1.1695906432835495e-05,0.0003717868812415822,0.030559664604605952,1.1695906432835495e-05,1.1695906432835495e-05,0.00971472553706251,1.169590643284148e-05,1.169590643284e-05,1.1695906432835495e-05,computer
5,0.01210897062813616,6.0705396710061666e-06,6.0705396710061666e-06,6.070539671006175e-06,6.070539671008055e-06,0.006132967025204442,6.0705396710061666e-06,6.0705396710061666e-06,0.4352919977450904,0.012464575992881283,6.0705396710061666e-06,6.070539671008074e-06,0.45950687002885626,6.0705396710061666e-06,6.070539671018548e-06,6.0705396710061666e-06,6.0705396710150435e-06,0.0012242856559226923,0.00028118891066691707,6.0705396710061666e-06,6.0705396710061666e-06,6.0705396710061666e-06,0.00020841492518111374,0.06941889529546588,6.0705396710061666e-06,6.0705396710061666e-06,0.00324042299917447,6.070539671009816e-06,6.070539671009954e-06,6.0705396710061666e-06,football
6,0.0014818020883635564,1.1403808872248469e-05,1.1403808872248469e-05,1.1403808872248469e-05,1.1403808872248469e-05,0.001063498228289539,1.1403808872248469e-05,1.1403808872248469e-05,0.01500530579879229,0.00035446920255595367,1.1403808872248469e-05,1.1403808872254171e-05,0.949225958661262,1.1403808872248469e-05,0.0011088030121602108,1.1403808872248469e-05,1.1403808872249682e-05,0.00041832734847636145,1.1403808872248469e-05,1.1403808872248469e-05,1.1403808872248469e-05,1.1403808872248469e-05,1.1403808872248469e-05,0.02664056167222232,1.1403808872248469e-05,1.1403808872248469e-05,0.003271688146704724,0.0012015096637280494,1.1403808872252348e-05,1.1403808872248469e-05,computer
7,0.011135770559320293,6.766815536657502e-06,6.766815536657502e-06,6.766815536657855e-06,6.766815536657502e-06,6.766815536670938e-06,6.766815536657502e-06,6.766815536657502e-06,0.007928965147307345,6.766815536696004e-06,6.766815536657641e-06,0.0002301516069885562,0.9028399537127856,6.766815536657502e-06,6.76681553667034e-06,6.766815536657502e-06,6.7668155366594895e-06,0.0002999404861797639,6.766815536657502e-06,6.766815536657502e-06,6.766815536657502e-06,6.766815536657502e-06,6.766815536657671e-06,0.05757696808766267,6.766815536657502e-06,6.766815536657502e-06,0.0015670675632536942,0.018272312894695004,6.766815536659944e-06,6.766815536657502e-06,neuroscience
8,0.11356344259068937,7.582650894812143e-06,7.582650894812143e-06,7.5826508948184e-06,7.582650894812143e-06,0.0004964276107052109,7.582650894812143e-06,7.582650894812143e-06,0.02612799992672314,0.002934069012593368,7.5826508948137515e-06,7.582650894813691e-06,0.7006699301889439,7.582650894812143e-06,0.052826477016242206,7.582650894812143e-06,7.582650894831499e-06,7.5826508948152195e-06,0.00033470712619646485,7.582650894812143e-06,7.582650894812143e-06,7.582650894812143e-06,7.582650894812669e-06,0.10087988238205882,7.582650894812143e-06,7.582650894812143e-06,0.0017118613072853027,7.58265089482124e-06,7.582650894824138e-06,0.0003035498206655571,religion
9,0.02321305532812364,5.5444666223445555e-06,5.5444666223445555e-06,0.00017606160562673583,5.544466622354264e-06,5.5444666223562556e-06,5.5444666223445555e-06,5.5444666223445555e-06,0.5931161246634875,0.004252925021189055,5.5444666223445555e-06,5.544466622346229e-06,0.3354002110077329,5.5444666223445555e-06,5.544466622353267e-06,5.5444666223445555e-06,5.544466622349343e-06,0.0003965604555248571,5.5444666223445555e-06,5.5444666223445555e-06,5.5444666223445555e-06,5.5444666223445555e-06,0.0003555062526342431,0.0386706668445723,5.5444666223445555e-06,5.5444666223445555e-06,0.004302455022039214,5.5444666223472796e-06,5.544466622345635e-06,5.54446662234848e-06,football
10,0.0014232417796666388,6.6720042701221306e-06,6.6720042701221306e-06,6.672004270123483e-06,6.6720042701221306e-06,6.672004270125434e-06,6.6720042701221306e-06,6.6720042701221306e-06,0.02072924677871056,6.672004270122419e-06,6.672004270122265e-06,6.672004270126168e-06,0.9165140732097133,6.6720042701221306e-06,6.6720042701258685e-06,6.6720042701221306e-06,6.672004270123718e-06,6.672004270131017e-06,6.6720042701221306e-06,6.6720042701221306e-06,6.6720042701221306e-06,6.6720042701221306e-06,6.6720042701221306e-06,0.05157547471518841,6.6720042701221306e-06,6.6720042701221306e-06,6.672004270133249e-06,0.009591163409967246,6.672004270123824e-06,6.672004270122361e-06,neuroscience
11,0.01767260153470853,1.7325017325100817e-05,1.7325017325100817e-05,1.7325017325100817e-05,1.7325017325100817e-05,0.003225074086415852,1.7325017325100817e-05,1.7325017325100817e-05,0.01685217774424563,0.0014985081188230414,1.7325017325100817e-05,1.7325017325103833e-05,0.9265037170834461,1.7325017325100817e-05,1.7325017325105906e-05,1.7325017325100817e-05,1.732501732510382e-05,1.7325017325109705e-05,1.7325017325100817e-05,1.7325017325100817e-05,1.7325017325100817e-05,1.7325017325100817e-05,1.732501732510386e-05,0.033832121016558386,1.7325017325100817e-05,1.7325017325100817e-05,1.732501732511132e-05,1.7325017325110575e-05,1.7325017325104707e-05,1.7325017325100817e-05,fraternities
12,0.017104090635256152,1.6658337498065623e-05,1.6658337498065623e-05,1.6658337498065623e-05,1.6658337498065623e-05,0.003200559001464616,1.6658337498065623e-05,1.6658337498065623e-05,0.033477118608096774,1.665833749806572e-05,1.6658337498065623e-05,1.6658337498067344e-05,0.544005664133004,1.6658337498065623e-05,1.6658337498103834e-05,1.6658337498065623e-05,1.665833749807713e-05,1.66583374981514e-05,1.6658337498065623e-05,1.6658337498065623e-05,1.6658337498065623e-05,1.6658337498065623e-05,1.6658337498070932e-05,0.39893111094193606,1.6658337498065623e-05,1.6658337498065623e-05,0.002881656580288773,1.665833749806817e-05,1.6658337498099253e-05,1.66583374980691e-05,theatre
13,0.03765312117508895,1.7739932588396014e-05,1.7739932588396014e-05,1.7739932588396014e-05,1.7739932588396014e-05,0.016768172575180627,1.7739932588396014e-05,1.7739932588396014e-05,0.023644736177925778,1.7739932588453616e-05,1.7739932588396014e-05,1.7739932588429045e-05,0.910757916491912,1.7739932588396014e-05,0.0027895250132958494,1.7739932588396014e-05,1.7739932588396767e-05,1.773993258839745e-05,0.001503783436746345,1.7739932588396014e-05,1.7739932588396014e-05,1.7739932588396014e-05,1.7739932588396014e-05,0.005091720373817145,1.7739932588396014e-05,1.7739932588396014e-05,1.7739932588421612e-05,0.0014007462390888238,1.7739932588401378e-05,1.7739932588396014e-05,fraternities
14,0.015610576191506862,6.973500697410135e-06,6.973500697410135e-06,6.973500697410362e-06,6.973500697410135e-06,0.002325888665560467,6.973500697410135e-06,6.973500697410135e-06,0.006277183914519691,6.973500697410163e-06,6.973500697410279e-06,6.973500697411385e-06,0.93752815523802,6.973500697410135e-06,6.9735006974148e-06,6.973500697410135e-06,6.973500697414572e-06,6.973500697414973e-06,6.973500697410135e-06,6.973500697410135e-06,6.973500697410135e-06,6.973500697410135e-06,6.973500697410135e-06,0.025725297879755454,6.973500697410135e-06,6.973500697410135e-06,0.002041081856363616,0.01033142573823296,6.973500697434665e-06,6.973500697412758e-06,neuroscience
15,0.0013735389624227093,7.207207207273931e-06,7.207207207273931e-06,7.207207207273931e-06,7.207207207273931e-06,7.207207207283233e-06,7.207207207273931e-06,7.207207207273931e-06,0.008796337311232366,0.0003765581917103127,7.207207207274952e-06,7.207207207275933e-06,0.9144162460391123,7.207207207273931e-06,0.0010933237592010863,7.207207207273931e-06,7.207207207285005e-06,0.00028704171430811047,7.207207207273931e-06,7.207207207273931e-06,7.207207207273931e-06,7.207207207273931e-06,7.20720720727405e-06,0.04126182206795723,0.00022342342200981389,7.207207207273931e-06,0.006029172809979254,0.02599839157792104,7.207207207276207e-06,7.207207207276516e-06,neuroscience
16,0.020573305792343864,1.5941335884011622e-05,1.5941335884011622e-05,1.5941335884011622e-05,1.5941335884011622e-05,1.5941335884026154e-05,1.5941335884011622e-05,1.5941335884011622e-05,0.02696041679731063,0.0015623253937771735,1.5941335884011622e-05,1.5941335884016278e-05,0.5316694031774074,1.5941335884011622e-05,1.5941335884035763e-05,1.5941335884011622e-05,1.594133588401784e-05,0.001965560698614254,1.5941335884011622e-05,1.5941335884011622e-05,1.5941335884011622e-05,1.5941335884011622e-05,1.5941335884022542e-05,0.4039884731097492,1.5941335884011622e-05,1.5941335884011622e-05,0.01291386430546518,1.594133588401698e-05,1.5941335884025432e-05,1.5941335884018134e-05,theatre
17,0.014382281038668343,8.210180624054067e-06,8.210180624054067e-06,8.21018062406056e-06,8.210180624054067e-06,0.0015473841597801602,8.210180624054067e-06,8.210180624054067e-06,0.058656726978407486,0.00253380676220665,8.210180624054289e-06,0.0009197061276749041,0.7664734715650647,8.210180624054067e-06,0.008605165574080347,8.210180624054067e-06,8.210180624055783e-06,0.00573210489488023,0.00033041936451757865,8.210180624054067e-06,8.210180624054067e-06,8.210180624054067e-06,8.210180624055137e-06,0.13942786365817011,8.210180624054067e-06,8.210180624054067e-06,0.001235076444692352,8.210180624054687e-06,8.210180624058414e-06,8.21018062405536e-06,religion
18,0.0301007450389043,5.586280096105766e-06,5.586280096105766e-06,5.586280096105771e-06,5.586280096110349e-06,5.586280096124534e-06,5.586280096105766e-06,5.586280096105766e-06,0.6340352543298191,0.0017793973855311869,5.586280096106503e-06,5.586280096106951e-06,0.32054149612781346,5.586280096105766e-06,0.00022568255863265207,5.586280096105766e-06,5.58628009610632e-06,5.586280096108267e-06,5.586280096105766e-06,5.586280096105766e-06,5.586280096105766e-06,5.586280096105766e-06,5.586280096115669e-06,0.010617626079940358,5.586280096105766e-06,5.586280096105766e-06,0.0025713140371482154,5.586280096106416e-06,5.586280096107536e-06,5.586280096105766e-06,football
19,0.01838760927875018,1.608751608759447e-05,1.608751608759447e-05,1.6087516087600786e-05,1.608751608759447e-05,0.004766901638042767,1.608751608759447e-05,1.608751608759447e-05,0.0315852497045314,1.608751608761e-05,1.608751608759447e-05,1.608751608759632e-05,0.5540063580046733,1.608751608759447e-05,1.608751608763104e-05,1.608751608759447e-05,1.608751608759447e-05,1.608751608760499e-05,0.003130172120059431,1.608751608759447e-05,1.608751608759447e-05,1.608751608759447e-05,1.6087516087596527e-05,0.3818953398402861,1.608751608759447e-05,1.608751608759447e-05,0.005858356543642039,1.608751608759512e-05,1.608751608761978e-05,1.6087516087597652e-05,theatre
20,0.020308043915547334,5.657388549477619e-06,5.657388549477619e-06,0.00017537361058956073,5.657388549478606e-06,0.0005218390115451217,5.657388549477619e-06,5.657388549477619e-06,0.5147942793343575,0.012176705528420912,0.0004359760073506102,0.0008819492020071427,0.3817754076254013,5.657388549477619e-06,0.0007023009384718865,5.657388549477619e-06,5.657388549480509e-06,0.0034718695918046446,5.657388549477619e-06,5.657388549477619e-06,5.657388549477619e-06,5.657388549477619e-06,0.0001977840405585397,0.04710908634716939,5.657388549477619e-06,5.657388549477619e-06,0.017353209241434565,5.657388549480243e-06,5.657388549479345e-06,5.657388549477619e-06,football
21,0.007811493392991155,1.7730496453964464e-05,1.7730496453964464e-05,0.0013632747060294487,1.7730496453964464e-05,0.00555509146827397,1.7730496453964464e-05,1.7730496453964464e-05,0.005698499975718256,0.0006631440922037327,1.7730496453964464e-05,1.773049645396677e-05,0.9540489423717627,1.7730496453964464e-05,1.7730496453965602e-05,1.7730496453964464e-05,1.7730496453992754e-05,1.7730496453967764e-05,1.7730496453964464e-05,1.7730496453964464e-05,1.7730496453964464e-05,1.7730496453964464e-05,1.7730496453965683e-05,0.022227266802303688,1.7730496453964464e-05,1.7730496453964464e-05,1.7730496453994808e-05,1.773049645397174e-05,1.7730496453972432e-05,0.002242216268729881,fraternities
