,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,topic
0,0.060190767643974394,8.069071249964638e-06,8.069071249964638e-06,8.069071249964638e-06,8.069071249964638e-06,8.069071249964638e-06,0.00137144827784639,8.069071249964638e-06,0.004207062335081929,8.069071249964638e-06,8.069071249964638e-06,8.069071249964638e-06,0.09124365966895273,8.069071249964638e-06,8.069071249964638e-06,8.069071249964638e-06,8.069071249964638e-06,8.069071249964638e-06,8.069071249964638e-06,8.069071249964638e-06,8.069071249964638e-06,8.069071249964638e-06,8.069071249964638e-06,0.0020676489473299585,8.069071249964638e-06,8.069071249964638e-06,0.0011925966914128558,8.069071249964638e-06,8.069071249964638e-06,8.069071249964638e-06,0.0008623455025237266,0.6393317550727601,8.069071249964638e-06,8.069071249964638e-06,8.069071249964638e-06,8.069071249964638e-06,8.069071249964638e-06,8.069071249964638e-06,8.069071249964638e-06,8.069071249964638e-06,8.069071249964638e-06,8.069071249964638e-06,8.069071249964638e-06,8.069071249964638e-06,0.19924222929511914,computer
1,0.0427472382706342,1.0023555355164127e-05,1.0023555355164127e-05,1.0023555355164127e-05,1.0023555355164127e-05,0.002237450716199519,1.0023555355164127e-05,1.0023555355164127e-05,0.05312234460445438,0.00040615287357988227,1.0023555355164127e-05,1.0023555355164127e-05,0.071050189501433,1.0023555355164127e-05,1.0023555355164127e-05,1.0023555355164127e-05,1.0023555355164127e-05,0.005637279248060836,0.008699949290014206,1.0023555355164127e-05,1.0023555355164127e-05,1.0023555355164127e-05,1.0023555355164127e-05,0.12908216634519384,1.0023555355164127e-05,1.0023555355164127e-05,0.0032009417017732564,1.0023555355164127e-05,1.0023555355164127e-05,1.0023555355164127e-05,0.0011051333368287987,0.06419066226318776,1.0023555355164127e-05,1.0023555355164127e-05,1.0023555355164127e-05,1.0023555355164127e-05,1.0023555355164127e-05,1.0023555355164127e-05,1.0023555355164127e-05,1.0023555355164127e-05,1.0023555355164127e-05,1.0023555355164127e-05,1.0023555355164127e-05,1.0023555355164127e-05,0.61818971452192,theatre
2,0.016116837290137968,4.989273062952918e-06,4.989273062952918e-06,4.989273062952918e-06,4.989273062952918e-06,4.989273062952918e-06,4.989273062952918e-06,4.989273062952918e-06,0.005944329195075709,0.0014709215689761544,4.989273062952918e-06,4.989273062952918e-06,0.4390059545264871,4.989273062952918e-06,4.989273062952918e-06,4.989273062952918e-06,0.0003427095806195147,4.989273062952918e-06,0.0003821717459886729,4.989273062952918e-06,4.989273062952918e-06,4.989273062952918e-06,4.989273062952918e-06,0.040156345360527035,4.989273062952918e-06,4.989273062952918e-06,4.989273062952918e-06,4.989273062952918e-06,4.989273062952918e-06,4.989273062952918e-06,0.0038289326409887037,0.1465969226080766,4.989273062952918e-06,4.989273062952918e-06,4.989273062952918e-06,4.989273062952918e-06,4.989273062952918e-06,4.989273062952918e-06,4.989273062952918e-06,4.989273062952918e-06,4.989273062952918e-06,4.989273062952918e-06,4.989273062952918e-06,4.989273062952918e-06,0.34598025092591916,religion
3,0.02922232460659614,1.2576243476148828e-05,1.2576243476148828e-05,1.2576243476148828e-05,1.2576243476148828e-05,1.2576243476148828e-05,1.2576243476148828e-05,1.2576243476148828e-05,0.02322695552407885,1.2576243476148828e-05,1.2576243476148828e-05,1.2576243476148828e-05,0.6469275673130261,1.2576243476148828e-05,1.2576243476148828e-05,1.2576243476148828e-05,0.001457434847776056,1.2576243476148828e-05,1.2576243476148828e-05,1.2576243476148828e-05,1.2576243476148828e-05,1.2576243476148828e-05,1.2576243476148828e-05,1.2576243476148828e-05,1.2576243476148828e-05,1.2576243476148828e-05,1.2576243476148828e-05,1.2576243476148828e-05,1.2576243476148828e-05,1.2576243476148828e-05,0.001133721862056079,0.17561872915916843,1.2576243476148828e-05,1.2576243476148828e-05,1.2576243476148828e-05,1.2576243476148828e-05,1.2576243476148828e-05,1.2576243476148828e-05,1.2576243476148828e-05,1.2576243476148828e-05,1.2576243476148828e-05,1.2576243476148828e-05,1.2576243476148828e-05,1.2576243476148828e-05,0.12193536943520497,fraternities
4,0.008068419030027594,7.797270955227085e-06,7.797270955227085e-06,7.797270955227085e-06,7.797270955227085e-06,0.000670877580352712,7.797270955227085e-06,7.797270955227085e-06,0.008592835881519276,7.797270955227085e-06,7.797270955227085e-06,7.797270955227085e-06,0.07337372818660494,7.797270955227085e-06,7.797270955227085e-06,7.797270955227085e-06,7.797270955227085e-06,0.0011080428276753476,7.797270955227085e-06,7.797270955227085e-06,7.797270955227085e-06,7.797270955227085e-06,7.797270955227085e-06,0.015021345932238127,7.797270955227085e-06,7.797270955227085e-06,7.797270955227085e-06,7.797270955227085e-06,7.797270955227085e-06,7.797270955227085e-06,7.797270955227085e-06,0.5155287588205291,7.797270955227085e-06,7.797270955227085e-06,7.797270955227085e-06,7.797270955227085e-06,7.797270955227085e-06,7.797270955227085e-06,7.797270955227085e-06,7.797270955227085e-06,7.797270955227085e-06,7.797270955227085e-06,7.797270955227085e-06,7.797270955227085e-06,0.37734749271570966,computer
5,0.022115824597269972,4.047026447337199e-06,4.047026447337199e-06,4.047026447337199e-06,4.047026447337199e-06,0.0008346632050319666,4.047026447337199e-06,4.047026447337199e-06,0.37551306194193446,0.014627082433069842,4.047026447337199e-06,4.047026447337199e-06,0.06761849799225175,4.047026447337199e-06,4.047026447337199e-06,4.047026447337199e-06,4.047026447337199e-06,0.007582453370163839,0.0016147447057078955,4.047026447337199e-06,4.047026447337199e-06,4.047026447337199e-06,4.047026447337199e-06,0.02881665248505868,4.047026447337199e-06,4.047026447337199e-06,0.0003604913556450033,4.047026447337199e-06,4.047026447337199e-06,4.047026447337199e-06,0.0007807072955772269,0.06345600357642542,4.047026447337199e-06,4.047026447337199e-06,4.047026447337199e-06,4.047026447337199e-06,0.00024488797997832375,4.047026447337199e-06,4.047026447337199e-06,4.047026447337199e-06,4.047026447337199e-06,4.047026447337199e-06,4.047026447337199e-06,4.047026447337199e-06,0.41630542421557065,football
6,0.018342869051545363,7.602539248172393e-06,7.602539248172393e-06,7.602539248172393e-06,7.602539248172393e-06,0.0009885425928674691,7.602539248172393e-06,7.602539248172393e-06,0.013136271663344412,7.602539248172393e-06,7.602539248172393e-06,7.602539248172393e-06,0.08167323184354945,7.602539248172393e-06,7.602539248172393e-06,7.602539248172393e-06,7.602539248172393e-06,7.602539248172393e-06,7.602539248172393e-06,7.602539248172393e-06,7.602539248172393e-06,7.602539248172393e-06,7.602539248172393e-06,0.014152784722101703,7.602539248172393e-06,7.602539248172393e-06,7.602539248172393e-06,7.602539248172393e-06,7.602539248172393e-06,7.602539248172393e-06,0.0011635577519087433,0.5766801214925362,7.602539248172393e-06,7.602539248172393e-06,7.602539248172393e-06,7.602539248172393e-06,7.602539248172393e-06,7.602539248172393e-06,7.602539248172393e-06,7.602539248172393e-06,7.602539248172393e-06,7.602539248172393e-06,7.602539248172393e-06,7.602539248172393e-06,0.29358132692996425,computer
7,0.0102960849694937,4.511210357774388e-06,4.511210357774388e-06,4.511210357774388e-06,4.511210357774388e-06,0.00022719527619654252,4.511210357774388e-06,4.511210357774388e-06,0.006185714803654149,0.0001920059986284792,4.511210357774388e-06,4.511210357774388e-06,0.07851618074427254,4.511210357774388e-06,4.511210357774388e-06,4.511210357774388e-06,0.017384347998758206,0.0011710578528220065,4.511210357774388e-06,4.511210357774388e-06,4.511210357774388e-06,4.511210357774388e-06,4.511210357774388e-06,0.018099923839143214,4.511210357774388e-06,4.511210357774388e-06,4.511210357774388e-06,4.511210357774388e-06,4.511210357774388e-06,4.511210357774388e-06,4.511210357774388e-06,0.3489012163152774,4.511210357774388e-06,4.511210357774388e-06,4.511210357774388e-06,4.511210357774388e-06,4.511210357774388e-06,4.511210357774388e-06,4.511210357774388e-06,4.511210357774388e-06,4.511210357774388e-06,4.511210357774388e-06,4.511210357774388e-06,4.511210357774388e-06,0.5188683798392315,neuroscience
8,0.018909108042265785,5.0551005965439994e-06,5.0551005965439994e-06,5.0551005965439994e-06,5.0551005965439994e-06,0.007636193312220908,5.0551005965439994e-06,5.0551005965439994e-06,0.01927493300421943,0.001092555935523663,5.0551005965439994e-06,5.0551005965439994e-06,0.4125597646095201,5.0551005965439994e-06,5.0551005965439994e-06,5.0551005965439994e-06,5.0551005965439994e-06,5.0551005965439994e-06,5.0551005965439994e-06,5.0551005965439994e-06,5.0551005965439994e-06,5.0551005965439994e-06,5.0551005965439994e-06,0.03154845812244287,5.0551005965439994e-06,5.0551005965439994e-06,5.0551005965439994e-06,5.0551005965439994e-06,5.0551005965439994e-06,0.00023253207953321191,0.006490682840542259,0.08194651985892794,5.0551005965439994e-06,5.0551005965439994e-06,5.0551005965439994e-06,5.0551005965439994e-06,5.0551005965439994e-06,5.0551005965439994e-06,5.0551005965439994e-06,5.0551005965439994e-06,5.0551005965439994e-06,5.0551005965439994e-06,5.0551005965439994e-06,5.0551005965439994e-06,0.4201323236739247,religion
9,0.02815691740011611,3.696311081563737e-06,3.696311081563737e-06,3.696311081563737e-06,3.696311081563737e-06,0.0021006328090872636,3.696311081563737e-06,3.696311081563737e-06,0.5497371678227809,0.005865175286659482,3.696311081563737e-06,3.696311081563737e-06,0.030562943019783552,3.696311081563737e-06,3.696311081563737e-06,3.696311081563737e-06,3.696311081563737e-06,0.0018784886656385302,3.696311081563737e-06,3.696311081563737e-06,3.696311081563737e-06,3.696311081563737e-06,3.696311081563737e-06,0.022576775013431707,3.696311081563737e-06,3.696311081563737e-06,0.001038058946686493,3.696311081563737e-06,3.696311081563737e-06,3.696311081563737e-06,3.696311081563737e-06,0.11035570704868938,3.696311081563737e-06,3.696311081563737e-06,3.696311081563737e-06,3.696311081563737e-06,3.696311081563737e-06,3.696311081563737e-06,3.696311081563737e-06,3.696311081563737e-06,3.696311081563737e-06,3.696311081563737e-06,3.696311081563737e-06,3.696311081563737e-06,0.24759876309927195,football
