,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,topic
0,0.0031517497612190653,1.037452017851481e-05,1.037452017851481e-05,1.037452017851481e-05,1.0374520178514818e-05,1.0374520178514836e-05,0.0011222809079533607,1.037452017851481e-05,0.010789905701559594,1.037452017851481e-05,1.0374520178514821e-05,1.037452017851481e-05,0.09565920899619663,1.037452017851481e-05,1.037452017851481e-05,1.037452017851481e-05,1.0374520178514811e-05,1.0374520178514872e-05,1.037452017851481e-05,1.037452017851481e-05,1.037452017851481e-05,1.037452017851481e-05,1.0374520178514831e-05,1.037452017851482e-05,1.037452017851481e-05,1.0374520178514816e-05,1.0374520178515021e-05,0.0004465233762808797,1.037452017851481e-05,1.037452017851481e-05,1.0374520178514831e-05,0.8885294701716134,1.037452017851481e-05,1.037452017851481e-05,1.037452017851481e-05,computer
1,0.05443594949354094,1.2887428313772772e-05,1.2887428313772772e-05,1.2887428313773768e-05,1.2887428313772772e-05,0.0009102000884023291,1.2887428313772814e-05,1.2887428313772772e-05,0.07718838306778643,1.2887428313772772e-05,1.2887428313772772e-05,1.2887428313772772e-05,0.5756084406478528,0.0017879110332353354,1.2887428313772772e-05,1.2887428313772772e-05,1.2887428313772889e-05,0.0010209442449793783,1.2887428313772772e-05,1.2887428313772772e-05,1.2887428313772772e-05,1.2887428313772772e-05,1.2887428313772847e-05,1.2887428313772831e-05,1.2887428313772772e-05,0.0016968762248543454,1.2887428313772799e-05,1.2887428313773065e-05,1.2887428313772833e-05,1.2887428313772772e-05,0.001031778719470938,0.2853506715520611,0.0006466592199719759,1.2887428313772772e-05,1.2887428313772772e-05,theatre
2,0.0398630780789013,6.414779652368137e-06,6.414779652368137e-06,6.414779652368137e-06,6.414779652368138e-06,0.0003543106649164849,6.414779652368141e-06,6.414779652368137e-06,0.008666490289412467,6.414779652368137e-06,6.4147796523681394e-06,0.001183480292992763,0.27819568138127554,6.414779652368137e-06,6.414779652368137e-06,6.414779652368137e-06,0.00021965210984751165,6.414779652368216e-06,6.414779652368137e-06,6.414779652368137e-06,6.414779652368137e-06,6.414779652368137e-06,6.414779652368179e-06,6.414779652368138e-06,6.414779652368137e-06,6.414779652368199e-06,0.0016344554365625417,6.414779652368287e-06,6.414779652368152e-06,6.414779652368199e-06,0.01092641555419432,0.6587896519209356,6.414779652368174e-06,6.414779652368137e-06,6.414779652368137e-06,religion
3,0.034668839029075776,1.6169455897907154e-05,1.6169455897907154e-05,1.6169455897907154e-05,1.616945589790719e-05,1.616945589790721e-05,1.6169455897907337e-05,1.6169455897907154e-05,0.013025537844638215,1.6169455897907154e-05,1.6169455897907154e-05,1.6169455897907154e-05,0.21273151389604486,1.6169455897907154e-05,1.6169455897907154e-05,1.6169455897907154e-05,0.0005797982177807988,1.6169455897907266e-05,1.6169455897907154e-05,1.6169455897907154e-05,1.6169455897907154e-05,1.6169455897907154e-05,1.6169455897907174e-05,1.6169455897907168e-05,1.6169455897907154e-05,1.616945589790735e-05,1.6169455897907222e-05,1.6169455897907154e-05,1.6169455897907178e-05,1.6169455897907496e-05,1.616945589790744e-05,0.7385092273355233,1.6169455897907205e-05,1.6169455897907154e-05,1.6169455897907154e-05,fraternities
4,0.006884551703477092,1.00250626567171e-05,1.00250626567171e-05,1.00250626567171e-05,1.0025062656717105e-05,1.0025062656717124e-05,1.00250626567171e-05,1.00250626567171e-05,0.01574233272574446,1.00250626567171e-05,1.00250626567171e-05,1.00250626567171e-05,0.15274441385128376,1.00250626567171e-05,1.00250626567171e-05,1.00250626567171e-05,1.002506265671712e-05,1.0025062656717203e-05,1.00250626567171e-05,1.00250626567171e-05,1.00250626567171e-05,1.00250626567171e-05,1.00250626567171e-05,1.0025062656717305e-05,1.00250626567171e-05,1.002506265671715e-05,1.002506265671744e-05,1.0025062656717125e-05,1.0025062656717135e-05,1.00250626567171e-05,0.0012057942894986128,0.8231221555502943,1.00250626567171e-05,1.00250626567171e-05,1.00250626567171e-05,computer
5,0.033293499909716695,5.203319718004365e-06,5.203319718004365e-06,5.203319718004365e-06,5.203319718004387e-06,0.0014257184379606663,5.203319718004397e-06,5.203319718004365e-06,0.45238721292385337,5.203319718004365e-06,5.203319718004365e-06,5.203319718004382e-06,0.22796588263532094,5.203319718004365e-06,5.203319718004365e-06,5.203319718004365e-06,5.203319718004392e-06,0.0018623053850775207,5.203319718004365e-06,5.203319718004365e-06,5.203319718004365e-06,5.203319718004365e-06,0.00022334539663965483,5.203319718004373e-06,5.203319718004365e-06,5.203319718004435e-06,5.20331971800439e-06,5.2033197180043745e-06,5.203319718004387e-06,5.203319718004365e-06,0.0006653676259939686,0.2820361780530514,5.203319718004403e-06,5.203319718004365e-06,5.203319718004365e-06,football
6,0.004734913543797209,9.774693319071555e-06,9.774693319071555e-06,9.774693319071555e-06,9.774693319071555e-06,0.0004778025672508873,9.774693319071555e-06,9.774693319071555e-06,0.019499517023592133,9.774693319071555e-06,9.774693319071555e-06,9.774693319071562e-06,0.1495068186767985,9.774693319071555e-06,9.774693319071555e-06,9.774693319071555e-06,0.000380789679179899,9.774693319071645e-06,9.774693319071555e-06,9.774693319071555e-06,9.774693319071555e-06,9.774693319071555e-06,9.774693319071559e-06,9.77469331907161e-06,9.774693319071555e-06,9.774693319071559e-06,9.77469331907168e-06,0.0016811774859665399,9.774693319071586e-06,9.774693319071555e-06,0.0012541413309408442,0.822200922972859,9.774693319071555e-06,9.774693319071555e-06,9.774693319071555e-06,computer
7,0.017203183754421248,5.800127602852007e-06,5.800127602852007e-06,5.80012760285201e-06,5.800127602852007e-06,5.8001276028520174e-06,5.8001276028520174e-06,5.800127602852007e-06,0.006696706966461651,5.800127602852007e-06,5.800127602852008e-06,0.00104511787906778,0.14325045934749814,5.800127602852007e-06,5.800127602852007e-06,5.800127602852007e-06,5.8001276028520395e-06,0.0006724061278840726,5.800127602852007e-06,5.800127602852007e-06,5.800127602852007e-06,5.800127602852007e-06,5.80012760285202e-06,5.800127602852026e-06,5.800127602852007e-06,0.0004920787645676992,5.800127602852041e-06,0.01758959644610534,5.800127602852027e-06,0.020017441615053484,0.004087088070236133,0.7888009178386333,5.800127602852007e-06,5.800127602852007e-06,5.800127602852007e-06,neuroscience
8,0.17179090448499915,6.499415052696149e-06,6.499415052696149e-06,6.499415052696202e-06,6.499415052696153e-06,0.0008043479531719244,6.4994150526961645e-06,6.499415052696149e-06,0.026389685084267145,6.499415052696149e-06,6.499415052696164e-06,0.0012281637639471009,0.29108835763809465,6.499415052696149e-06,6.499415052696149e-06,6.499415052696149e-06,6.4994150526961585e-06,6.499415052696168e-06,6.499415052696149e-06,6.499415052696149e-06,6.499415052696149e-06,6.499415052696149e-06,6.499415052696165e-06,6.499415052696224e-06,6.499415052696149e-06,6.499415052696181e-06,0.0010699140224446136,6.499415052696236e-06,6.49941505269623e-06,0.00023528181915764785,0.04805966821950447,0.4591646922230433,6.499415052696195e-06,6.499415052696149e-06,6.499415052696149e-06,religion
9,0.06728103447032695,4.752399962009593e-06,4.752399962009593e-06,0.00017398906365267503,4.752399962009682e-06,0.000297146687909598,4.752399962009607e-06,4.752399962009593e-06,0.5900910861373196,4.752399962009593e-06,4.752399962009593e-06,4.7523999620095995e-06,0.09220155264084089,0.0003122708051391817,4.752399962009593e-06,4.752399962009593e-06,4.752399962009619e-06,0.004932672888645205,4.752399962009593e-06,4.752399962009593e-06,4.752399962009593e-06,4.752399962009593e-06,4.752399962009607e-06,4.752399962009599e-06,4.752399962009593e-06,0.007615175180326827,4.752399962009693e-06,4.752399962009593e-06,4.752399962009603e-06,4.752399962009615e-06,4.752399962009662e-06,0.23697150972682696,4.7523999620095944e-06,4.752399962009593e-06,4.752399962009593e-06,football
