,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,topic
0,3.6310820624882054e-06,3.6310820624882054e-06,3.6310820624882054e-06,3.6310820624882054e-06,3.6310820624882054e-06,3.6310820624882054e-06,3.6310820624882054e-06,3.6310820624882054e-06,0.001797685814692667,3.6310820624882054e-06,3.6310820624882054e-06,3.6310820624882054e-06,3.6310820624882054e-06,3.6310820624882054e-06,3.6310820624882054e-06,3.6310820624882054e-06,3.6310820624882054e-06,3.6310820624882054e-06,3.6310820624882054e-06,3.6310820624882054e-06,3.6310820624882054e-06,3.6310820624882054e-06,3.6310820624882054e-06,3.6310820624882054e-06,3.6310820624882054e-06,3.6310820624882054e-06,3.6310820624882054e-06,0.000912635838229241,3.6310820624882054e-06,3.6310820624882054e-06,3.6310820624882054e-06,0.035464007418629664,3.6310820624882054e-06,3.6310820624882054e-06,3.6310820624882054e-06,3.6310820624882054e-06,3.6310820624882054e-06,3.6310820624882054e-06,3.6310820624882054e-06,3.6310820624882054e-06,3.6310820624882054e-06,3.6310820624882054e-06,3.6310820624882054e-06,3.6310820624882054e-06,0.008799297641743201,3.6310820624882054e-06,0.0007255588725397789,3.6310820624882054e-06,3.6310820624882054e-06,3.6310820624882054e-06,3.6310820624882054e-06,3.6310820624882054e-06,3.6310820624882054e-06,3.6310820624882054e-06,3.6310820624882054e-06,3.6310820624882054e-06,3.6310820624882054e-06,3.6310820624882054e-06,3.6310820624882054e-06,3.6310820624882054e-06,3.6310820624882054e-06,3.6310820624882054e-06,3.6310820624882054e-06,3.6310820624882054e-06,3.6310820624882054e-06,3.6310820624882054e-06,3.6310820624882054e-06,3.6310820624882054e-06,3.6310820624882054e-06,3.6310820624882054e-06,3.6310820624882054e-06,3.6310820624882054e-06,3.6310820624882054e-06,3.6310820624882054e-06,3.6310820624882054e-06,3.6310820624882054e-06,3.6310820624882054e-06,3.6310820624882054e-06,3.6310820624882054e-06,3.6310820624882054e-06,3.6310820624882054e-06,3.6310820624882054e-06,3.6310820624882054e-06,3.6310820624882054e-06,3.6310820624882054e-06,3.6310820624882054e-06,0.9519594927002913,3.6310820624882054e-06,3.6310820624882054e-06,3.6310820624882054e-06,3.6310820624882054e-06,3.6310820624882054e-06,3.6310820624882054e-06,3.6310820624882054e-06,3.6310820624882054e-06,3.6310820624882054e-06,3.6310820624882054e-06,3.6310820624882054e-06,3.6310820624882054e-06,3.6310820624882054e-06,computer
1,4.510599909821871e-06,4.510599909821871e-06,0.0025502068278115595,4.510599909821871e-06,4.510599909821871e-06,0.002467835651276778,4.510599909821871e-06,4.510599909821871e-06,0.02425277164392457,4.510599909821871e-06,4.510599909821871e-06,4.510599909821871e-06,4.510599909821871e-06,4.510599909821871e-06,4.510599909821871e-06,4.510599909821871e-06,4.510599909821871e-06,4.510599909821871e-06,4.510599909821871e-06,4.510599909821871e-06,4.510599909821871e-06,4.510599909821871e-06,0.0020071348427212307,0.06860154381660476,4.510599909821871e-06,4.510599909821871e-06,4.510599909821871e-06,4.510599909821871e-06,4.510599909821871e-06,4.510599909821871e-06,4.510599909821871e-06,0.06260437888354492,4.510599909821871e-06,4.510599909821871e-06,4.510599909821871e-06,4.510599909821871e-06,4.510599909821871e-06,4.510599909821871e-06,4.510599909821871e-06,4.510599909821871e-06,4.510599909821871e-06,4.510599909821871e-06,4.510599909821871e-06,0.0006191709489525878,0.08282166275843202,4.510599909821871e-06,4.510599909821871e-06,0.011140872944994664,4.510599909821871e-06,4.510599909821871e-06,4.510599909821871e-06,4.510599909821871e-06,4.510599909821871e-06,4.510599909821871e-06,4.510599909821871e-06,4.510599909821871e-06,0.002450356072331295,4.510599909821871e-06,4.510599909821871e-06,4.510599909821871e-06,4.510599909821871e-06,4.510599909821871e-06,4.510599909821871e-06,4.510599909821871e-06,4.510599909821871e-06,4.510599909821871e-06,0.00045556858793949895,4.510599909821871e-06,0.0016625094937269653,4.510599909821871e-06,4.510599909821871e-06,4.510599909821871e-06,4.510599909821871e-06,4.510599909821871e-06,4.510599909821871e-06,4.510599909821871e-06,4.510599909821871e-06,4.510599909821871e-06,4.510599909821871e-06,4.510599909821871e-06,4.510599909821871e-06,0.01825488609898598,4.510599909821871e-06,4.510599909821871e-06,4.510599909821871e-06,4.510599909821871e-06,0.7063120408564871,4.510599909821871e-06,4.510599909821871e-06,4.510599909821871e-06,4.510599909821871e-06,0.0025776476192015856,4.510599909821871e-06,0.0004254138473351805,4.510599909821871e-06,4.510599909821871e-06,4.510599909821871e-06,4.510599909821871e-06,4.510599909821871e-06,0.010421619313213714,theatre
2,2.245172878328377e-06,2.245172878328377e-06,0.0038810910530344186,2.245172878328377e-06,2.245172878328377e-06,0.0003580940432788259,2.245172878328377e-06,2.245172878328377e-06,0.0035209678738448253,2.245172878328377e-06,2.245172878328377e-06,2.245172878328377e-06,2.245172878328377e-06,2.245172878328377e-06,2.245172878328377e-06,2.245172878328377e-06,0.00022581677014605814,2.245172878328377e-06,2.245172878328377e-06,2.245172878328377e-06,2.245172878328377e-06,2.245172878328377e-06,0.00046896126639162474,0.01616477037938543,2.245172878328377e-06,2.245172878328377e-06,2.245172878328377e-06,2.245172878328377e-06,2.245172878328377e-06,2.245172878328377e-06,2.245172878328377e-06,0.22048100188549133,2.245172878328377e-06,2.245172878328377e-06,2.245172878328377e-06,2.245172878328377e-06,2.245172878328377e-06,2.245172878328377e-06,2.245172878328377e-06,2.245172878328377e-06,2.245172878328377e-06,2.245172878328377e-06,2.245172878328377e-06,2.245172878328377e-06,0.013217440066366992,2.245172878328377e-06,2.245172878328377e-06,0.0003631012681226016,2.245172878328377e-06,2.245172878328377e-06,2.245172878328377e-06,2.245172878328377e-06,2.245172878328377e-06,2.245172878328377e-06,2.245172878328377e-06,2.245172878328377e-06,0.0027897406240655087,2.245172878328377e-06,2.245172878328377e-06,2.245172878328377e-06,2.245172878328377e-06,2.245172878328377e-06,2.245172878328377e-06,2.245172878328377e-06,2.245172878328377e-06,2.245172878328377e-06,2.245172878328377e-06,2.245172878328377e-06,2.245172878328377e-06,2.245172878328377e-06,2.245172878328377e-06,2.245172878328377e-06,2.245172878328377e-06,2.245172878328377e-06,2.245172878328377e-06,2.245172878328377e-06,2.245172878328377e-06,2.245172878328377e-06,2.245172878328377e-06,2.245172878328377e-06,2.245172878328377e-06,2.245172878328377e-06,2.245172878328377e-06,2.245172878328377e-06,0.00046485644550319476,2.245172878328377e-06,0.729460419635478,2.245172878328377e-06,2.245172878328377e-06,2.245172878328377e-06,0.0013529231039368988,2.245172878328377e-06,2.245172878328377e-06,0.000506830998000521,2.245172878328377e-06,2.245172878328377e-06,2.245172878328377e-06,2.245172878328377e-06,2.245172878328377e-06,0.006553144892295681,religion
3,5.659309564267303e-06,5.659309564267303e-06,5.659309564267303e-06,5.659309564267303e-06,5.659309564267303e-06,5.659309564267303e-06,5.659309564267303e-06,5.659309564267303e-06,0.020783466464140508,5.659309564267303e-06,5.659309564267303e-06,5.659309564267303e-06,5.659309564267303e-06,5.659309564267303e-06,5.659309564267303e-06,5.659309564267303e-06,0.0005684674028851276,5.659309564267303e-06,5.659309564267303e-06,5.659309564267303e-06,5.659309564267303e-06,5.659309564267303e-06,5.659309564267303e-06,5.659309564267303e-06,5.659309564267303e-06,5.659309564267303e-06,5.659309564267303e-06,5.659309564267303e-06,5.659309564267303e-06,5.659309564267303e-06,5.659309564267303e-06,0.7273925047946426,5.659309564267303e-06,5.659309564267303e-06,5.659309564267303e-06,5.659309564267303e-06,5.659309564267303e-06,5.659309564267303e-06,5.659309564267303e-06,5.659309564267303e-06,5.659309564267303e-06,5.659309564267303e-06,5.659309564267303e-06,5.659309564267303e-06,0.010433229961534618,5.659309564267303e-06,5.659309564267303e-06,5.659309564267303e-06,5.659309564267303e-06,5.659309564267303e-06,5.659309564267303e-06,5.659309564267303e-06,5.659309564267303e-06,5.659309564267303e-06,5.659309564267303e-06,5.659309564267303e-06,5.659309564267303e-06,5.659309564267303e-06,5.659309564267303e-06,5.659309564267303e-06,5.659309564267303e-06,5.659309564267303e-06,5.659309564267303e-06,5.659309564267303e-06,5.659309564267303e-06,5.659309564267303e-06,5.659309564267303e-06,5.659309564267303e-06,5.659309564267303e-06,5.659309564267303e-06,5.659309564267303e-06,5.659309564267303e-06,5.659309564267303e-06,5.659309564267303e-06,5.659309564267303e-06,5.659309564267303e-06,5.659309564267303e-06,5.659309564267303e-06,5.659309564267303e-06,5.659309564267303e-06,5.659309564267303e-06,5.659309564267303e-06,5.659309564267303e-06,5.659309564267303e-06,0.0026204393369758426,5.659309564267303e-06,0.23631218487455913,5.659309564267303e-06,5.659309564267303e-06,5.659309564267303e-06,5.659309564267303e-06,5.659309564267303e-06,5.659309564267303e-06,5.659309564267303e-06,5.659309564267303e-06,5.659309564267303e-06,5.659309564267303e-06,5.659309564267303e-06,5.659309564267303e-06,0.0013633913757853805,fraternities
4,3.5087719298554354e-06,3.5087719298554354e-06,3.5087719298554354e-06,3.5087719298554354e-06,3.5087719298554354e-06,3.5087719298554354e-06,3.5087719298554354e-06,3.5087719298554354e-06,0.003685429153023744,3.5087719298554354e-06,3.5087719298554354e-06,3.5087719298554354e-06,3.5087719298554354e-06,3.5087719298554354e-06,3.5087719298554354e-06,3.5087719298554354e-06,3.5087719298554354e-06,3.5087719298554354e-06,3.5087719298554354e-06,3.5087719298554354e-06,0.0003675130867227924,3.5087719298554354e-06,3.5087719298554354e-06,0.005287966759471238,3.5087719298554354e-06,3.5087719298554354e-06,3.5087719298554354e-06,3.5087719298554354e-06,3.5087719298554354e-06,3.5087719298554354e-06,3.5087719298554354e-06,0.061235566989158136,3.5087719298554354e-06,3.5087719298554354e-06,3.5087719298554354e-06,3.5087719298554354e-06,3.5087719298554354e-06,3.5087719298554354e-06,3.5087719298554354e-06,3.5087719298554354e-06,3.5087719298554354e-06,3.5087719298554354e-06,3.5087719298554354e-06,0.0004074044653172034,0.024676344400273366,3.5087719298554354e-06,3.5087719298554354e-06,3.5087719298554354e-06,3.5087719298554354e-06,3.5087719298554354e-06,3.5087719298554354e-06,3.5087719298554354e-06,3.5087719298554354e-06,3.5087719298554354e-06,3.5087719298554354e-06,3.5087719298554354e-06,3.5087719298554354e-06,3.5087719298554354e-06,3.5087719298554354e-06,3.5087719298554354e-06,3.5087719298554354e-06,3.5087719298554354e-06,3.5087719298554354e-06,3.5087719298554354e-06,3.5087719298554354e-06,3.5087719298554354e-06,3.5087719298554354e-06,3.5087719298554354e-06,3.5087719298554354e-06,3.5087719298554354e-06,3.5087719298554354e-06,3.5087719298554354e-06,3.5087719298554354e-06,3.5087719298554354e-06,3.5087719298554354e-06,3.5087719298554354e-06,3.5087719298554354e-06,3.5087719298554354e-06,3.5087719298554354e-06,3.5087719298554354e-06,3.5087719298554354e-06,0.0020030206963618106,3.5087719298554354e-06,3.5087719298554354e-06,0.0004587618182926767,3.5087719298554354e-06,0.901558694385762,3.5087719298554354e-06,3.5087719298554354e-06,3.5087719298554354e-06,3.5087719298554354e-06,3.5087719298554354e-06,3.5087719298554354e-06,3.5087719298554354e-06,3.5087719298554354e-06,3.5087719298554354e-06,3.5087719298554354e-06,3.5087719298554354e-06,3.5087719298554354e-06,3.5087719298554354e-06,computer
5,1.8211619013020716e-06,1.8211619013020716e-06,0.0002732188804022585,1.8211619013020716e-06,1.8211619013020716e-06,0.0007805089760462145,1.8211619013020716e-06,1.8211619013020716e-06,0.1296845548299172,1.8211619013020716e-06,1.8211619013020716e-06,1.8211619013020716e-06,1.8211619013020716e-06,1.8211619013020716e-06,1.8211619013020716e-06,1.8211619013020716e-06,1.8211619013020716e-06,0.0004103456119673714,1.8211619013020716e-06,1.8211619013020716e-06,1.8211619013020716e-06,1.8211619013020716e-06,0.0008525830624797277,0.010328138443053737,1.8211619013020716e-06,1.8211619013020716e-06,1.8211619013020716e-06,1.8211619013020716e-06,1.8211619013020716e-06,0.0005823276999483651,1.8211619013020716e-06,0.09207601261423244,1.8211619013020716e-06,1.8211619013020716e-06,1.8211619013020716e-06,1.8211619013020716e-06,1.8211619013020716e-06,1.8211619013020716e-06,1.8211619013020716e-06,1.8211619013020716e-06,1.8211619013020716e-06,1.8211619013020716e-06,1.8211619013020716e-06,1.8211619013020716e-06,0.269783683893086,1.8211619013020716e-06,1.8211619013020716e-06,0.0009876378170921732,1.8211619013020716e-06,1.8211619013020716e-06,1.8211619013020716e-06,1.8211619013020716e-06,1.8211619013020716e-06,1.8211619013020716e-06,1.8211619013020716e-06,1.8211619013020716e-06,0.014935314554994856,1.8211619013020716e-06,1.8211619013020716e-06,1.8211619013020716e-06,1.8211619013020716e-06,1.8211619013020716e-06,1.8211619013020716e-06,1.8211619013020716e-06,1.8211619013020716e-06,1.8211619013020716e-06,1.8211619013020716e-06,1.8211619013020716e-06,0.00019887267947535034,1.8211619013020716e-06,1.8211619013020716e-06,1.8211619013020716e-06,1.8211619013020716e-06,1.8211619013020716e-06,1.8211619013020716e-06,1.8211619013020716e-06,1.8211619013020716e-06,1.8211619013020716e-06,1.8211619013020716e-06,1.8211619013020716e-06,1.8211619013020716e-06,0.1153108803034409,1.8211619013020716e-06,1.8211619013020716e-06,0.0004430520435576789,1.8211619013020716e-06,0.3605465999503728,1.8211619013020716e-06,1.8211619013020716e-06,1.8211619013020716e-06,0.0006957414232069124,1.8211619013020716e-06,1.8211619013020716e-06,1.8211619013020716e-06,1.8211619013020716e-06,1.8211619013020716e-06,1.8211619013020716e-06,1.8211619013020716e-06,1.8211619013020716e-06,0.001959370778917808,football
6,3.4211426616867915e-06,3.4211426616867915e-06,3.4211426616867915e-06,3.4211426616867915e-06,3.4211426616867915e-06,0.00034553540788999305,3.4211426616867915e-06,3.4211426616867915e-06,0.004522727794427721,3.4211426616867915e-06,3.4211426616867915e-06,3.4211426616867915e-06,3.4211426616867915e-06,3.4211426616867915e-06,3.4211426616867915e-06,3.4211426616867915e-06,3.4211426616867915e-06,3.4211426616867915e-06,3.4211426616867915e-06,3.4211426616867915e-06,3.4211426616867915e-06,3.4211426616867915e-06,3.4211426616867915e-06,3.4211426616867915e-06,3.4211426616867915e-06,3.4211426616867915e-06,3.4211426616867915e-06,0.0012973030181446196,3.4211426616867915e-06,3.4211426616867915e-06,3.4211426616867915e-06,0.02220723964272223,3.4211426616867915e-06,3.4211426616867915e-06,3.4211426616867915e-06,3.4211426616867915e-06,3.4211426616867915e-06,3.4211426616867915e-06,3.4211426616867915e-06,3.4211426616867915e-06,3.4211426616867915e-06,3.4211426616867915e-06,3.4211426616867915e-06,3.4211426616867915e-06,0.01826898290414851,3.4211426616867915e-06,3.4211426616867915e-06,3.4211426616867915e-06,3.4211426616867915e-06,3.4211426616867915e-06,3.4211426616867915e-06,3.4211426616867915e-06,3.4211426616867915e-06,3.4211426616867915e-06,3.4211426616867915e-06,3.4211426616867915e-06,0.0003455152022599071,3.4211426616867915e-06,3.4211426616867915e-06,3.4211426616867915e-06,3.4211426616867915e-06,3.4211426616867915e-06,3.4211426616867915e-06,3.4211426616867915e-06,3.4211426616867915e-06,3.4211426616867915e-06,3.4211426616867915e-06,3.4211426616867915e-06,3.4211426616867915e-06,3.4211426616867915e-06,3.4211426616867915e-06,3.4211426616867915e-06,3.4211426616867915e-06,3.4211426616867915e-06,3.4211426616867915e-06,3.4211426616867915e-06,3.4211426616867915e-06,3.4211426616867915e-06,3.4211426616867915e-06,3.4211426616867915e-06,3.4211426616867915e-06,0.003980469144370354,3.4211426616867915e-06,3.4211426616867915e-06,3.4211426616867915e-06,3.4211426616867915e-06,0.9453503997441135,3.4211426616867915e-06,3.4211426616867915e-06,3.4211426616867915e-06,3.4211426616867915e-06,0.0003540489191731684,3.4211426616867915e-06,0.000671132149013896,3.4211426616867915e-06,3.4211426616867915e-06,3.4211426616867915e-06,3.4211426616867915e-06,3.4211426616867915e-06,0.002352164376845578,computer
7,2.030044660997341e-06,2.030044660997341e-06,2.030044660997341e-06,2.030044660997341e-06,2.030044660997341e-06,2.030044660997341e-06,2.030044660997341e-06,2.030044660997341e-06,0.0025729245164469667,2.030044660997341e-06,2.030044660997341e-06,2.030044660997341e-06,2.030044660997341e-06,2.030044660997341e-06,2.030044660997341e-06,2.030044660997341e-06,2.030044660997341e-06,0.0008124031167422354,2.030044660997341e-06,2.030044660997341e-06,2.030044660997341e-06,2.030044660997341e-06,2.030044660997341e-06,0.0016580465416042663,2.030044660997341e-06,2.030044660997341e-06,2.030044660997341e-06,0.023636583590933874,2.030044660997341e-06,2.030044660997341e-06,2.030044660997341e-06,0.12988910698884643,2.030044660997341e-06,2.030044660997341e-06,2.030044660997341e-06,2.030044660997341e-06,2.030044660997341e-06,2.030044660997341e-06,2.030044660997341e-06,2.030044660997341e-06,2.030044660997341e-06,2.030044660997341e-06,2.030044660997341e-06,2.030044660997341e-06,0.007132627380982226,2.030044660997341e-06,2.030044660997341e-06,2.030044660997341e-06,2.030044660997341e-06,2.030044660997341e-06,2.030044660997341e-06,2.030044660997341e-06,2.030044660997341e-06,2.030044660997341e-06,2.030044660997341e-06,2.030044660997341e-06,0.0004333175324000274,2.030044660997341e-06,2.030044660997341e-06,2.030044660997341e-06,2.030044660997341e-06,2.030044660997341e-06,2.030044660997341e-06,2.030044660997341e-06,2.030044660997341e-06,2.030044660997341e-06,2.030044660997341e-06,0.0009298981165085935,2.030044660997341e-06,2.030044660997341e-06,2.030044660997341e-06,2.030044660997341e-06,2.030044660997341e-06,2.030044660997341e-06,2.030044660997341e-06,2.030044660997341e-06,2.030044660997341e-06,2.030044660997341e-06,2.030044660997341e-06,2.030044660997341e-06,2.030044660997341e-06,0.007977246974471941,2.030044660997341e-06,2.030044660997341e-06,2.030044660997341e-06,2.030044660997341e-06,0.824287864522465,2.030044660997341e-06,2.030044660997341e-06,2.030044660997341e-06,2.030044660997341e-06,0.00048930674376943,2.030044660997341e-06,2.030044660997341e-06,2.030044660997341e-06,2.030044660997341e-06,2.030044660997341e-06,2.030044660997341e-06,2.030044660997341e-06,2.0300446610099536e-06,neuroscience
8,2.2747952684450815e-06,2.2747952684450815e-06,0.0035125478558733097,2.2747952684450815e-06,2.2747952684450815e-06,0.0010867090377424083,2.2747952684450815e-06,2.2747952684450815e-06,0.008486104724744115,2.2747952684450815e-06,2.2747952684450815e-06,2.2747952684450815e-06,2.2747952684450815e-06,2.2747952684450815e-06,2.2747952684450815e-06,2.2747952684450815e-06,2.2747952684450815e-06,2.2747952684450815e-06,2.2747952684450815e-06,2.2747952684450815e-06,2.2747952684450815e-06,2.2747952684450815e-06,0.0003324540488083885,0.01664662317059003,2.2747952684450815e-06,2.2747952684450815e-06,2.2747952684450815e-06,0.00024153346456146684,2.2747952684450815e-06,2.2747952684450815e-06,2.2747952684450815e-06,0.39865018599558105,2.2747952684450815e-06,2.2747952684450815e-06,2.2747952684450815e-06,2.2747952684450815e-06,2.2747952684450815e-06,2.2747952684450815e-06,2.2747952684450815e-06,2.2747952684450815e-06,2.2747952684450815e-06,2.2747952684450815e-06,2.2747952684450815e-06,2.2747952684450815e-06,0.050578160201898155,2.2747952684450815e-06,0.00014858630423934672,2.2747952684450815e-06,2.2747952684450815e-06,2.2747952684450815e-06,2.2747952684450815e-06,2.2747952684450815e-06,2.2747952684450815e-06,2.2747952684450815e-06,2.2747952684450815e-06,2.2747952684450815e-06,0.002840469499502122,2.2747952684450815e-06,2.2747952684450815e-06,2.2747952684450815e-06,2.2747952684450815e-06,2.2747952684450815e-06,2.2747952684450815e-06,2.2747952684450815e-06,2.2747952684450815e-06,2.2747952684450815e-06,2.2747952684450815e-06,2.2747952684450815e-06,2.2747952684450815e-06,2.2747952684450815e-06,2.2747952684450815e-06,2.2747952684450815e-06,2.2747952684450815e-06,2.2747952684450815e-06,2.2747952684450815e-06,2.2747952684450815e-06,2.2747952684450815e-06,2.2747952684450815e-06,2.2747952684450815e-06,2.2747952684450815e-06,2.2747952684450815e-06,0.004506490325031538,2.2747952684450815e-06,2.2747952684450815e-06,0.0027206443140392325,2.2747952684450815e-06,0.4850514268331395,2.2747952684450815e-06,2.2747952684450815e-06,2.2747952684450815e-06,0.00019132683724827363,0.0013787326537728806,2.2747952684450815e-06,0.00022975255401444094,2.2747952684450815e-06,2.2747952684450815e-06,2.2747952684450815e-06,2.2747952684450815e-06,2.2747952684450815e-06,0.023209444171932794,religion
9,0.00016846013109893013,1.6633399867021143e-06,1.6633399867021143e-06,1.6633399867021143e-06,1.6633399867021143e-06,0.0010605868375561775,1.6633399867021143e-06,1.6633399867021143e-06,0.27216824432501174,1.6633399867021143e-06,1.6633399867021143e-06,1.6633399867021143e-06,1.6633399867021143e-06,1.6633399867021143e-06,1.6633399867021143e-06,1.6633399867021143e-06,1.6633399867021143e-06,0.0015449075620205834,1.6633399867021143e-06,1.6633399867021143e-06,0.00016668192158569636,1.6633399867021143e-06,1.6633399867021143e-06,0.017098110272741635,1.6633399867021143e-06,1.6633399867021143e-06,1.6633399867021143e-06,1.6633399867021143e-06,1.6633399867021143e-06,1.6633399867021143e-06,1.6633399867021143e-06,0.08200952650045916,1.6633399867021143e-06,1.6633399867021143e-06,1.6633399867021143e-06,1.6633399867021143e-06,1.6633399867021143e-06,1.6633399867021143e-06,1.6633399867021143e-06,1.6633399867021143e-06,1.6633399867021143e-06,1.6633399867021143e-06,1.6633399867021143e-06,1.6633399867021143e-06,0.23982502186413326,1.6633399867021143e-06,1.6633399867021143e-06,1.6633399867021143e-06,1.6633399867021143e-06,1.6633399867021143e-06,1.6633399867021143e-06,1.6633399867021143e-06,1.6633399867021143e-06,1.6633399867021143e-06,1.6633399867021143e-06,1.6633399867021143e-06,0.00558478769203738,1.6633399867021143e-06,1.6633399867021143e-06,1.6633399867021143e-06,1.6633399867021143e-06,1.6633399867021143e-06,1.6633399867021143e-06,1.6633399867021143e-06,1.6633399867021143e-06,1.6633399867021143e-06,1.6633399867021143e-06,1.6633399867021143e-06,0.0009482038468921779,1.6633399867021143e-06,1.6633399867021143e-06,1.6633399867021143e-06,1.6633399867021143e-06,1.6633399867021143e-06,1.6633399867021143e-06,1.6633399867021143e-06,1.6633399867021143e-06,1.6633399867021143e-06,1.6633399867021143e-06,1.6633399867021143e-06,1.6633399867021143e-06,0.12084201091414137,1.6633399867021143e-06,1.6633399867021143e-06,1.6633399867021143e-06,1.6633399867021143e-06,0.25442062225631706,1.6633399867021143e-06,1.6633399867021143e-06,1.6633399867021143e-06,1.6633399867021143e-06,0.0018497679165010194,1.6633399867021143e-06,1.6633399867021143e-06,1.6633399867021143e-06,1.6633399867021143e-06,1.6633399867021143e-06,1.6633399867021143e-06,1.6633399867021143e-06,0.0021700207206473343,football
