,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,topic
0,6.051803437481567e-06,6.051803437481567e-06,6.051803437481567e-06,6.051803437481567e-06,6.051803437481567e-06,6.051803437481567e-06,6.051803437481567e-06,6.051803437481567e-06,0.00196785022522351,6.051803437481567e-06,6.051803437481567e-06,6.051803437481567e-06,0.9723242365533276,6.051803437481567e-06,6.051803437481567e-06,6.051803437481567e-06,6.051803437481567e-06,6.051803437481567e-06,6.051803437481567e-06,6.051803437481567e-06,6.051803437481567e-06,6.051803437481567e-06,6.051803437481567e-06,0.0019144269186657282,6.051803437481567e-06,6.051803437481567e-06,0.00130088253465943,0.0007881133304812849,6.051803437481567e-06,6.051803437481567e-06,6.051803437481567e-06,0.0006969872059923694,6.051803437481567e-06,6.051803437481567e-06,6.051803437481567e-06,6.051803437481567e-06,6.051803437481567e-06,6.051803437481567e-06,6.051803437481567e-06,6.051803437481567e-06,6.051803437481567e-06,6.051803437481567e-06,6.051803437481567e-06,6.051803437481567e-06,0.01946240601256297,0.0008831605283274527,6.051803437481567e-06,0.00035329471544744574,6.051803437481567e-06,6.051803437481567e-06,6.051803437481567e-06,6.051803437481567e-06,6.051803437481567e-06,6.051803437481567e-06,6.051803437481567e-06,6.051803437481567e-06,6.051803437481567e-06,6.051803437481567e-06,6.051803437481567e-06,6.051803437481567e-06,computer
1,0.00392585348678865,7.517666516363589e-06,0.006840050452461967,7.517666516363589e-06,7.517666516363589e-06,0.0032800336966226644,7.517666516363589e-06,7.517666516363589e-06,0.022589784783629562,7.517666516363589e-06,7.517666516363589e-06,7.517666516363589e-06,0.46876204901294943,7.517666516363589e-06,7.517666516363589e-06,7.517666516363589e-06,7.517666516363589e-06,7.517666516363589e-06,7.517666516363589e-06,7.517666516363589e-06,7.517666516363589e-06,7.517666516363589e-06,7.517666516363589e-06,0.141039829791823,7.517666516363589e-06,7.517666516363589e-06,0.001074974033717843,7.517666516363589e-06,7.517666516363589e-06,7.517666516363589e-06,0.0019397579267218799,0.015018917580774793,7.517666516363589e-06,7.517666516363589e-06,7.517666516363589e-06,7.517666516363589e-06,7.517666516363589e-06,7.517666516363589e-06,7.517666516363589e-06,7.517666516363589e-06,7.517666516363589e-06,7.517666516363589e-06,7.517666516363589e-06,7.517666516363589e-06,0.3067094887103601,7.517666516363589e-06,0.011282978631661663,0.015157687463080617,7.517666516363589e-06,7.517666516363589e-06,7.517666516363589e-06,7.517666516363589e-06,7.517666516363589e-06,7.517666516363589e-06,7.517666516363589e-06,7.517666516363589e-06,0.0011148851602462563,7.517666516363589e-06,7.517666516363589e-06,0.0009178966094083298,theatre
2,3.7419547972119024e-06,3.7419547972119024e-06,0.0019011051762168553,3.7419547972119024e-06,3.7419547972119024e-06,0.007109850808511545,3.7419547972119024e-06,3.7419547972119024e-06,0.00495193423229777,3.7419547972119024e-06,3.7419547972119024e-06,3.7419547972119024e-06,0.84224850434509,3.7419547972119024e-06,3.7419547972119024e-06,3.7419547972119024e-06,0.00023130708666064954,0.0022154144803677735,3.7419547972119024e-06,3.7419547972119024e-06,3.7419547972119024e-06,3.7419547972119024e-06,3.7419547972119024e-06,0.050907829479550866,3.7419547972119024e-06,0.00022825924260240084,3.7419547972119024e-06,3.7419547972119024e-06,3.7419547972119024e-06,3.7419547972119024e-06,0.011188955301672377,3.7419547972119024e-06,3.7419547972119024e-06,3.7419547972119024e-06,3.7419547972119024e-06,3.7419547972119024e-06,3.7419547972119024e-06,3.7419547972119024e-06,3.7419547972119024e-06,3.7419547972119024e-06,3.7419547972119024e-06,3.7419547972119024e-06,3.7419547972119024e-06,3.7419547972119024e-06,0.05943449598716067,3.7419547972119024e-06,0.013835908569036633,0.0019475635502942822,3.7419547972119024e-06,3.7419547972119024e-06,3.7419547972119024e-06,3.7419547972119024e-06,3.7419547972119024e-06,3.7419547972119024e-06,3.7419547972119024e-06,3.7419547972119024e-06,0.0033788766261096067,3.7419547972119024e-06,3.7419547972119024e-06,0.00024786519375663145,religion
3,0.00805438199199084,9.432182607118222e-06,0.0012507614645744412,9.432182607118222e-06,9.432182607118222e-06,9.432182607118222e-06,9.432182607118222e-06,9.432182607118222e-06,0.01213350163420841,9.432182607118222e-06,9.432182607118222e-06,9.432182607118222e-06,0.9209065483800418,9.432182607118222e-06,9.432182607118222e-06,9.432182607118222e-06,0.000575300965915459,9.432182607118222e-06,9.432182607118222e-06,9.432182607118222e-06,9.432182607118222e-06,9.432182607118222e-06,9.432182607118222e-06,9.432182607118222e-06,9.432182607118222e-06,9.432182607118222e-06,9.432182607118222e-06,9.432182607118222e-06,9.432182607118222e-06,9.432182607118222e-06,9.432182607118222e-06,9.432182607118222e-06,9.432182607118222e-06,9.432182607118222e-06,9.432182607118222e-06,9.432182607118222e-06,0.002340779034457285,9.432182607118222e-06,9.432182607118222e-06,9.432182607118222e-06,9.432182607118222e-06,9.432182607118222e-06,9.432182607118222e-06,9.432182607118222e-06,0.030990127885143163,9.432182607118222e-06,0.01841793157123097,9.432182607118222e-06,9.432182607118222e-06,9.432182607118222e-06,9.432182607118222e-06,9.432182607118222e-06,9.432182607118222e-06,9.432182607118222e-06,9.432182607118222e-06,9.432182607118222e-06,9.432182607118222e-06,9.432182607118222e-06,9.432182607118222e-06,0.004849625759474512,fraternities
4,5.847953216421988e-06,5.847953216421988e-06,5.847953216421988e-06,5.847953216421988e-06,5.847953216421988e-06,0.002008586602354945,5.847953216421988e-06,5.847953216421988e-06,0.003967329361771353,5.847953216421988e-06,5.847953216421988e-06,5.847953216421988e-06,0.8883678310419199,5.847953216421988e-06,5.847953216421988e-06,5.847953216421988e-06,5.847953216421988e-06,0.00028782954763982826,5.847953216421988e-06,5.847953216421988e-06,5.847953216421988e-06,5.847953216421988e-06,5.847953216421988e-06,0.013560312397464913,5.847953216421988e-06,5.847953216421988e-06,5.847953216421988e-06,5.847953216421988e-06,5.847953216421988e-06,5.847953216421988e-06,0.0012148045955020252,0.004490881706834433,5.847953216421988e-06,5.847953216421988e-06,5.847953216421988e-06,5.847953216421988e-06,0.0005032554045788517,5.847953216421988e-06,5.847953216421988e-06,5.847953216421988e-06,5.847953216421988e-06,5.847953216421988e-06,5.847953216421988e-06,0.0004120357953799392,0.0848947358857323,5.847953216421988e-06,5.847953216421988e-06,5.847953216421988e-06,5.847953216421988e-06,5.847953216421988e-06,5.847953216421988e-06,5.847953216421988e-06,5.847953216421988e-06,5.847953216421988e-06,5.847953216421988e-06,5.847953216421988e-06,5.847953216421988e-06,5.847953216421988e-06,5.847953216421988e-06,5.847953216421988e-06,computer
5,3.0352698355022905e-06,3.0352698355022905e-06,0.00022345181933023286,3.0352698355022905e-06,3.0352698355022905e-06,0.0008934782058920071,3.0352698355022905e-06,3.0352698355022905e-06,0.1929792682892025,3.0352698355022905e-06,3.0352698355022905e-06,0.0005029346793998859,0.3126613937628559,3.0352698355022905e-06,3.0352698355022905e-06,3.0352698355022905e-06,3.0352698355022905e-06,0.003676788561196868,3.0352698355022905e-06,3.0352698355022905e-06,3.0352698355022905e-06,3.0352698355022905e-06,0.000503731832108134,0.039812445679483034,3.0352698355022905e-06,3.0352698355022905e-06,3.0352698355022905e-06,3.0352698355022905e-06,3.0352698355022905e-06,3.0352698355022905e-06,0.0009075939198795288,0.0014652987878954057,3.0352698355022905e-06,3.0352698355022905e-06,3.0352698355022905e-06,3.0352698355022905e-06,0.0005004451226637582,3.0352698355022905e-06,3.0352698355022905e-06,3.0352698355022905e-06,3.0352698355022905e-06,3.0352698355022905e-06,3.0352698355022905e-06,3.0352698355022905e-06,0.4139043963523056,3.0352698355022905e-06,0.012863581811677138,0.004091484370530437,3.0352698355022905e-06,3.0352698355022905e-06,3.0352698355022905e-06,3.0352698355022905e-06,3.0352698355022905e-06,3.0352698355022905e-06,3.0352698355022905e-06,3.0352698355022905e-06,0.014877119662982195,3.0352698355022905e-06,3.0352698355022905e-06,3.0352698355022905e-06,football
6,0.0011121680248811785,5.701904436137873e-06,5.701904436137873e-06,5.701904436137873e-06,5.701904436137873e-06,0.0010319543483205973,5.701904436137873e-06,5.701904436137873e-06,0.0069434003349467255,5.701904436137873e-06,5.701904436137873e-06,5.701904436137873e-06,0.9281083706704921,5.701904436137873e-06,5.701904436137873e-06,5.701904436137873e-06,5.701904436137873e-06,5.701904436137873e-06,5.701904436137873e-06,5.701904436137873e-06,5.701904436137873e-06,5.701904436137873e-06,0.0011133172735507603,0.01239493655605197,5.701904436137873e-06,5.701904436137873e-06,0.0011018389039989523,0.0017050219198488784,5.701904436137873e-06,5.701904436137873e-06,0.0013516428971120191,0.001381858902006118,5.701904436137873e-06,5.701904436137873e-06,5.701904436137873e-06,5.701904436137873e-06,5.701904436137873e-06,5.701904436137873e-06,5.701904436137873e-06,5.701904436137873e-06,5.701904436137873e-06,5.701904436137873e-06,5.701904436137873e-06,5.701904436137873e-06,0.04243779227025062,5.701904436137873e-06,5.701904436137873e-06,0.0007018922196612595,5.701904436137873e-06,5.701904436137873e-06,5.701904436137873e-06,5.701904436137873e-06,5.701904436137873e-06,5.701904436137873e-06,5.701904436137873e-06,5.701904436137873e-06,0.0003478161703796477,5.701904436137873e-06,5.701904436137873e-06,5.701904436137873e-06,computer
7,0.0012785103432206152,3.383407768327463e-06,0.00023626800854383107,3.383407768327463e-06,3.383407768327463e-06,0.005247976496716522,3.383407768327463e-06,3.383407768327463e-06,0.002905751228708659,3.383407768327463e-06,3.383407768327463e-06,0.0002062815463215367,0.8368664561337334,3.383407768327463e-06,3.383407768327463e-06,3.383407768327463e-06,3.383407768327463e-06,0.0005248725546243449,3.383407768327463e-06,3.383407768327463e-06,3.383407768327463e-06,3.383407768327463e-06,3.383407768327463e-06,0.034197408670436115,3.383407768327463e-06,3.383407768327463e-06,0.0010791288541011153,0.02615399461647204,3.383407768327463e-06,3.383407768327463e-06,0.004740991154671192,0.0007916791361732168,3.383407768327463e-06,3.383407768327463e-06,3.383407768327463e-06,3.383407768327463e-06,3.383407768327463e-06,3.383407768327463e-06,3.383407768327463e-06,3.383407768327463e-06,3.383407768327463e-06,3.383407768327463e-06,3.383407768327463e-06,3.383407768327463e-06,0.07569331471476633,0.0002619480532251882,0.008991503344537934,0.00028026681249789653,3.383407768327463e-06,3.383407768327463e-06,3.383407768327463e-06,3.383407768327463e-06,3.383407768327463e-06,3.383407768327463e-06,3.383407768327463e-06,3.383407768327463e-06,0.0003981617972122122,3.383407768327463e-06,3.383407768327463e-06,3.383407768327463e-06,neuroscience
8,3.7913254474041657e-06,3.7913254474041657e-06,3.7913254474041657e-06,3.7913254474041657e-06,3.7913254474041657e-06,0.06044318078572245,3.7913254474041657e-06,3.7913254474041657e-06,0.009602845797304969,3.7913254474041657e-06,3.7913254474041657e-06,0.00039913210905761685,0.6116140287309116,3.7913254474041657e-06,3.7913254474041657e-06,3.7913254474041657e-06,3.7913254474041657e-06,3.7913254474041657e-06,3.7913254474041657e-06,3.7913254474041657e-06,3.7913254474041657e-06,3.7913254474041657e-06,3.7913254474041657e-06,0.05373264680662981,3.7913254474041657e-06,3.7913254474041657e-06,0.003104087737486126,0.00015175255161009376,3.7913254474041657e-06,3.7913254474041657e-06,0.050540090627447534,3.7913254474041657e-06,3.7913254474041657e-06,3.7913254474041657e-06,3.7913254474041657e-06,3.7913254474041657e-06,0.001446415434291066,3.7913254474041657e-06,3.7913254474041657e-06,3.7913254474041657e-06,3.7913254474041657e-06,3.7913254474041657e-06,3.7913254474041657e-06,3.7913254474041657e-06,0.17667582135226662,0.0007198540273106475,0.02678141789061223,0.0006769724066785877,3.7913254474041657e-06,3.7913254474041657e-06,3.7913254474041657e-06,3.7913254474041657e-06,3.7913254474041657e-06,3.7913254474041657e-06,3.7913254474041657e-06,3.7913254474041657e-06,0.0034302324846434864,3.7913254474041657e-06,3.7913254474041657e-06,0.0005109116128941531,religion
9,2.772233311171465e-06,2.772233311171465e-06,2.772233311171465e-06,2.772233311171465e-06,0.0001759599707403123,0.002699950969477765,2.772233311171465e-06,2.772233311171465e-06,0.3406545801321432,2.772233311171465e-06,2.772233311171465e-06,2.772233311171465e-06,0.24608521560110838,2.772233311171465e-06,2.772233311171465e-06,2.772233311171465e-06,2.772233311171465e-06,0.0011372507213922515,2.772233311171465e-06,2.772233311171465e-06,2.772233311171465e-06,2.772233311171465e-06,2.772233311171465e-06,0.02563480063291185,2.772233311171465e-06,0.0006670814841619713,0.0018196917672640754,2.772233311171465e-06,2.772233311171465e-06,2.772233311171465e-06,2.772233311171465e-06,0.0019162432630395363,2.772233311171465e-06,2.772233311171465e-06,2.772233311171465e-06,2.772233311171465e-06,2.772233311171465e-06,2.772233311171465e-06,2.772233311171465e-06,2.772233311171465e-06,2.772233311171465e-06,0.0004573244726552067,2.772233311171465e-06,2.772233311171465e-06,0.34029911318717065,2.772233311171465e-06,0.032558565533654604,2.772233311171465e-06,2.772233311171465e-06,2.772233311171465e-06,2.772233311171465e-06,2.772233311171465e-06,2.772233311171465e-06,2.772233311171465e-06,2.772233311171465e-06,2.772233311171465e-06,0.0057639272986550905,2.772233311171465e-06,2.772233311171465e-06,2.772233311171465e-06,football
