,0,1,2,3,4,5,6,7,8,9,topic
0,0.00015061907403205246,0.0001506170372903369,0.00015061673203114632,0.00015061680680311077,0.00015061727271118845,0.00015061679759296518,0.097232720327763,0.00015064541577239362,0.901562312218766,0.00015061831723778122,computer
1,0.0001703743362592193,0.00017037250557219382,0.00017037268699009398,0.00017037244633273955,0.0001703732762524984,0.00017037316958456872,0.028768984017752682,0.000170394563151251,0.9698680093443036,0.00017037365380111498,computer
2,0.0001595074422375225,0.0001595052898552062,0.00015950506926393397,0.00015950470370572974,0.00015950526648949117,0.00015950479764287786,0.12928321844896074,0.00015953856551787296,0.8694407038790145,0.0001595065373121292,computer
3,0.00018905698933990704,0.00018905446592086908,0.0001890544543202861,0.00018905413140766843,0.00018905478419690055,0.00018905399064221253,0.151624658243806,0.0001890946016059239,0.8468628613299184,0.00018905700884172668,computer
4,6.143059197014498e-05,6.142962632607362e-05,6.142956799795374e-05,6.142947857467785e-05,6.142966171185259e-05,6.14293891434983e-05,0.009310285491368421,6.144023525268232e-05,0.9901982663904761,6.142956717847313e-05,football
5,5.063797190322653e-05,5.06372069964724e-05,5.063711169574426e-05,5.063724006360646e-05,5.063717731926577e-05,5.063727320252223e-05,0.029708830383796864,0.1282368240231825,0.8416998843643755,5.063724746432886e-05,football
6,4.438918311549778e-05,4.438835050494251e-05,4.438835965099203e-05,4.438826246464373e-05,4.438833894893129e-05,4.438834315606498e-05,4.439370038601145e-05,0.04425444781311614,0.955390439457842,4.438819081479859e-05,football
7,4.472662178765223e-05,4.472578278741568e-05,4.472597188566122e-05,4.472580716297023e-05,4.472592163243795e-05,4.472575103352621e-05,4.473221323809921e-05,0.021382530344851335,0.978259655821827,4.472576379394646e-05,football
8,0.0002890483975323017,0.0002890429295034783,0.0002890435499326475,0.0002890429033844456,0.00028904389910296743,0.0002890427374080016,0.18498414139530212,0.0002890967298468307,0.8127034529063039,0.00028904455168331217,fraternities
9,0.00029588652599379705,0.0002958828017847925,0.0002958838691920315,0.00029588153334794866,0.000295882839990535,0.00029588221897705613,0.06482753192641096,0.0002959218609535468,0.932805363481342,0.00029588294200719834,fraternities
10,0.0002597682103803362,0.000259764410388742,0.0002597640385724721,0.00025976237656408576,0.00025976318796524275,0.0002597635042238505,0.1668240109457812,0.0002598039435588912,0.8310978350650556,0.0002597643175096595,fraternities
11,0.00030123347914128815,0.00030122629679431756,0.000301225495228949,0.00030122551694136755,0.0003012263074968386,0.0003012270235226452,0.062440766734797086,0.0003012542669919535,0.9351493884290553,0.0003012264500302281,fraternities
12,0.00011087805530238166,0.00011087635867200312,0.00011087643815424182,0.00011087630072800648,0.00011087685338409901,0.00011087645508299379,0.13526545584027697,0.00011089849001593603,0.8638475078632708,0.00011087734511269545,neuroscience
13,9.183868385617542e-05,9.183759686040234e-05,9.183693522551807e-05,9.183747426525444e-05,9.183735767961217e-05,9.183718342278558e-05,0.1179209344783889,9.185561874045867e-05,0.8813443463390365,9.183833252460054e-05,neuroscience
14,0.00010472422194323783,0.00010472284723222434,0.00010472284824694479,0.00010472250296387205,0.00010472268434117016,0.00010472253173448745,0.22992520079656006,0.00010474246954426359,0.7692369959417719,0.00010472315566191689,neuroscience
15,9.24319349693109e-05,9.243108186805998e-05,9.243123863738672e-05,9.24310884218633e-05,9.243117680696528e-05,9.243104111359804e-05,0.11130538979605518,9.244510142211254e-05,0.8879551458049381,9.243173576750016e-05,neuroscience
16,0.00010321115300329538,0.00010320958726306867,0.00010321025264565477,0.00010320966044900407,0.00010320960489862477,0.00010320973836685443,0.2196644604653844,0.00010322759049687371,0.7795098409555882,0.00010321099190399572,religion
17,0.00010163795424447536,0.00010163637465653544,0.00010163715825169052,0.00010163665735921292,0.00010163658937765238,0.0001016366780873208,0.19254916568242417,0.00010165442929294993,0.8066377206594718,0.00010163781683423636,religion
18,0.00014066352018545232,0.00014066094126097725,0.00014066152040285735,0.00014066091582334216,0.0001406610182741657,0.0001406607690565504,0.17116712818745086,0.00014068029691405849,0.8277075607578978,0.00014066207273415467,religion
19,0.00010990274011980098,0.0001099006009081335,0.00010990117792827746,0.00010990057173209522,0.00010990071815435321,0.00010990090960785842,0.16278410390189227,0.00010991963203383787,0.8363366683131729,0.00010990143445059738,religion
20,0.0002336700864477801,0.00023366780061189848,0.0002336680012507857,0.00023366757669356227,0.00023366741688766955,0.00023366682971603462,0.07821222173281803,0.00023369407896224769,0.9199184075877671,0.00023366888884483294,theatre
21,0.00020204061998474533,0.0002020376463482478,0.00020203841528302314,0.00020203713218448394,0.00020203765189796724,0.00020203725117478514,0.14140228860882503,0.00020207280500521863,0.8569813711027201,0.00020203876657640728,theatre
22,0.00021932057078263213,0.0002193192772179979,0.00021931913866305442,0.00021931801278164947,0.0002193178443062321,0.00021931872737137513,0.09811157864562828,0.046722359957147,0.8536308282923151,0.0002193195337866389,theatre
23,0.00021054911069152282,0.00021054709998431773,0.0002105473358758405,0.00021054606548771737,0.00021054670237228396,0.00021054600581242835,0.06666798360195597,0.00021058670853260972,0.9316476002157719,0.00021054715351540888,theatre
