,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,topic
0,0.021261148615614907,4.538852578105348e-06,0.03721911172524716,4.538852578105348e-06,4.538852578105348e-06,4.538852578105348e-06,4.538852578105348e-06,4.538852578105348e-06,0.004165087199733678,4.538852578105348e-06,4.538852578105348e-06,4.538852578105348e-06,4.538852578105348e-06,4.538852578105348e-06,4.538852578105348e-06,4.538852578105348e-06,4.538852578105348e-06,4.538852578105348e-06,4.538852578105348e-06,4.538852578105348e-06,4.538852578105348e-06,4.538852578105348e-06,4.538852578105348e-06,4.538852578105348e-06,4.538852578105348e-06,4.538852578105348e-06,0.0012159866004900807,4.538852578105348e-06,4.538852578105348e-06,4.538852578105348e-06,4.538852578105348e-06,0.7825762647033678,4.538852578105348e-06,4.538852578105348e-06,4.538852578105348e-06,4.538852578105348e-06,4.538852578105348e-06,4.538852578105348e-06,4.538852578105348e-06,4.538852578105348e-06,4.538852578105348e-06,4.538852578105348e-06,4.538852578105348e-06,4.538852578105348e-06,0.15189961635883661,4.538852578105348e-06,0.0007379132847929258,4.538852578105348e-06,4.538852578105348e-06,4.538852578105348e-06,4.538852578105348e-06,4.538852578105348e-06,4.538852578105348e-06,4.538852578105348e-06,4.538852578105348e-06,4.538852578105348e-06,4.538852578105348e-06,4.538852578105348e-06,4.538852578105348e-06,4.538852578105348e-06,4.538852578105348e-06,0.0005980741262935299,4.538852578105348e-06,4.538852578105348e-06,4.538852578105348e-06,4.538852578105348e-06,4.538852578105348e-06,4.538852578105348e-06,4.538852578105348e-06,4.538852578105348e-06,4.538852578105348e-06,4.538852578105348e-06,4.538852578105348e-06,4.538852578105348e-06,4.538852578105348e-06,4.538852578105348e-06,4.538852578105348e-06,4.538852578105348e-06,4.538852578105348e-06,4.538852578105348e-06,computer
1,0.005998743947092882,5.638249887274185e-06,5.638249887274185e-06,5.638249887274185e-06,5.638249887274185e-06,5.638249887274185e-06,5.638249887274185e-06,5.638249887274185e-06,0.053366490204578634,5.638249887274185e-06,5.638249887274185e-06,5.638249887274185e-06,5.638249887274185e-06,5.638249887274185e-06,0.001294414501869127,5.638249887274185e-06,5.638249887274185e-06,5.638249887274185e-06,5.638249887274185e-06,0.0016492411434370908,5.638249887274185e-06,5.638249887274185e-06,5.638249887274185e-06,0.0021019511026271935,5.638249887274185e-06,5.638249887274185e-06,5.638249887274185e-06,0.0008995165179900217,5.638249887274185e-06,5.638249887274185e-06,5.638249887274185e-06,0.22870953669126973,5.638249887274185e-06,5.638249887274185e-06,5.638249887274185e-06,5.638249887274185e-06,5.638249887274185e-06,5.638249887274185e-06,5.638249887274185e-06,5.638249887274185e-06,5.638249887274185e-06,5.638249887274185e-06,5.638249887274185e-06,5.638249887274185e-06,0.7016696384266337,5.638249887274185e-06,5.638249887274185e-06,5.638249887274185e-06,5.638249887274185e-06,5.638249887274185e-06,5.638249887274185e-06,5.638249887274185e-06,5.638249887274185e-06,5.638249887274185e-06,5.638249887274185e-06,5.638249887274185e-06,5.638249887274185e-06,5.638249887274185e-06,5.638249887274185e-06,5.638249887274185e-06,5.638249887274185e-06,5.638249887274185e-06,5.638249887274185e-06,0.003910151722505149,5.638249887274185e-06,5.638249887274185e-06,5.638249887274185e-06,5.638249887274185e-06,5.638249887274185e-06,5.638249887274185e-06,5.638249887274185e-06,5.638249887274185e-06,5.638249887274185e-06,5.638249887274185e-06,5.638249887274185e-06,5.638249887274185e-06,5.638249887274185e-06,5.638249887274185e-06,5.638249887274185e-06,5.638249887274185e-06,theatre
2,0.005657472565997325,2.8064660979132767e-06,0.0004941887544818911,2.8064660979132767e-06,2.8064660979132767e-06,2.8064660979132767e-06,2.8064660979132767e-06,2.8064660979132767e-06,0.006472323674972505,2.8064660979132767e-06,2.8064660979132767e-06,2.8064660979132767e-06,2.8064660979132767e-06,2.8064660979132767e-06,0.0032750940436607205,2.8064660979132767e-06,2.8064660979132767e-06,0.0022420774264744468,2.8064660979132767e-06,2.8064660979132767e-06,2.8064660979132767e-06,2.8064660979132767e-06,2.8064660979132767e-06,2.8064660979132767e-06,2.8064660979132767e-06,2.8064660979132767e-06,2.8064660979132767e-06,2.8064660979132767e-06,2.8064660979132767e-06,0.0008834113949814988,2.8064660979132767e-06,0.43818348462776713,2.8064660979132767e-06,2.8064660979132767e-06,2.8064660979132767e-06,2.8064660979132767e-06,2.8064660979132767e-06,2.8064660979132767e-06,2.8064660979132767e-06,2.8064660979132767e-06,2.8064660979132767e-06,2.8064660979132767e-06,2.8064660979132767e-06,2.8064660979132767e-06,0.5373902102208644,2.8064660979132767e-06,2.8064660979132767e-06,0.00045184104174063203,2.8064660979132767e-06,2.8064660979132767e-06,2.8064660979132767e-06,2.8064660979132767e-06,2.8064660979132767e-06,2.8064660979132767e-06,2.8064660979132767e-06,0.00028271579944359347,2.8064660979132767e-06,2.8064660979132767e-06,2.8064660979132767e-06,2.8064660979132767e-06,2.8064660979132767e-06,2.8064660979132767e-06,2.8064660979132767e-06,0.003692291634968492,2.8064660979132767e-06,2.8064660979132767e-06,2.8064660979132767e-06,2.8064660979132767e-06,2.8064660979132767e-06,2.8064660979132767e-06,0.0007840491199894249,2.8064660979132767e-06,2.8064660979132767e-06,2.8064660979132767e-06,2.8064660979132767e-06,2.8064660979132767e-06,2.8064660979132767e-06,2.8064660979132767e-06,2.8064660979132767e-06,2.8064660979132767e-06,religion
3,7.074136955344786e-06,7.074136955344786e-06,7.074136955344786e-06,7.074136955344786e-06,7.074136955344786e-06,7.074136955344786e-06,7.074136955344786e-06,7.074136955344786e-06,0.014417727944560962,7.074136955344786e-06,7.074136955344786e-06,7.074136955344786e-06,7.074136955344786e-06,7.074136955344786e-06,0.0008324315563511829,7.074136955344786e-06,7.074136955344786e-06,7.074136955344786e-06,0.0005621531518936203,7.074136955344786e-06,7.074136955344786e-06,7.074136955344786e-06,7.074136955344786e-06,7.074136955344786e-06,7.074136955344786e-06,7.074136955344786e-06,7.074136955344786e-06,7.074136955344786e-06,7.074136955344786e-06,0.0007461889476889406,7.074136955344786e-06,0.8645408912445673,7.074136955344786e-06,7.074136955344786e-06,7.074136955344786e-06,7.074136955344786e-06,7.074136955344786e-06,7.074136955344786e-06,7.074136955344786e-06,7.074136955344786e-06,7.074136955344786e-06,7.074136955344786e-06,7.074136955344786e-06,7.074136955344786e-06,0.11273626804002312,7.074136955344786e-06,7.074136955344786e-06,7.074136955344786e-06,7.074136955344786e-06,7.074136955344786e-06,7.074136955344786e-06,7.074136955344786e-06,7.074136955344786e-06,7.074136955344786e-06,7.074136955344786e-06,7.074136955344786e-06,7.074136955344786e-06,7.074136955344786e-06,7.074136955344786e-06,7.074136955344786e-06,7.074136955344786e-06,7.074136955344786e-06,7.074136955344786e-06,7.074136955344786e-06,7.074136955344786e-06,7.074136955344786e-06,7.074136955344786e-06,0.003479909075718575,7.074136955344786e-06,7.074136955344786e-06,0.0016567601140062374,0.0005254062013606249,7.074136955344786e-06,7.074136955344786e-06,7.074136955344786e-06,7.074136955344786e-06,7.074136955344786e-06,7.074136955344786e-06,7.074136955344786e-06,7.074136955344786e-06,fraternities
4,0.0024534857153395906,4.385964912312897e-06,0.004634602121774538,4.385964912312897e-06,4.385964912312897e-06,4.385964912312897e-06,4.385964912312897e-06,4.385964912312897e-06,0.008577608443116357,4.385964912312897e-06,4.385964912312897e-06,4.385964912312897e-06,4.385964912312897e-06,4.385964912312897e-06,4.385964912312897e-06,4.385964912312897e-06,4.385964912312897e-06,4.385964912312897e-06,4.385964912312897e-06,4.385964912312897e-06,4.385964912312897e-06,4.385964912312897e-06,4.385964912312897e-06,0.0012291743307339138,4.385964912312897e-06,4.385964912312897e-06,4.385964912312897e-06,4.385964912312897e-06,4.385964912312897e-06,4.385964912312897e-06,4.385964912312897e-06,0.704216498794185,4.385964912312897e-06,4.385964912312897e-06,4.385964912312897e-06,4.385964912312897e-06,4.385964912312897e-06,4.385964912312897e-06,4.385964912312897e-06,4.385964912312897e-06,4.385964912312897e-06,4.385964912312897e-06,4.385964912312897e-06,0.00040095016454242164,0.2781675049917091,4.385964912312897e-06,4.385964912312897e-06,4.385964912312897e-06,4.385964912312897e-06,4.385964912312897e-06,4.385964912312897e-06,4.385964912312897e-06,4.385964912312897e-06,4.385964912312897e-06,4.385964912312897e-06,4.385964912312897e-06,4.385964912312897e-06,4.385964912312897e-06,4.385964912312897e-06,4.385964912312897e-06,4.385964912312897e-06,4.385964912312897e-06,4.385964912312897e-06,4.385964912312897e-06,4.385964912312897e-06,4.385964912312897e-06,4.385964912312897e-06,4.385964912312897e-06,4.385964912312897e-06,4.385964912312897e-06,4.385964912312897e-06,4.385964912312897e-06,4.385964912312897e-06,4.385964912312897e-06,4.385964912312897e-06,4.385964912312897e-06,4.385964912312897e-06,4.385964912312897e-06,4.385964912312897e-06,4.385964912312897e-06,computer
5,0.004814329394330216,2.276452376626603e-06,2.276452376626603e-06,2.276452376626603e-06,2.276452376626603e-06,2.276452376626603e-06,2.276452376626603e-06,2.276452376626603e-06,0.4057432599849464,2.276452376626603e-06,2.276452376626603e-06,2.276452376626603e-06,2.276452376626603e-06,2.276452376626603e-06,2.276452376626603e-06,2.276452376626603e-06,2.276452376626603e-06,0.002783606149320722,0.0004098254150987932,0.0009599255687258485,2.276452376626603e-06,2.276452376626603e-06,0.0003124962990413706,2.276452376626603e-06,2.276452376626603e-06,2.276452376626603e-06,2.276452376626603e-06,0.0009850101422296258,2.276452376626603e-06,2.276452376626603e-06,2.276452376626603e-06,0.19353236795856993,2.276452376626603e-06,2.276452376626603e-06,2.276452376626603e-06,2.276452376626603e-06,2.276452376626603e-06,2.276452376626603e-06,2.276452376626603e-06,2.276452376626603e-06,2.276452376626603e-06,2.276452376626603e-06,2.276452376626603e-06,2.276452376626603e-06,0.38921188816712565,2.276452376626603e-06,2.276452376626603e-06,2.276452376626603e-06,2.276452376626603e-06,2.276452376626603e-06,2.276452376626603e-06,2.276452376626603e-06,2.276452376626603e-06,2.276452376626603e-06,2.276452376626603e-06,0.00029835667606421595,2.276452376626603e-06,2.276452376626603e-06,2.276452376626603e-06,2.276452376626603e-06,2.276452376626603e-06,2.276452376626603e-06,2.276452376626603e-06,0.00022486327913864965,2.276452376626603e-06,0.0005692722037983602,2.276452376626603e-06,2.276452376626603e-06,2.276452376626603e-06,2.276452376626603e-06,2.276452376626603e-06,2.276452376626603e-06,2.276452376626603e-06,2.276452376626603e-06,2.276452376626603e-06,2.276452376626603e-06,2.276452376626603e-06,2.276452376626603e-06,2.276452376626603e-06,2.276452376626603e-06,football
6,0.0014806372130051256,4.276428327095275e-06,0.0038258499134510384,4.276428327095275e-06,4.276428327095275e-06,4.276428327095275e-06,4.276428327095275e-06,4.276428327095275e-06,0.013035835826047584,4.276428327095275e-06,4.276428327095275e-06,4.276428327095275e-06,0.0006344293661210966,4.276428327095275e-06,0.0012008429970616443,4.276428327095275e-06,4.276428327095275e-06,4.276428327095275e-06,4.276428327095275e-06,0.0006355142263083845,4.276428327095275e-06,4.276428327095275e-06,4.276428327095275e-06,4.276428327095275e-06,4.276428327095275e-06,4.276428327095275e-06,4.276428327095275e-06,4.276428327095275e-06,4.276428327095275e-06,4.276428327095275e-06,4.276428327095275e-06,0.7354763818392295,4.276428327095275e-06,4.276428327095275e-06,4.276428327095275e-06,4.276428327095275e-06,4.276428327095275e-06,4.276428327095275e-06,4.276428327095275e-06,4.276428327095275e-06,4.276428327095275e-06,4.276428327095275e-06,4.276428327095275e-06,4.276428327095275e-06,0.2414585143160266,4.276428327095275e-06,0.00022823012799676076,0.0006822636160096518,4.276428327095275e-06,4.276428327095275e-06,4.276428327095275e-06,4.276428327095275e-06,4.276428327095275e-06,4.276428327095275e-06,4.276428327095275e-06,4.276428327095275e-06,4.276428327095275e-06,4.276428327095275e-06,4.276428327095275e-06,4.276428327095275e-06,4.276428327095275e-06,0.001046427004173454,4.276428327095275e-06,4.276428327095275e-06,4.276428327095275e-06,4.276428327095275e-06,4.276428327095275e-06,4.276428327095275e-06,4.276428327095275e-06,4.276428327095275e-06,4.276428327095275e-06,4.276428327095275e-06,4.276428327095275e-06,4.276428327095275e-06,4.276428327095275e-06,4.276428327095275e-06,4.276428327095275e-06,4.276428327095275e-06,4.276428327095275e-06,4.276428327095275e-06,computer
7,2.5375558262472685e-06,2.5375558262472685e-06,0.0010387647663557176,2.5375558262472685e-06,2.5375558262472685e-06,2.5375558262472685e-06,2.5375558262472685e-06,2.5375558262472685e-06,0.0059501389504488045,2.5375558262472685e-06,2.5375558262472685e-06,0.00020554202191949272,0.003205415992404044,2.5375558262472685e-06,0.001364966295551868,2.5375558262472685e-06,2.5375558262472685e-06,0.000775620783044579,2.5375558262472685e-06,2.5375558262472685e-06,2.5375558262472685e-06,2.5375558262472685e-06,2.5375558262472685e-06,2.5375558262472685e-06,2.5375558262472685e-06,2.5375558262472685e-06,2.5375558262472685e-06,2.5375558262472685e-06,2.5375558262472685e-06,0.018876776286481475,2.5375558262472685e-06,0.6117188828361649,2.5375558262472685e-06,2.5375558262472685e-06,2.5375558262472685e-06,2.5375558262472685e-06,2.5375558262472685e-06,2.5375558262472685e-06,2.5375558262472685e-06,2.5375558262472685e-06,2.5375558262472685e-06,2.5375558262472685e-06,2.5375558262472685e-06,2.5375558262472685e-06,0.3328508705453859,2.5375558262472685e-06,2.5375558262472685e-06,0.00020167842232315141,2.5375558262472685e-06,2.5375558262472685e-06,2.5375558262472685e-06,2.5375558262472685e-06,2.5375558262472685e-06,2.5375558262472685e-06,2.5375558262472685e-06,2.5375558262472685e-06,2.5375558262472685e-06,2.5375558262472685e-06,2.5375558262472685e-06,2.5375558262472685e-06,2.5375558262472685e-06,0.0236362517479091,2.5375558262472685e-06,2.5375558262472685e-06,2.5375558262472685e-06,2.5375558262472685e-06,2.5375558262472685e-06,2.5375558262472685e-06,2.5375558262472685e-06,2.5375558262472685e-06,2.5375558262472685e-06,2.5375558262472685e-06,2.5375558262472685e-06,2.5375558262472685e-06,2.5375558262472685e-06,2.5375558262472685e-06,2.5375558262472685e-06,2.5375558262472685e-06,2.5375558262472685e-06,2.5375558262472685e-06,neuroscience
8,0.0032008065873964796,2.8434940855563346e-06,2.8434940855563346e-06,2.8434940855563346e-06,2.8434940855563346e-06,2.8434940855563346e-06,2.8434940855563346e-06,2.8434940855563346e-06,0.016184034530373217,2.8434940855563346e-06,2.8434940855563346e-06,2.8434940855563346e-06,2.8434940855563346e-06,2.8434940855563346e-06,0.015237511712794763,2.8434940855563346e-06,2.8434940855563346e-06,2.8434940855563346e-06,0.0004179033545504749,2.8434940855563346e-06,2.8434940855563346e-06,2.8434940855563346e-06,2.8434940855563346e-06,2.8434940855563346e-06,2.8434940855563346e-06,2.8434940855563346e-06,0.001448601324971028,0.00045779596153922,2.8434940855563346e-06,0.000233146203553605,2.8434940855563346e-06,0.3703184945068436,2.8434940855563346e-06,2.8434940855563346e-06,2.8434940855563346e-06,2.8434940855563346e-06,2.8434940855563346e-06,2.8434940855563346e-06,2.8434940855563346e-06,2.8434940855563346e-06,2.8434940855563346e-06,2.8434940855563346e-06,2.8434940855563346e-06,2.8434940855563346e-06,0.5882077598612183,2.8434940855563346e-06,2.8434940855563346e-06,0.00023032302089864205,2.8434940855563346e-06,2.8434940855563346e-06,2.8434940855563346e-06,2.8434940855563346e-06,2.8434940855563346e-06,2.8434940855563346e-06,2.8434940855563346e-06,2.8434940855563346e-06,2.8434940855563346e-06,2.8434940855563346e-06,2.8434940855563346e-06,2.8434940855563346e-06,2.8434940855563346e-06,0.00024078134856687984,2.8434940855563346e-06,0.0032425464644723003,2.8434940855563346e-06,2.8434940855563346e-06,2.8434940855563346e-06,2.8434940855563346e-06,2.8434940855563346e-06,2.8434940855563346e-06,0.00038978101908927857,2.8434940855563346e-06,2.8434940855563346e-06,2.8434940855563346e-06,2.8434940855563346e-06,2.8434940855563346e-06,2.8434940855563346e-06,2.8434940855563346e-06,2.8434940855563346e-06,2.8434940855563346e-06,religion
9,0.0009647287336188298,2.07917498337901e-06,2.07917498337901e-06,2.07917498337901e-06,0.0008578979074172279,2.07917498337901e-06,2.07917498337901e-06,2.07917498337901e-06,0.578563269109923,2.07917498337901e-06,2.07917498337901e-06,2.07917498337901e-06,0.00017667005147225165,2.07917498337901e-06,2.07917498337901e-06,2.07917498337901e-06,2.07917498337901e-06,0.006814522618054768,2.07917498337901e-06,2.07917498337901e-06,2.07917498337901e-06,2.07917498337901e-06,2.07917498337901e-06,0.0003048327681789693,2.07917498337901e-06,2.07917498337901e-06,0.0010687149709515964,2.07917498337901e-06,2.07917498337901e-06,2.07917498337901e-06,2.07917498337901e-06,0.23737841648840105,2.07917498337901e-06,2.07917498337901e-06,2.07917498337901e-06,2.07917498337901e-06,2.07917498337901e-06,2.07917498337901e-06,2.07917498337901e-06,2.07917498337901e-06,2.07917498337901e-06,2.07917498337901e-06,2.07917498337901e-06,2.07917498337901e-06,0.1707930549588384,2.07917498337901e-06,2.07917498337901e-06,2.07917498337901e-06,2.07917498337901e-06,2.07917498337901e-06,2.07917498337901e-06,0.0017417628101978745,2.07917498337901e-06,2.07917498337901e-06,2.07917498337901e-06,2.07917498337901e-06,2.07917498337901e-06,2.07917498337901e-06,2.07917498337901e-06,2.07917498337901e-06,2.07917498337901e-06,2.07917498337901e-06,2.07917498337901e-06,2.07917498337901e-06,2.07917498337901e-06,2.07917498337901e-06,2.07917498337901e-06,2.07917498337901e-06,2.07917498337901e-06,2.07917498337901e-06,0.001192666509093221,2.07917498337901e-06,2.07917498337901e-06,2.07917498337901e-06,2.07917498337901e-06,2.07917498337901e-06,2.07917498337901e-06,2.07917498337901e-06,2.07917498337901e-06,2.07917498337901e-06,football
