,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,topic
0,0.113909818029262,0.0001845018463743252,0.0001845018464420578,0.00018450184648814835,0.07957510407052322,0.000184501846455091,0.0001845018464480233,0.0001845018463889253,0.00018450184640682055,0.00018450184642350653,0.00018450184649934287,0.0001845018462964307,0.00018450184632446876,0.00018450184640545953,0.0001845018463505185,0.00018450184634735662,0.42042393167151565,0.08016098183010617,0.30316263670263843,0.0001845018463041033,computer
1,0.029545841180513843,0.0002252252272236086,0.00022522522714188458,0.00022522522718829542,0.00022522523113428355,0.00022522522697256697,0.0002252252270413974,0.00022522522706254028,0.00022522522714034704,0.00022522522699447884,0.0002252252268990623,0.00022522522689578679,0.00022522522696275343,0.00022522522689927613,0.00022522522722786796,0.00022522522711789517,0.5046031138096724,0.09540592259324887,0.36684151877977805,0.00022522522688471104,computer
2,0.17804656012444062,0.00019920318863197322,0.0001992031887130912,0.00019920318874871526,0.10900087259109928,0.0001992031887027005,0.00019920318875108216,0.0001992031886950851,0.00019920318865214088,0.0001992031886873316,0.00019920318879099476,0.00019920318861479212,0.00019920318861595674,0.00019920318867066306,0.00019920318865434292,0.00019920318860177193,0.4269944405088308,0.03672037384336052,0.24624970510214844,0.00019920318858971737,computer
3,0.11647740952855465,0.0002380952397992352,0.00023809523984723372,0.00023809523989108236,0.13976707462914714,0.00023809524007324174,0.00023809523995080482,0.00023809523986737397,0.00023809523983971248,0.00023809523985051682,0.00023809523988508398,0.0002380952397957597,0.00023809523978714166,0.00023809523984987097,0.00023809523983258488,0.00023809523983417643,0.5277712842876624,0.05346387724864082,0.1589489257081989,0.0002380952396922414,computer
4,0.1459071644488017,4.7573739528610245e-05,4.757373953187383e-05,4.757373952614471e-05,0.024553203396712023,4.757373959349779e-05,4.757373954029029e-05,4.757373953329459e-05,4.757373954187292e-05,4.757373953001398e-05,4.75737395422449e-05,4.757373952024615e-05,4.7573739528536614e-05,4.757373951789655e-05,4.75737395286215e-05,4.75737395203466e-05,4.757374033649423e-05,0.33635771120147273,0.492420741119656,4.7573739537564e-05,football
5,0.07352374458125482,3.533568927595126e-05,3.533568930260497e-05,3.5335689287328996e-05,0.062257130110635196,3.5335689277877545e-05,3.5335689259056446e-05,3.533568925230819e-05,3.533568926907673e-05,3.533568927010488e-05,3.533568924933832e-05,3.5335689245183476e-05,3.533568926552512e-05,3.533568926087176e-05,3.5335689270139506e-05,3.533568927028055e-05,3.533568978137069e-05,0.15887506832309733,0.7047786859562185,3.5335689257118e-05,football
6,0.22484466776985493,3.306878323867962e-05,3.306878323269011e-05,3.3068783247847144e-05,3.306878359410624e-05,3.306878327557467e-05,3.306878323472701e-05,3.306878323637059e-05,3.3068783251495294e-05,3.306878323341354e-05,3.306878324143049e-05,3.306878323817361e-05,3.30687832329514e-05,3.306878323671591e-05,3.306878323365264e-05,3.3068783227982575e-05,0.009918765131328056,0.17955719838058096,0.5851502681860444,3.3068783235797274e-05,football
7,0.20565773994249523,3.602305499097168e-05,3.6023054999287646e-05,3.6023054981121974e-05,3.602305572522033e-05,3.602305501741319e-05,3.6023054984061484e-05,3.602305500995097e-05,3.60230549961791e-05,3.602305499154751e-05,3.6023055001245146e-05,3.6023054980181226e-05,3.6023054980581506e-05,3.602305497916735e-05,3.6023055000224614e-05,3.60230549905735e-05,3.602305568371933e-05,0.12304032468596743,0.6706895434352184,3.602305500760868e-05,football
8,0.11771233956751956,0.00033112582985796364,0.0003311258299379199,0.0003311258301554385,0.16069490905581918,0.00033112583050622004,0.0003311258301089746,0.0003311258299396336,0.00033112583000011734,0.00033112583008902403,0.0003311258302440476,0.0003311258298791891,0.000331125829943749,0.0003311258300127622,0.0003311258299308476,0.00033112582989477355,0.3337629989891204,0.20103349338044899,0.18182937155673698,0.00033112582985420736,fraternities
9,0.1824153808657482,0.0003496503519645514,0.0003496503517424403,0.0003496503519818453,0.09873557747406482,0.0003496503526708231,0.0003496503518517174,0.0003496503518326228,0.0003496503520788767,0.0003496503522115433,0.00034965035211412845,0.0003496503517128129,0.00034965035223024314,0.0003496503519537421,0.0003496503517408589,0.0003496503518621921,0.28660898127894274,0.06592682747277226,0.36106847762867295,0.0003496503518505262,fraternities
10,0.316435663155854,0.00027932961074605495,0.00027932961066939893,0.0002793296108634095,0.11304611055986291,0.0002793296110388608,0.0002793296109033099,0.00027932961063074105,0.0002793296107564838,0.0002793296108074904,0.0002793296107935092,0.0002793296104119381,0.0002793296106843283,0.00027932961064944733,0.0002793296106118966,0.0002793296107076113,0.1527928907871941,0.18918190510876798,0.22435348622736762,0.00027932961067887274,fraternities
11,0.4243716375865251,0.0003267973877891126,0.0003267973877180165,0.0003267973877995692,0.0796786833746116,0.0003267973880529187,0.00032679738793630914,0.0003267973874756676,0.0003267973876714215,0.0003267973878689117,0.00032679738752132464,0.000326797387658474,0.0003267973876300751,0.00032679738764380625,0.0003267973878276312,0.00032679738764888015,0.3051320737748485,0.053244618108805514,0.13267102633940636,0.0003267973875608921,fraternities
12,0.1491663212005296,0.00014409221999501173,0.00014409222005767013,0.0001440922201265164,0.19060462709882817,0.00014409222022905994,0.00014409222001743167,0.00014409222003294208,0.00014409222008936136,0.0001440922200808155,0.00014409222013053163,0.00014409222002723568,0.00014409221998659618,0.0001440922200501781,0.00014409221999603462,0.00014409222001190235,0.33475080709613236,0.05708414501955844,0.26623271628416256,0.0001440922199575641,neuroscience
