,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,topic
0,5.4987352909385145e-06,5.4987352909385145e-06,5.4987352909385145e-06,5.4987352909385145e-06,5.4987352909385145e-06,5.4987352909385145e-06,5.4987352909385145e-06,5.4987352909385145e-06,5.4987352909385145e-06,0.0061321847240448065,0.00060385028723055,5.4987352909385145e-06,5.4987352909385145e-06,0.0015328388821621876,5.4987352909385145e-06,5.4987352909385145e-06,5.4987352909385145e-06,5.4987352909385145e-06,5.4987352909385145e-06,5.4987352909385145e-06,0.6309663180678251,5.4987352909385145e-06,5.4987352909385145e-06,5.4987352909385145e-06,5.4987352909385145e-06,5.4987352909385145e-06,5.4987352909385145e-06,5.4987352909385145e-06,5.4987352909385145e-06,5.4987352909385145e-06,5.4987352909385145e-06,5.4987352909385145e-06,5.4987352909385145e-06,0.32855231519491407,0.0004974591148149366,5.4987352909385145e-06,5.4987352909385145e-06,5.4987352909385145e-06,5.4987352909385145e-06,5.4987352909385145e-06,5.4987352909385145e-06,5.4987352909385145e-06,5.4987352909385145e-06,5.4987352909385145e-06,5.4987352909385145e-06,5.4987352909385145e-06,5.4987352909385145e-06,5.4987352909385145e-06,5.4987352909385145e-06,5.4987352909385145e-06,5.4987352909385145e-06,0.029848135938020024,5.4987352909385145e-06,5.4987352909385145e-06,5.4987352909385145e-06,0.0015259762029504935,5.4987352909385145e-06,5.4987352909385145e-06,5.4987352909385145e-06,5.4987352909385145e-06,5.4987352909385145e-06,5.4987352909385145e-06,5.4987352909385145e-06,5.4987352909385145e-06,5.4987352909385145e-06,5.4987352909385145e-06,5.4987352909385145e-06,5.4987352909385145e-06,5.4987352909385145e-06,5.4987352909385145e-06,computer
1,7.061648188763861e-06,7.061648188763861e-06,7.061648188763861e-06,7.061648188763861e-06,7.061648188763861e-06,7.061648188763861e-06,7.061648188763861e-06,7.061648188763861e-06,7.061648188763861e-06,0.04241342414266871,0.009807779384158975,7.061648188763861e-06,7.061648188763861e-06,0.0014272270497296283,7.061648188763861e-06,7.061648188763861e-06,7.061648188763861e-06,7.061648188763861e-06,0.0030113727757711682,7.061648188763861e-06,0.052165079181089355,7.061648188763861e-06,7.061648188763861e-06,7.061648188763861e-06,7.061648188763861e-06,0.0015103317997092016,7.061648188763861e-06,7.061648188763861e-06,7.061648188763861e-06,7.061648188763861e-06,7.061648188763861e-06,7.061648188763861e-06,7.061648188763861e-06,0.7951121147129807,7.061648188763861e-06,7.061648188763861e-06,7.061648188763861e-06,0.0005254553957554322,7.061648188763861e-06,7.061648188763861e-06,7.061648188763861e-06,7.061648188763861e-06,7.061648188763861e-06,7.061648188763861e-06,7.061648188763861e-06,7.061648188763861e-06,0.001023690268855124,7.061648188763861e-06,7.061648188763861e-06,7.061648188763861e-06,7.061648188763861e-06,0.04315070795545565,7.061648188763861e-06,7.061648188763861e-06,7.061648188763861e-06,7.061648188763861e-06,7.061648188763861e-06,7.061648188763861e-06,0.0448721911995768,7.061648188763861e-06,7.061648188763861e-06,0.0010742875615007354,7.061648188763861e-06,0.0024859633372797075,7.061648188763861e-06,7.061648188763861e-06,7.061648188763861e-06,0.0010249229368979773,7.061648188763861e-06,7.061648188763861e-06,theatre
2,3.5714285714667145e-06,3.5714285714667145e-06,3.5714285714667145e-06,3.5714285714667145e-06,3.5714285714667145e-06,3.5714285714667145e-06,3.5714285714667145e-06,3.5714285714667145e-06,3.5714285714667145e-06,0.007036828321150649,3.5714285714667145e-06,3.5714285714667145e-06,3.5714285714667145e-06,3.5714285714667145e-06,3.5714285714667145e-06,3.5714285714667145e-06,3.5714285714667145e-06,3.5714285714667145e-06,3.5714285714667145e-06,3.5714285714667145e-06,0.12185518427472733,3.5714285714667145e-06,3.5714285714667145e-06,0.0008343045323816452,0.007678061664324287,3.5714285714667145e-06,3.5714285714667145e-06,3.5714285714667145e-06,3.5714285714667145e-06,3.5714285714667145e-06,0.0021563504530275946,3.5714285714667145e-06,3.5714285714667145e-06,0.7756312855461333,3.5714285714667145e-06,3.5714285714667145e-06,3.5714285714667145e-06,3.5714285714667145e-06,3.5714285714667145e-06,3.5714285714667145e-06,3.5714285714667145e-06,3.5714285714667145e-06,3.5714285714667145e-06,3.5714285714667145e-06,3.5714285714667145e-06,3.5714285714667145e-06,3.5714285714667145e-06,3.5714285714667145e-06,3.5714285714667145e-06,3.5714285714667145e-06,3.5714285714667145e-06,0.03825424917763913,3.5714285714667145e-06,3.5714285714667145e-06,3.5714285714667145e-06,3.5714285714667145e-06,3.5714285714667145e-06,3.5714285714667145e-06,0.036368253125447406,3.5714285714667145e-06,3.5714285714667145e-06,0.008210331199056084,3.5714285714667145e-06,0.0017608659918250428,3.5714285714667145e-06,3.5714285714667145e-06,3.5714285714667145e-06,3.5714285714667145e-06,3.5714285714667145e-06,3.5714285714667145e-06,religion
3,8.559445348009835e-06,8.559445348009835e-06,8.559445348009835e-06,0.0008409339100999206,8.559445348009835e-06,8.559445348009835e-06,8.559445348009835e-06,8.559445348009835e-06,8.559445348009835e-06,0.020000278340566738,8.559445348009835e-06,8.559445348009835e-06,8.559445348009835e-06,8.559445348009835e-06,8.559445348009835e-06,8.559445348009835e-06,8.559445348009835e-06,8.559445348009835e-06,8.559445348009835e-06,8.559445348009835e-06,0.16127103788894642,8.559445348009835e-06,8.559445348009835e-06,8.559445348009835e-06,0.021376828182417897,8.559445348009835e-06,8.559445348009835e-06,8.559445348009835e-06,8.559445348009835e-06,8.559445348009835e-06,8.559445348009835e-06,8.559445348009835e-06,8.559445348009835e-06,0.2759270034228908,8.559445348009835e-06,8.559445348009835e-06,8.559445348009835e-06,8.559445348009835e-06,8.559445348009835e-06,8.559445348009835e-06,8.559445348009835e-06,8.559445348009835e-06,8.559445348009835e-06,8.559445348009835e-06,8.559445348009835e-06,8.559445348009835e-06,8.559445348009835e-06,8.559445348009835e-06,8.559445348009835e-06,8.559445348009835e-06,8.559445348009835e-06,0.5200361137528055,8.559445348009835e-06,8.559445348009835e-06,8.559445348009835e-06,8.559445348009835e-06,8.559445348009835e-06,8.559445348009835e-06,8.559445348009835e-06,8.559445348009835e-06,8.559445348009835e-06,8.559445348009835e-06,8.559445348009835e-06,8.559445348009835e-06,8.559445348009835e-06,8.559445348009835e-06,8.559445348009835e-06,8.559445348009835e-06,8.559445348009835e-06,8.559445348009835e-06,fraternities
4,5.644296438509569e-06,5.644296438509569e-06,5.644296438509569e-06,5.644296438509569e-06,5.644296438509569e-06,5.644296438509569e-06,5.644296438509569e-06,5.644296438509569e-06,5.644296438509569e-06,0.015865650727229293,5.644296438509569e-06,5.644296438509569e-06,5.644296438509569e-06,0.001954900627374763,5.644296438509569e-06,5.644296438509569e-06,5.644296438509569e-06,5.644296438509569e-06,0.0016936526578735143,5.644296438509569e-06,0.4702017990766685,5.644296438509569e-06,5.644296438509569e-06,5.644296438509569e-06,5.644296438509569e-06,5.644296438509569e-06,5.644296438509569e-06,5.644296438509569e-06,5.644296438509569e-06,5.644296438509569e-06,5.644296438509569e-06,5.644296438509569e-06,5.644296438509569e-06,0.4600081286679147,5.644296438509569e-06,5.644296438509569e-06,5.644296438509569e-06,5.644296438509569e-06,5.644296438509569e-06,5.644296438509569e-06,5.644296438509569e-06,5.644296438509569e-06,5.644296438509569e-06,5.644296438509569e-06,5.644296438509569e-06,5.644296438509569e-06,0.0004256871093486133,5.644296438509569e-06,5.644296438509569e-06,5.644296438509569e-06,5.644296438509569e-06,0.03174521992075481,5.644296438509569e-06,5.644296438509569e-06,5.644296438509569e-06,5.644296438509569e-06,5.644296438509569e-06,5.644296438509569e-06,0.01775501483364883,5.644296438509569e-06,5.644296438509569e-06,5.644296438509569e-06,5.644296438509569e-06,5.644296438509569e-06,5.644296438509569e-06,5.644296438509569e-06,5.644296438509569e-06,5.644296438509569e-06,5.644296438509569e-06,5.644296438509569e-06,computer
5,2.8254972875471315e-06,2.8254972875471315e-06,2.8254972875471315e-06,0.0002888551854789645,2.8254972875471315e-06,2.8254972875471315e-06,2.8254972875471315e-06,2.8254972875471315e-06,2.8254972875471315e-06,0.3594876485719664,0.0025489070817505716,2.8254972875471315e-06,2.8254972875471315e-06,2.8254972875471315e-06,2.8254972875471315e-06,2.8254972875471315e-06,2.8254972875471315e-06,2.8254972875471315e-06,0.007189286385214298,2.8254972875471315e-06,0.031389172431696824,2.8254972875471315e-06,2.8254972875471315e-06,2.8254972875471315e-06,0.0035698479849321186,2.8254972875471315e-06,2.8254972875471315e-06,2.8254972875471315e-06,2.8254972875471315e-06,2.8254972875471315e-06,0.0013260482901103303,2.8254972875471315e-06,2.8254972875471315e-06,0.557446109088128,2.8254972875471315e-06,2.8254972875471315e-06,2.8254972875471315e-06,0.0006563101470363426,2.8254972875471315e-06,2.8254972875471315e-06,2.8254972875471315e-06,2.8254972875471315e-06,2.8254972875471315e-06,2.8254972875471315e-06,2.8254972875471315e-06,2.8254972875471315e-06,2.8254972875471315e-06,2.8254972875471315e-06,2.8254972875471315e-06,2.8254972875471315e-06,2.8254972875471315e-06,0.026783206778418778,2.8254972875471315e-06,2.8254972875471315e-06,2.8254972875471315e-06,2.8254972875471315e-06,2.8254972875471315e-06,2.8254972875471315e-06,0.008322044391250822,2.8254972875471315e-06,2.8254972875471315e-06,0.000619432211400697,2.8254972875471315e-06,0.00021207810722605265,2.8254972875471315e-06,2.8254972875471315e-06,2.8254972875471315e-06,2.8254972875471315e-06,2.8254972875471315e-06,2.8254972875471315e-06,football
6,5.409206469471505e-06,5.409206469471505e-06,5.409206469471505e-06,5.409206469471505e-06,0.0004594660677072919,5.409206469471505e-06,5.409206469471505e-06,5.409206469471505e-06,5.409206469471505e-06,0.010057119625029096,0.0010931185491731242,5.409206469471505e-06,5.409206469471505e-06,5.409206469471505e-06,5.409206469471505e-06,5.409206469471505e-06,5.409206469471505e-06,5.409206469471505e-06,5.409206469471505e-06,5.409206469471505e-06,0.5281257129407931,5.409206469471505e-06,5.409206469471505e-06,5.409206469471505e-06,5.409206469471505e-06,5.409206469471505e-06,5.409206469471505e-06,5.409206469471505e-06,5.409206469471505e-06,5.409206469471505e-06,5.409206469471505e-06,5.409206469471505e-06,5.409206469471505e-06,0.42802446781089526,0.0011861031439701262,5.409206469471505e-06,5.409206469471505e-06,0.00038664262127106826,5.409206469471505e-06,5.409206469471505e-06,5.409206469471505e-06,5.409206469471505e-06,5.409206469471505e-06,5.409206469471505e-06,5.409206469471505e-06,5.409206469471505e-06,5.409206469471505e-06,5.409206469471505e-06,5.409206469471505e-06,5.409206469471505e-06,5.409206469471505e-06,0.021476652980251375,5.409206469471505e-06,5.409206469471505e-06,5.409206469471505e-06,5.409206469471505e-06,5.409206469471505e-06,5.409206469471505e-06,0.002601459008365482,5.409206469471505e-06,5.409206469471505e-06,0.001236487288463065,5.409206469471505e-06,0.005033626782382564,5.409206469471505e-06,5.409206469471505e-06,5.409206469471505e-06,5.409206469471505e-06,5.409206469471505e-06,5.409206469471505e-06,computer
7,3.195909236217368e-06,3.195909236217368e-06,3.195909236217368e-06,3.195909236217368e-06,3.195909236217368e-06,3.195909236217368e-06,3.195909236217368e-06,3.195909236217368e-06,3.195909236217368e-06,0.01170188658720522,3.195909236217368e-06,3.195909236217368e-06,3.195909236217368e-06,0.0005487749889448832,3.195909236217368e-06,3.195909236217368e-06,3.195909236217368e-06,3.195909236217368e-06,3.195909236217368e-06,3.195909236217368e-06,0.3185175533867409,3.195909236217368e-06,3.195909236217368e-06,0.004613699247985254,3.195909236217368e-06,3.195909236217368e-06,3.195909236217368e-06,3.195909236217368e-06,3.195909236217368e-06,3.195909236217368e-06,3.195909236217368e-06,3.195909236217368e-06,3.195909236217368e-06,0.62487050827289,0.02088101708075219,3.195909236217368e-06,3.195909236217368e-06,3.195909236217368e-06,3.195909236217368e-06,3.195909236217368e-06,3.195909236217368e-06,3.195909236217368e-06,3.195909236217368e-06,3.195909236217368e-06,3.195909236217368e-06,3.195909236217368e-06,3.195909236217368e-06,3.195909236217368e-06,3.195909236217368e-06,3.195909236217368e-06,3.195909236217368e-06,0.015415967638414043,3.195909236217368e-06,3.195909236217368e-06,3.195909236217368e-06,3.195909236217368e-06,3.195909236217368e-06,0.0009522800196868542,0.0023033623139716696,3.195909236217368e-06,3.195909236217368e-06,3.195909236217368e-06,3.195909236217368e-06,3.195909236217368e-06,3.195909236217368e-06,3.195909236217368e-06,3.195909236217368e-06,3.195909236217368e-06,3.195909236217368e-06,3.195909236217368e-06,neuroscience
8,3.835091083463057e-06,3.835091083463057e-06,3.835091083463057e-06,0.000516578014829128,3.835091083463057e-06,3.835091083463057e-06,3.835091083463057e-06,3.835091083463057e-06,3.835091083463057e-06,0.01812982000880971,3.835091083463057e-06,3.835091083463057e-06,3.835091083463057e-06,0.0017798683633377117,3.835091083463057e-06,3.835091083463057e-06,3.835091083463057e-06,3.835091083463057e-06,3.835091083463057e-06,3.835091083463057e-06,0.07968094289741247,3.835091083463057e-06,3.835091083463057e-06,0.02304813837303609,0.009204887896756556,3.835091083463057e-06,3.835091083463057e-06,3.835091083463057e-06,3.835091083463057e-06,3.835091083463057e-06,0.0006220285353800857,3.835091083463057e-06,3.835091083463057e-06,0.8107717567906593,3.835091083463057e-06,3.835091083463057e-06,3.835091083463057e-06,0.0011652109948601444,3.835091083463057e-06,3.835091083463057e-06,3.835091083463057e-06,3.835091083463057e-06,3.835091083463057e-06,3.835091083463057e-06,3.835091083463057e-06,3.835091083463057e-06,3.835091083463057e-06,3.835091083463057e-06,3.835091083463057e-06,3.835091083463057e-06,3.835091083463057e-06,0.03156189257505965,3.835091083463057e-06,3.835091083463057e-06,3.835091083463057e-06,3.835091083463057e-06,3.835091083463057e-06,3.835091083463057e-06,0.01468550020305431,3.835091083463057e-06,3.835091083463057e-06,0.008292105539081855,3.835091083463057e-06,0.0003226696159660391,3.835091083463057e-06,3.835091083463057e-06,3.835091083463057e-06,3.835091083463057e-06,3.835091083463057e-06,3.835091083463057e-06,religion
9,0.00018081037252657756,2.550109654736132e-06,2.550109654736132e-06,2.550109654736132e-06,2.550109654736132e-06,2.550109654736132e-06,2.550109654736132e-06,2.550109654736132e-06,2.550109654736132e-06,0.5251377298290024,2.550109654736132e-06,2.550109654736132e-06,2.550109654736132e-06,0.00038925231882434234,2.550109654736132e-06,2.550109654736132e-06,2.550109654736132e-06,2.550109654736132e-06,2.550109654736132e-06,2.550109654736132e-06,0.0795904300962691,2.550109654736132e-06,2.550109654736132e-06,2.550109654736132e-06,2.550109654736132e-06,2.550109654736132e-06,2.550109654736132e-06,2.550109654736132e-06,2.550109654736132e-06,2.550109654736132e-06,2.550109654736132e-06,2.550109654736132e-06,2.550109654736132e-06,0.37072235494674144,2.550109654736132e-06,2.550109654736132e-06,2.550109654736132e-06,0.0003042059028255736,2.550109654736132e-06,2.550109654736132e-06,2.550109654736132e-06,2.550109654736132e-06,2.550109654736132e-06,2.550109654736132e-06,2.550109654736132e-06,2.550109654736132e-06,0.00039029400515743043,2.550109654736132e-06,2.550109654736132e-06,2.550109654736132e-06,2.550109654736132e-06,0.012003019842287946,2.550109654736132e-06,2.550109654736132e-06,2.550109654736132e-06,0.00017938350158654254,2.550109654736132e-06,0.003616571215752531,0.007107097722283349,2.550109654736132e-06,2.550109654736132e-06,2.550109654736132e-06,2.550109654736132e-06,0.00023094388676852244,2.550109654736132e-06,2.550109654736132e-06,2.550109654736132e-06,2.550109654736132e-06,2.550109654736132e-06,2.550109654736132e-06,football
