,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,topic
0,4.276794115165666e-06,4.276794115165666e-06,4.276794115165666e-06,4.276794115165666e-06,4.276794115165666e-06,4.276794115165666e-06,4.276794115165666e-06,4.276794115165666e-06,4.276794115165666e-06,0.008742070803053092,0.0007600910052549774,4.276794115165666e-06,4.276794115165666e-06,4.276794115165666e-06,4.276794115165666e-06,4.276794115165666e-06,4.276794115165666e-06,4.276794115165666e-06,4.276794115165666e-06,4.276794115165666e-06,0.03849719147009141,4.276794115165666e-06,4.276794115165666e-06,4.276794115165666e-06,4.276794115165666e-06,4.276794115165666e-06,0.0004233673699218748,4.276794115165666e-06,4.276794115165666e-06,4.276794115165666e-06,0.0010300779223631298,4.276794115165666e-06,4.276794115165666e-06,0.9484416401993244,0.0008068139171615498,4.276794115165666e-06,4.276794115165666e-06,4.276794115165666e-06,4.276794115165666e-06,4.276794115165666e-06,4.276794115165666e-06,4.276794115165666e-06,4.276794115165666e-06,4.276794115165666e-06,4.276794115165666e-06,4.276794115165666e-06,4.276794115165666e-06,4.276794115165666e-06,4.276794115165666e-06,4.276794115165666e-06,4.276794115165666e-06,4.276794115165666e-06,4.276794115165666e-06,4.276794115165666e-06,4.276794115165666e-06,4.276794115165666e-06,4.276794115165666e-06,4.276794115165666e-06,4.276794115165666e-06,4.276794115165666e-06,4.276794115165666e-06,4.276794115165666e-06,4.276794115165666e-06,4.276794115165666e-06,4.276794115165666e-06,4.276794115165666e-06,4.276794115165666e-06,4.276794115165666e-06,4.276794115165666e-06,4.276794115165666e-06,4.276794115165666e-06,4.276794115165666e-06,4.276794115165666e-06,4.276794115165666e-06,4.276794115165666e-06,4.276794115165666e-06,4.276794115165666e-06,4.276794115165666e-06,4.276794115165666e-06,0.0009480501953862879,4.276794115165666e-06,4.276794115165666e-06,4.276794115165666e-06,4.276794115165666e-06,4.276794115165666e-06,4.276794115165666e-06,4.276794115165666e-06,4.276794115165666e-06,4.276794115165666e-06,4.276794115165666e-06,computer
1,5.492393035694756e-06,5.492393035694756e-06,5.492393035694756e-06,5.492393035694756e-06,5.492393035694756e-06,5.492393035694756e-06,5.492393035694756e-06,5.492393035694756e-06,5.492393035694756e-06,0.06244497051045739,0.010863501572043141,0.005224221064966319,5.492393035694756e-06,5.492393035694756e-06,5.492393035694756e-06,5.492393035694756e-06,5.492393035694756e-06,5.492393035694756e-06,5.492393035694756e-06,5.492393035694756e-06,0.004080646505262547,5.492393035694756e-06,5.492393035694756e-06,5.492393035694756e-06,0.007791890099531117,0.0018825344774622422,0.0005734154818406005,5.492393035694756e-06,5.492393035694756e-06,5.492393035694756e-06,0.020559355234050457,5.492393035694756e-06,5.492393035694756e-06,0.7995289116720498,0.002758642322583134,5.492393035694756e-06,5.492393035694756e-06,5.492393035694756e-06,5.492393035694756e-06,5.492393035694756e-06,5.492393035694756e-06,5.492393035694756e-06,5.492393035694756e-06,5.492393035694756e-06,5.492393035694756e-06,5.492393035694756e-06,0.0012786364433555054,5.492393035694756e-06,5.492393035694756e-06,5.492393035694756e-06,5.492393035694756e-06,0.00398145334025333,5.492393035694756e-06,5.492393035694756e-06,5.492393035694756e-06,5.492393035694756e-06,5.492393035694756e-06,5.492393035694756e-06,5.492393035694756e-06,5.492393035694756e-06,5.492393035694756e-06,0.0017323350366450405,5.492393035694756e-06,0.006873497160062547,5.492393035694756e-06,5.492393035694756e-06,5.492393035694756e-06,5.492393035694756e-06,5.492393035694756e-06,5.492393035694756e-06,5.492393035694756e-06,5.492393035694756e-06,5.492393035694756e-06,5.492393035694756e-06,5.492393035694756e-06,5.492393035694756e-06,5.492393035694756e-06,5.492393035694756e-06,5.492393035694756e-06,5.492393035694756e-06,5.492393035694756e-06,5.492393035694756e-06,5.492393035694756e-06,5.492393035694756e-06,0.07001405960175942,5.492393035694756e-06,5.492393035694756e-06,5.492393035694756e-06,5.492393035694756e-06,5.492393035694756e-06,theatre
2,2.7777777778058782e-06,2.7777777778058782e-06,2.7777777778058782e-06,2.7777777778058782e-06,2.7777777778058782e-06,2.7777777778058782e-06,2.7777777778058782e-06,2.7777777778058782e-06,2.7777777778058782e-06,0.007940515650234337,2.7777777778058782e-06,2.7777777778058782e-06,2.7777777778058782e-06,2.7777777778058782e-06,2.7777777778058782e-06,2.7777777778058782e-06,2.7777777778058782e-06,2.7777777778058782e-06,2.7777777778058782e-06,2.7777777778058782e-06,0.005986775192194057,2.7777777778058782e-06,2.7777777778058782e-06,2.7777777778058782e-06,2.7777777778058782e-06,2.7777777778058782e-06,2.7777777778058782e-06,2.7777777778058782e-06,2.7777777778058782e-06,2.7777777778058782e-06,0.020608021170798903,2.7777777778058782e-06,2.7777777778058782e-06,0.8627838840144162,2.7777777778058782e-06,2.7777777778058782e-06,2.7777777778058782e-06,2.7777777778058782e-06,2.7777777778058782e-06,2.7777777778058782e-06,2.7777777778058782e-06,2.7777777778058782e-06,2.7777777778058782e-06,2.7777777778058782e-06,2.7777777778058782e-06,2.7777777778058782e-06,0.0022558029455489164,2.7777777778058782e-06,2.7777777778058782e-06,2.7777777778058782e-06,2.7777777778058782e-06,2.7777777778058782e-06,2.7777777778058782e-06,2.7777777778058782e-06,0.00022670364623509417,2.7777777778058782e-06,2.7777777778058782e-06,2.7777777778058782e-06,2.7777777778058782e-06,2.7777777778058782e-06,2.7777777778058782e-06,0.008355872226932846,2.7777777778058782e-06,0.045580859184564414,2.7777777778058782e-06,2.7777777778058782e-06,2.7777777778058782e-06,2.7777777778058782e-06,2.7777777778058782e-06,2.7777777778058782e-06,2.7777777778058782e-06,2.7777777778058782e-06,2.7777777778058782e-06,0.00029119182385862986,2.7777777778058782e-06,2.7777777778058782e-06,2.7777777778058782e-06,2.7777777778058782e-06,2.7777777778058782e-06,2.7777777778058782e-06,2.7777777778058782e-06,0.0010258213500996213,2.7777777778058782e-06,0.0005027777777511578,0.04422510835069715,2.7777777778058782e-06,2.7777777778058782e-06,2.7777777778058782e-06,2.7777777778058782e-06,2.7777777778058782e-06,religion
3,6.657346381793186e-06,6.657346381793186e-06,6.657346381793186e-06,6.657346381793186e-06,6.657346381793186e-06,6.657346381793186e-06,6.657346381793186e-06,6.657346381793186e-06,6.657346381793186e-06,0.011100740209171386,6.657346381793186e-06,6.657346381793186e-06,6.657346381793186e-06,6.657346381793186e-06,6.657346381793186e-06,6.657346381793186e-06,6.657346381793186e-06,6.657346381793186e-06,6.657346381793186e-06,6.657346381793186e-06,6.657346381793186e-06,6.657346381793186e-06,6.657346381793186e-06,6.657346381793186e-06,6.657346381793186e-06,6.657346381793186e-06,6.657346381793186e-06,6.657346381793186e-06,6.657346381793186e-06,6.657346381793186e-06,0.001485866088195685,6.657346381793186e-06,6.657346381793186e-06,0.9776384777563172,6.657346381793186e-06,6.657346381793186e-06,6.657346381793186e-06,6.657346381793186e-06,6.657346381793186e-06,6.657346381793186e-06,6.657346381793186e-06,6.657346381793186e-06,6.657346381793186e-06,6.657346381793186e-06,6.657346381793186e-06,6.657346381793186e-06,6.657346381793186e-06,6.657346381793186e-06,0.0023121842974115365,6.657346381793186e-06,6.657346381793186e-06,6.657346381793186e-06,6.657346381793186e-06,6.657346381793186e-06,6.657346381793186e-06,0.0017525451536840174,6.657346381793186e-06,6.657346381793186e-06,6.657346381793186e-06,6.657346381793186e-06,6.657346381793186e-06,6.657346381793186e-06,6.657346381793186e-06,0.004143245128098077,6.657346381793186e-06,6.657346381793186e-06,6.657346381793186e-06,6.657346381793186e-06,6.657346381793186e-06,6.657346381793186e-06,6.657346381793186e-06,6.657346381793186e-06,6.657346381793186e-06,0.0010143816174329945,6.657346381793186e-06,6.657346381793186e-06,6.657346381793186e-06,6.657346381793186e-06,6.657346381793186e-06,6.657346381793186e-06,6.657346381793186e-06,6.657346381793186e-06,6.657346381793186e-06,6.657346381793186e-06,6.657346381793186e-06,6.657346381793186e-06,6.657346381793186e-06,6.657346381793186e-06,6.657346381793186e-06,6.657346381793186e-06,fraternities
4,4.390008341059484e-06,4.390008341059484e-06,4.390008341059484e-06,4.390008341059484e-06,4.390008341059484e-06,4.390008341059484e-06,4.390008341059484e-06,4.390008341059484e-06,4.390008341059484e-06,0.011590781637725117,4.390008341059484e-06,4.390008341059484e-06,4.390008341059484e-06,4.390008341059484e-06,4.390008341059484e-06,4.390008341059484e-06,4.390008341059484e-06,4.390008341059484e-06,0.0012114325498182373,0.0009984724270025605,0.02696962097114554,4.390008341059484e-06,4.390008341059484e-06,4.390008341059484e-06,0.0005206847941216619,4.390008341059484e-06,4.390008341059484e-06,4.390008341059484e-06,4.390008341059484e-06,4.390008341059484e-06,0.008322408810517394,4.390008341059484e-06,4.390008341059484e-06,0.9326790558888579,4.390008341059484e-06,4.390008341059484e-06,4.390008341059484e-06,4.390008341059484e-06,4.390008341059484e-06,4.390008341059484e-06,4.390008341059484e-06,4.390008341059484e-06,4.390008341059484e-06,4.390008341059484e-06,4.390008341059484e-06,4.390008341059484e-06,0.00042820660795128403,4.390008341059484e-06,4.390008341059484e-06,4.390008341059484e-06,4.390008341059484e-06,4.390008341059484e-06,4.390008341059484e-06,4.390008341059484e-06,4.390008341059484e-06,4.390008341059484e-06,4.390008341059484e-06,4.390008341059484e-06,4.390008341059484e-06,4.390008341059484e-06,4.390008341059484e-06,4.390008341059484e-06,4.390008341059484e-06,4.390008341059484e-06,4.390008341059484e-06,4.390008341059484e-06,4.390008341059484e-06,4.390008341059484e-06,4.390008341059484e-06,4.390008341059484e-06,4.390008341059484e-06,4.390008341059484e-06,4.390008341059484e-06,4.390008341059484e-06,4.390008341059484e-06,4.390008341059484e-06,4.390008341059484e-06,4.390008341059484e-06,4.390008341059484e-06,4.390008341059484e-06,4.390008341059484e-06,4.390008341059484e-06,4.390008341059484e-06,4.390008341059484e-06,0.01692374563723505,4.390008341059484e-06,4.390008341059484e-06,4.390008341059484e-06,4.390008341059484e-06,4.390008341059484e-06,computer
5,2.197609001424818e-06,2.197609001424818e-06,2.197609001424818e-06,2.197609001424818e-06,2.197609001424818e-06,2.197609001424818e-06,2.197609001424818e-06,2.197609001424818e-06,2.197609001424818e-06,0.3805613793304229,0.005130886196032804,2.197609001424818e-06,2.197609001424818e-06,2.197609001424818e-06,2.197609001424818e-06,2.197609001424818e-06,2.197609001424818e-06,2.197609001424818e-06,2.197609001424818e-06,2.197609001424818e-06,0.00023136302929558029,2.197609001424818e-06,2.197609001424818e-06,2.197609001424818e-06,2.197609001424818e-06,2.197609001424818e-06,0.01632009911637007,2.197609001424818e-06,2.197609001424818e-06,2.197609001424818e-06,0.006202063170857997,2.197609001424818e-06,2.197609001424818e-06,0.5633218325521908,2.197609001424818e-06,2.197609001424818e-06,2.197609001424818e-06,2.197609001424818e-06,2.197609001424818e-06,2.197609001424818e-06,2.197609001424818e-06,2.197609001424818e-06,2.197609001424818e-06,2.197609001424818e-06,2.197609001424818e-06,2.197609001424818e-06,0.0012948804132299006,2.197609001424818e-06,2.197609001424818e-06,2.197609001424818e-06,0.0005266125196012514,2.197609001424818e-06,2.197609001424818e-06,0.0010074331488774948,2.197609001424818e-06,2.197609001424818e-06,2.197609001424818e-06,2.197609001424818e-06,2.197609001424818e-06,2.197609001424818e-06,2.197609001424818e-06,0.0010597811081841035,2.197609001424818e-06,0.0007203992717079481,0.0020837768228676727,2.197609001424818e-06,2.197609001424818e-06,2.197609001424818e-06,2.197609001424818e-06,2.197609001424818e-06,2.197609001424818e-06,2.197609001424818e-06,0.0005955515409515333,2.197609001424818e-06,2.197609001424818e-06,2.197609001424818e-06,2.197609001424818e-06,2.197609001424818e-06,2.197609001424818e-06,0.00021676005566016374,2.197609001424818e-06,2.197609001424818e-06,2.197609001424818e-06,2.197609001424818e-06,0.02056236104864316,2.197609001424818e-06,2.197609001424818e-06,2.197609001424818e-06,2.197609001424818e-06,2.197609001424818e-06,football
6,4.207160587356373e-06,4.207160587356373e-06,4.207160587356373e-06,4.207160587356373e-06,4.207160587356373e-06,4.207160587356373e-06,4.207160587356373e-06,4.207160587356373e-06,4.207160587356373e-06,0.009435988096229286,0.0012111844553493677,4.207160587356373e-06,4.207160587356373e-06,4.207160587356373e-06,4.207160587356373e-06,4.207160587356373e-06,4.207160587356373e-06,4.207160587356373e-06,0.0005598642432619676,4.207160587356373e-06,0.042901907776479495,4.207160587356373e-06,4.207160587356373e-06,4.207160587356373e-06,4.207160587356373e-06,0.000744429143816008,0.0013089888538642344,4.207160587356373e-06,4.207160587356373e-06,4.207160587356373e-06,0.002227576683708688,4.207160587356373e-06,4.207160587356373e-06,0.9369909212718747,4.207160587356373e-06,4.207160587356373e-06,4.207160587356373e-06,4.207160587356373e-06,4.207160587356373e-06,4.207160587356373e-06,4.207160587356373e-06,4.207160587356373e-06,4.207160587356373e-06,4.207160587356373e-06,4.207160587356373e-06,4.207160587356373e-06,4.207160587356373e-06,4.207160587356373e-06,4.207160587356373e-06,4.207160587356373e-06,4.207160587356373e-06,4.207160587356373e-06,4.207160587356373e-06,4.207160587356373e-06,4.207160587356373e-06,4.207160587356373e-06,4.207160587356373e-06,4.207160587356373e-06,4.207160587356373e-06,4.207160587356373e-06,4.207160587356373e-06,0.0012572859940427332,4.207160587356373e-06,4.207160587356373e-06,4.207160587356373e-06,4.207160587356373e-06,4.207160587356373e-06,4.207160587356373e-06,4.207160587356373e-06,4.207160587356373e-06,4.207160587356373e-06,4.207160587356373e-06,4.207160587356373e-06,4.207160587356373e-06,4.207160587356373e-06,4.207160587356373e-06,4.207160587356373e-06,4.207160587356373e-06,4.207160587356373e-06,4.207160587356373e-06,4.207160587356373e-06,4.207160587356373e-06,4.207160587356373e-06,4.207160587356373e-06,0.0030252806343854383,4.207160587356373e-06,4.207160587356373e-06,4.207160587356373e-06,4.207160587356373e-06,4.207160587356373e-06,computer
7,2.4857071837207396e-06,2.4857071837207396e-06,2.4857071837207396e-06,2.4857071837207396e-06,2.4857071837207396e-06,2.4857071837207396e-06,2.4857071837207396e-06,2.4857071837207396e-06,2.4857071837207396e-06,0.012956842136144708,2.4857071837207396e-06,0.000996929620993521,2.4857071837207396e-06,2.4857071837207396e-06,2.4857071837207396e-06,2.4857071837207396e-06,2.4857071837207396e-06,2.4857071837207396e-06,2.4857071837207396e-06,0.0001555703505269088,0.007222332780247158,2.4857071837207396e-06,2.4857071837207396e-06,2.4857071837207396e-06,2.4857071837207396e-06,0.00042598961452332344,0.019616121397488195,2.4857071837207396e-06,2.4857071837207396e-06,2.4857071837207396e-06,0.015173601360770684,2.4857071837207396e-06,2.4857071837207396e-06,0.9351032486783708,0.00025072999955266497,2.4857071837207396e-06,2.4857071837207396e-06,2.4857071837207396e-06,2.4857071837207396e-06,2.4857071837207396e-06,2.4857071837207396e-06,2.4857071837207396e-06,2.4857071837207396e-06,2.4857071837207396e-06,2.4857071837207396e-06,2.4857071837207396e-06,2.4857071837207396e-06,2.4857071837207396e-06,2.4857071837207396e-06,2.4857071837207396e-06,2.4857071837207396e-06,2.4857071837207396e-06,2.4857071837207396e-06,0.00022463294610491053,2.4857071837207396e-06,2.4857071837207396e-06,2.4857071837207396e-06,2.4857071837207396e-06,2.4857071837207396e-06,2.4857071837207396e-06,2.4857071837207396e-06,2.4857071837207396e-06,2.4857071837207396e-06,0.0009305644964704206,2.4857071837207396e-06,2.4857071837207396e-06,2.4857071837207396e-06,2.4857071837207396e-06,2.4857071837207396e-06,2.4857071837207396e-06,2.4857071837207396e-06,2.4857071837207396e-06,2.4857071837207396e-06,0.0009886878613130365,2.4857071837207396e-06,2.4857071837207396e-06,2.4857071837207396e-06,2.4857071837207396e-06,2.4857071837207396e-06,2.4857071837207396e-06,2.4857071837207396e-06,2.4857071837207396e-06,2.4857071837207396e-06,2.4857071837207396e-06,0.005763349304347202,2.4857071837207396e-06,2.4857071837207396e-06,2.4857071837207396e-06,2.4857071837207396e-06,2.4857071837207396e-06,neuroscience
8,2.982848620467055e-06,2.982848620467055e-06,2.982848620467055e-06,2.982848620467055e-06,2.982848620467055e-06,2.982848620467055e-06,2.982848620467055e-06,2.982848620467055e-06,2.982848620467055e-06,0.021714570380992754,2.982848620467055e-06,2.982848620467055e-06,2.982848620467055e-06,2.982848620467055e-06,2.982848620467055e-06,2.982848620467055e-06,2.982848620467055e-06,2.982848620467055e-06,2.982848620467055e-06,2.982848620467055e-06,0.001978086134245692,2.982848620467055e-06,2.982848620467055e-06,2.982848620467055e-06,2.982848620467055e-06,2.982848620467055e-06,2.982848620467055e-06,2.982848620467055e-06,2.982848620467055e-06,2.982848620467055e-06,0.023598456234701196,2.982848620467055e-06,2.982848620467055e-06,0.9017094446239196,0.0014308937744372246,2.982848620467055e-06,2.982848620467055e-06,2.982848620467055e-06,2.982848620467055e-06,2.982848620467055e-06,2.982848620467055e-06,2.982848620467055e-06,2.982848620467055e-06,2.982848620467055e-06,2.982848620467055e-06,2.982848620467055e-06,0.001077716907581481,2.982848620467055e-06,2.982848620467055e-06,2.982848620467055e-06,2.982848620467055e-06,2.982848620467055e-06,2.982848620467055e-06,2.982848620467055e-06,2.982848620467055e-06,2.982848620467055e-06,2.982848620467055e-06,2.982848620467055e-06,2.982848620467055e-06,2.982848620467055e-06,2.982848620467055e-06,0.008220853011121972,2.982848620467055e-06,0.01628344489995072,2.982848620467055e-06,2.982848620467055e-06,2.982848620467055e-06,2.982848620467055e-06,2.982848620467055e-06,2.982848620467055e-06,2.982848620467055e-06,2.982848620467055e-06,2.982848620467055e-06,0.0016931393932413522,2.982848620467055e-06,2.982848620467055e-06,2.982848620467055e-06,2.982848620467055e-06,2.982848620467055e-06,0.0009180267316417687,2.982848620467055e-06,0.00028635899475636215,2.982848620467055e-06,0.00027143922441987575,0.02058789034521438,2.982848620467055e-06,2.982848620467055e-06,2.982848620467055e-06,2.982848620467055e-06,2.982848620467055e-06,religion
9,1.983418620350369e-06,1.983418620350369e-06,1.983418620350369e-06,1.983418620350369e-06,1.983418620350369e-06,1.983418620350369e-06,1.983418620350369e-06,1.983418620350369e-06,1.983418620350369e-06,0.5340015214118041,1.983418620350369e-06,0.00529510801724889,1.983418620350369e-06,1.983418620350369e-06,1.983418620350369e-06,1.983418620350369e-06,1.983418620350369e-06,1.983418620350369e-06,1.983418620350369e-06,1.983418620350369e-06,0.0002651198407129667,1.983418620350369e-06,1.983418620350369e-06,1.983418620350369e-06,1.983418620350369e-06,1.983418620350369e-06,0.0049069889016536685,1.983418620350369e-06,1.983418620350369e-06,1.983418620350369e-06,0.0022034437111546294,1.983418620350369e-06,1.983418620350369e-06,0.43698315593631576,1.983418620350369e-06,1.983418620350369e-06,1.983418620350369e-06,1.983418620350369e-06,1.983418620350369e-06,1.983418620350369e-06,1.983418620350369e-06,1.983418620350369e-06,1.983418620350369e-06,1.983418620350369e-06,1.983418620350369e-06,1.983418620350369e-06,0.00039098154518123066,1.983418620350369e-06,1.983418620350369e-06,1.983418620350369e-06,0.0005866309912366648,0.00034062859568060087,1.983418620350369e-06,0.0013609409822462695,1.983418620350369e-06,0.00018018823730101837,1.983418620350369e-06,1.983418620350369e-06,1.983418620350369e-06,1.983418620350369e-06,1.983418620350369e-06,1.983418620350369e-06,1.983418620350369e-06,0.00023489254298554588,0.0008214453298593146,1.983418620350369e-06,1.983418620350369e-06,1.983418620350369e-06,1.983418620350369e-06,1.983418620350369e-06,1.983418620350369e-06,1.983418620350369e-06,1.983418620350369e-06,1.983418620350369e-06,1.983418620350369e-06,1.983418620350369e-06,1.983418620350369e-06,1.983418620350369e-06,1.983418620350369e-06,1.983418620350369e-06,1.983418620350369e-06,1.983418620350369e-06,1.983418620350369e-06,1.983418620350369e-06,0.012278214141473136,1.983418620350369e-06,1.983418620350369e-06,1.983418620350369e-06,1.983418620350369e-06,1.983418620350369e-06,football
