,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,topic
10,5.720823798673867e-06,5.720823798673867e-06,5.720823798673867e-06,5.720823798673867e-06,5.720823798673867e-06,5.720823798673867e-06,5.720823798673867e-06,5.720823798673867e-06,5.720823798673867e-06,0.021915430090432564,5.720823798673867e-06,5.720823798673868e-06,5.720823798673867e-06,5.720823798673867e-06,5.720823798673867e-06,5.720823798673867e-06,5.720823798673867e-06,5.720823798673867e-06,5.720823798673867e-06,5.720823798673867e-06,0.39400229832143896,5.720823798673867e-06,5.720823798673867e-06,0.001482885002341573,5.720823798673867e-06,0.0034133839430922136,5.720823798673867e-06,0.00025522591463607346,5.720823798673867e-06,5.720823798673867e-06,5.720823798673867e-06,5.720823798673867e-06,5.720823798673867e-06,0.5676258214769578,0.01111616806574449,5.720823798673867e-06,5.720823798673867e-06,5.720823798673867e-06,5.720823798673867e-06,5.720823798673867e-06,neuroscience
11,1.3691128149051509e-05,1.3691128149051509e-05,1.3691128149051509e-05,1.3691128149051509e-05,1.3691128149051509e-05,1.3691128149051509e-05,1.3691128149051509e-05,1.3691128149051509e-05,1.3691128149051509e-05,0.007141286893963436,1.369112814905151e-05,1.3691128149051509e-05,1.3691128149051509e-05,1.369112814905151e-05,1.3691128149051509e-05,1.3691128149051509e-05,1.3691128149051509e-05,1.3691128149051509e-05,1.3691128149051509e-05,1.3691128149051509e-05,0.3044054445327819,1.3691128149051509e-05,1.3691128149051509e-05,0.04084916884035112,1.3691128149051509e-05,0.017898352915320465,1.3691128149051509e-05,1.3691128149051509e-05,1.3691128149051509e-05,1.3691128149051509e-05,1.3691128149051509e-05,1.3691128149051509e-05,1.3691128149051509e-05,0.6292265573323664,1.3691128149051509e-05,1.3691128149051509e-05,1.3691128149051509e-05,1.3691128149051509e-05,1.3691128149051509e-05,1.3691128149051509e-05,fraternities
12,1.401345291497494e-05,1.401345291497494e-05,1.401345291497494e-05,1.401345291497494e-05,1.401345291497494e-05,1.401345291497494e-05,1.401345291497494e-05,1.401345291497494e-05,1.401345291497494e-05,0.0226308315891264,1.4013452914974942e-05,0.0038319787040379098,1.401345291497494e-05,1.4013452914974942e-05,1.401345291497494e-05,1.401345291497494e-05,1.401345291497494e-05,1.401345291497494e-05,1.4013452914974942e-05,1.401345291497494e-05,0.04840400894826313,1.401345291497494e-05,1.401345291497494e-05,1.401345291497494e-05,1.401345291497494e-05,0.04537040121465643,1.401345291497494e-05,1.401345291497494e-05,1.401345291497494e-05,1.401345291497494e-05,1.4013452914974942e-05,1.401345291497494e-05,1.401345291497494e-05,0.877942162960786,1.401345291497494e-05,1.401345291497494e-05,1.401345291497494e-05,0.0013441591840210136,1.401345291497494e-05,1.4013452914974942e-05,theatre
13,1.4029180695971772e-05,0.001496865194872357,1.4029180695971772e-05,1.4029180695971772e-05,1.4029180695971772e-05,1.4029180695971772e-05,1.4029180695971772e-05,1.4029180695971772e-05,1.4029180695971772e-05,0.01615560551961238,1.4029180695971772e-05,1.4029180695971772e-05,1.4029180695971772e-05,1.4029180695971772e-05,1.4029180695971772e-05,1.4029180695971772e-05,1.4029180695971772e-05,1.4029180695971772e-05,1.4029180695971773e-05,1.4029180695971772e-05,0.3598071190729663,1.4029180695971772e-05,1.4029180695971772e-05,0.024502817628334336,1.4029180695971773e-05,1.4029180695971773e-05,1.4029180695971772e-05,1.4029180695971772e-05,1.4029180695971772e-05,1.4029180695971772e-05,1.4029180695971772e-05,1.4029180695971772e-05,1.4029180695971772e-05,0.5975465712598556,1.4029180695971772e-05,1.4029180695971772e-05,1.4029180695971772e-05,1.4029180695971773e-05,1.4029180695971772e-05,1.4029180695971773e-05,fraternities
14,5.724753835644699e-06,5.724753835644699e-06,5.724753835644699e-06,5.724753835644699e-06,5.724753835644699e-06,5.724753835644699e-06,5.724753835644699e-06,5.724753835644699e-06,5.724753835644699e-06,0.006930202965164395,5.724753835644699e-06,5.724753835644699e-06,5.724753835644699e-06,5.724753835644699e-06,5.724753835644699e-06,5.724753835644699e-06,5.724753835644699e-06,5.724753835644699e-06,5.724753835644699e-06,5.724753835644699e-06,0.532488148361861,0.00025271139054350614,5.724753835644699e-06,5.724753835644699e-06,5.724753835644699e-06,0.0015154812229155599,5.724753835644699e-06,5.724753835644699e-06,5.724753835644699e-06,5.724753835644699e-06,5.7247538356447e-06,5.724753835644699e-06,5.724753835644699e-06,0.4470947382190346,0.008387075854243637,5.724753835644699e-06,0.00023471489366068318,0.002913734969835905,5.724753835644699e-06,5.724753835644699e-06,neuroscience
15,5.922767116875836e-06,5.9227671168758355e-06,5.9227671168758355e-06,5.9227671168758355e-06,5.9227671168758355e-06,5.9227671168758355e-06,5.9227671168758355e-06,5.9227671168758355e-06,5.9227671168758355e-06,0.008527311636165562,5.9227671168758355e-06,0.0006873918644537187,5.9227671168758355e-06,5.9227671168758355e-06,5.9227671168758355e-06,5.9227671168758355e-06,5.9227671168758355e-06,5.9227671168758355e-06,5.922767116875836e-06,5.9227671168758355e-06,0.6367278283626879,0.0008157039834133966,5.9227671168758355e-06,0.0002450623329538099,5.9227671168758355e-06,0.0017198805423501845,5.9227671168758355e-06,0.00024283345146988188,5.9227671168758355e-06,5.9227671168758355e-06,5.9227671168758355e-06,5.9227671168758355e-06,5.9227671168758355e-06,0.33081941944328397,0.019746530706970137,5.9227671168758355e-06,5.9227671168758355e-06,0.00029035466274488143,5.9227671168758355e-06,5.922767116875836e-06,neuroscience
16,1.3304949441276657e-05,1.3304949441276657e-05,1.3304949441276657e-05,1.3304949441276657e-05,1.3304949441276657e-05,1.3304949441276657e-05,1.3304949441276657e-05,1.3304949441276657e-05,1.3304949441276657e-05,0.02049758596278359,1.3304949441276657e-05,1.3304949441276657e-05,1.3304949441276657e-05,1.3304949441276657e-05,1.3304949441276657e-05,1.3304949441276657e-05,1.3304949441276657e-05,1.3304949441276657e-05,1.3304949441276657e-05,1.3304949441276657e-05,0.16765630967493153,1.3304949441276658e-05,1.3304949441276657e-05,1.3304949441276657e-05,1.3304949441276657e-05,0.04408797886888799,1.3304949441276657e-05,1.3304949441276657e-05,1.3304949441276657e-05,1.3304949441276657e-05,1.3304949441276657e-05,1.3304949441276657e-05,1.3304949441276657e-05,0.7672791473135109,1.3304949441276657e-05,1.3304949441276657e-05,1.3304949441276657e-05,1.3304949441276658e-05,1.3304949441276657e-05,1.3304949441276657e-05,theatre
17,7.223345853878048e-06,0.0003076442575991284,7.223345853878048e-06,7.223345853878048e-06,7.223345853878048e-06,7.223345853878048e-06,7.223345853878048e-06,7.223345853878048e-06,7.223345853878048e-06,0.01623975775687131,7.223345853878048e-06,0.0005392144130579197,7.223345853878048e-06,7.223345853878048e-06,7.223345853878048e-06,7.223345853878048e-06,7.223345853878048e-06,7.223345853878048e-06,7.223345853878049e-06,7.223345853878048e-06,0.18946392785552815,0.0017210014519815013,7.223345853878048e-06,7.223345853878048e-06,7.223345853878048e-06,0.010151535616859499,7.223345853878048e-06,7.223345853878048e-06,7.223345853878048e-06,7.223345853878048e-06,0.00404111649838126,7.223345853878048e-06,7.223345853878048e-06,0.7773046550823971,7.223345853878048e-06,7.223345853878048e-06,7.223345853878048e-06,7.223345853878048e-06,7.223345853878048e-06,7.223345853878048e-06,religion
18,4.431052818176237e-06,4.431052818176237e-06,4.431052818176237e-06,4.431052818176237e-06,4.431052818176237e-06,4.431052818176237e-06,4.431052818176237e-06,4.431052818176237e-06,4.431052818176237e-06,0.5787836529512392,4.431052818176237e-06,0.001002648749809219,4.431052818176237e-06,4.431052818176237e-06,4.431052818176237e-06,4.431052818176237e-06,4.431052818176237e-06,4.431052818176237e-06,4.431052818176237e-06,4.431052818176237e-06,0.19668178648871346,0.0002172131491545511,4.431052818176237e-06,4.431052818176237e-06,4.431052818176237e-06,4.431052818176237e-06,4.431052818176237e-06,4.431052818176237e-06,4.431052818176237e-06,4.431052818176237e-06,4.431052818176237e-06,4.431052818176237e-06,4.431052818176237e-06,0.2231596118124471,4.431052818176237e-06,4.431052818176237e-06,4.431052818176237e-06,4.431052818176237e-06,4.431052818176237e-06,4.431052818176237e-06,football
19,1.3484358144653023e-05,0.003589476425870251,1.3484358144653023e-05,1.3484358144653023e-05,1.3484358144653023e-05,1.3484358144653023e-05,1.3484358144653023e-05,1.3484358144653023e-05,1.3484358144653023e-05,0.018671177231280957,0.0029569843752474223,1.3484358144653027e-05,1.3484358144653023e-05,1.3484358144653023e-05,1.3484358144653023e-05,1.3484358144653023e-05,1.3484358144653023e-05,1.3484358144653023e-05,0.000899071688889793,1.3484358144653023e-05,0.05919677109298311,1.3484358144653023e-05,1.3484358144653023e-05,1.3484358144653023e-05,1.3484358144653023e-05,0.041243103855159426,1.3484358144653023e-05,1.3484358144653023e-05,1.3484358144653023e-05,1.3484358144653023e-05,0.003920212355041903,1.3484358144653023e-05,1.3484358144653023e-05,0.8690917035148983,1.3484358144653023e-05,1.3484358144653023e-05,1.3484358144653023e-05,1.3484358144653023e-05,1.3484358144653023e-05,1.3484358144653023e-05,theatre
20,4.528985507279566e-06,4.528985507279566e-06,4.528985507279566e-06,0.0003889773951187599,4.528985507279566e-06,4.528985507279566e-06,4.528985507279566e-06,4.528985507279566e-06,4.528985507279566e-06,0.4541073428371738,4.528985507279566e-06,0.00022254114302081376,4.528985507279566e-06,4.528985507279566e-06,4.528985507279566e-06,4.528985507279566e-06,4.528985507279566e-06,4.528985507279566e-06,0.009200103078113486,4.528985507279566e-06,0.07594582788588738,4.528985507279566e-06,4.528985507279566e-06,4.528985507279566e-06,4.528985507279566e-06,4.528985507279566e-06,4.528985507279566e-06,4.528985507279566e-06,4.528985507279566e-06,4.528985507279566e-06,4.528985507279566e-06,4.528985507279566e-06,4.528985507279566e-06,0.459780270548165,4.528985507279566e-06,4.528985507279566e-06,4.528985507279566e-06,0.0002054805907804858,4.528985507279566e-06,4.528985507279566e-06,football
21,1.3751375137603216e-05,1.3751375137603216e-05,1.3751375137603216e-05,1.3751375137603216e-05,1.3751375137603216e-05,1.3751375137603216e-05,1.3751375137603216e-05,1.3751375137603216e-05,1.3751375137603216e-05,0.0012762377462575511,0.0047321276949511635,1.3751375137603218e-05,1.3751375137603216e-05,1.3751375137603216e-05,1.3751375137603216e-05,1.3751375137603216e-05,1.3751375137603216e-05,1.3751375137603216e-05,0.0010167818936600763,1.3751375137603216e-05,0.36233859448717126,1.3751375137603216e-05,1.3751375137603216e-05,0.051888020064316476,1.3751375137603216e-05,0.003542448757136961,1.3751375137603216e-05,1.3751375137603216e-05,1.3751375137603216e-05,1.3751375137603216e-05,1.3751375137603218e-05,1.3751375137603216e-05,1.3751375137603216e-05,0.5747519939769655,1.3751375137603216e-05,1.3751375137603216e-05,1.3751375137603216e-05,1.3751375137603216e-05,1.3751375137603216e-05,1.3751375137603216e-05,fraternities
22,9.574875526703191e-06,9.574875526703191e-06,9.574875526703191e-06,9.574875526703191e-06,9.574875526703191e-06,9.574875526703191e-06,9.574875526703191e-06,9.574875526703191e-06,0.00039798767810833634,0.00786838883364053,9.574875526703193e-06,9.574875526703191e-06,9.574875526703191e-06,9.574875526703191e-06,9.574875526703191e-06,9.574875526703191e-06,9.574875526703191e-06,9.574875526703191e-06,9.574875526703193e-06,9.574875526703191e-06,0.7580838811103727,0.0004094699142346402,9.574875526703191e-06,9.574875526703191e-06,9.574875526703191e-06,0.0029645008048208906,9.574875526703191e-06,9.574875526703191e-06,9.574875526703191e-06,9.574875526703191e-06,9.574875526703191e-06,9.574875526703191e-06,9.574875526703191e-06,0.2299502258909149,9.574875526703191e-06,9.574875526703191e-06,9.574875526703191e-06,9.574875526703191e-06,9.574875526703191e-06,9.574875526703191e-06,computer
23,6.262525050170359e-06,6.2625250501703584e-06,6.2625250501703584e-06,6.2625250501703584e-06,6.2625250501703584e-06,6.2625250501703584e-06,6.2625250501703584e-06,6.2625250501703584e-06,6.2625250501703584e-06,0.00558230122449165,6.2625250501703584e-06,6.262525050170359e-06,6.2625250501703584e-06,6.2625250501703584e-06,6.2625250501703584e-06,6.2625250501703584e-06,6.2625250501703584e-06,6.2625250501703584e-06,0.001171126376630317,6.2625250501703584e-06,0.311093438102629,0.0024964336548239053,6.2625250501703584e-06,6.2625250501703584e-06,6.26252505017036e-06,0.014621463352727748,6.2625250501703584e-06,6.2625250501703584e-06,6.2625250501703584e-06,6.2625250501703584e-06,0.0019183615834297463,6.2625250501703584e-06,6.2625250501703584e-06,0.6629102123786119,6.2625250501703584e-06,6.2625250501703584e-06,6.2625250501703584e-06,6.2625250501703584e-06,6.2625250501703584e-06,6.262525050170359e-06,religion
