,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,topic
0,0.00019900497513798405,0.00019900497513614866,0.00019900497513629823,0.00019900497513576927,0.0001990049751367041,0.0001990049751365741,0.20888871753820681,0.0001990049751372641,0.0001990049751371423,0.00019900497513738002,0.00019900497513719297,0.00019900497513669396,0.0001990049751370904,0.5741449282784894,0.00019900497513555967,0.21258824473026158,0.00019900497513769704,0.00019900497513528938,0.00019900497513666856,0.00019900497513703562,0.0001990049751375656,0.00019900497513640193,0.00019900497516979942,0.0001990049751369493,0.00019900497513689774,computer
1,0.0002702702702888983,0.00027027027028717814,0.0002702702702858629,0.0002702702702870907,0.0002702702702881867,0.0002702702702883289,0.13332831958210556,0.00027027027028837927,0.00027027027029055114,0.0002702702702869087,0.0002702702702879532,0.00027027027028782904,0.00027027027028905115,0.6888447477155747,0.0002702702702871461,0.17188098675593305,0.0002702702702895089,0.0002702702702860608,0.0002702702702869741,0.0002702702702876886,0.00027027027028861454,0.0002702702702876319,0.00027027027034140977,0.00027027027028720557,0.00027027027028827817,computer
2,0.00021276595746126415,0.00021276595745960497,0.00021276595745914247,0.00021276595745876617,0.00021276595745970257,0.0002127659574594518,0.25116553125172264,0.0002127659574605127,0.00021276595745992483,0.00021276595746050887,0.0002127659574607629,0.00021276595745977657,0.0002127659574603532,0.5143245085738187,0.00021276595745806876,0.22982910911031035,0.00021276595746089408,0.00021276595745808806,0.00021276595746016203,0.00021276595746020334,0.00021276595746055912,0.00021276595745940537,0.0002127659574911969,0.0002127659574598013,0.00021276595746003298,computer
3,0.00022988505748765042,0.00022988505748582744,0.00022988505748442763,0.00022988505748484104,0.00022988505748522834,0.00022988505748558678,0.29387284548735676,0.00022988505748716942,0.00022988505748628354,0.00022988505748685023,0.00022988505748661991,0.00022988505748680737,0.00022988505748711195,0.383061672705937,0.0002298850574852358,0.31800801054197053,0.00022988505748695417,0.00022988505748455096,0.00022988505748500486,0.0002298850574857461,0.0002298850574861232,0.0002298850574854742,0.0002298850575306135,0.0002298850574856135,0.0002298850574861506,computer
4,6.655574043598348e-05,6.65557404354979e-05,6.655574043509956e-05,6.655574043532133e-05,6.65557404353191e-05,6.655574043536642e-05,0.07726089830683529,6.655574043581321e-05,6.655574043614449e-05,6.655574043529628e-05,6.655574043535229e-05,6.655574043535958e-05,6.655574043563303e-05,0.7526435629445261,6.65557404355321e-05,6.655574044473981e-05,6.655574043592156e-05,6.655574043529394e-05,6.655574043566593e-05,6.655574043554498e-05,6.655574043543344e-05,6.655574043553174e-05,0.16863131245904794,6.655574043530738e-05,6.655574043552365e-05,football
5,3.6968576711784084e-05,3.696857671159084e-05,3.696857671136002e-05,3.6968576711598354e-05,3.696857671154752e-05,3.696857671166389e-05,0.12213224857443035,3.6968576711920125e-05,3.6968576712291274e-05,3.696857671169188e-05,3.696857671143464e-05,3.696857671161382e-05,3.696857671190518e-05,0.7619698151825652,3.696857671184262e-05,3.696857671494877e-05,3.696857671223753e-05,3.696857671135552e-05,3.696857671181771e-05,3.696857671173767e-05,3.6968576711727353e-05,3.696857671174749e-05,0.11508462755534331,3.69685767116453e-05,3.6968576711679215e-05,football
6,3.571428571611678e-05,3.571428571599809e-05,3.571428571566131e-05,3.571428571587307e-05,3.57142857158093e-05,3.5714285715859904e-05,3.571428572169404e-05,3.5714285715991716e-05,3.571428571600739e-05,3.571428571574819e-05,3.571428571597397e-05,3.5714285715863055e-05,3.571428571589274e-05,0.865201394992489,3.5714285715843824e-05,0.02370594431463981,3.571428571606523e-05,3.571428571580862e-05,3.571428571584605e-05,3.571428571578006e-05,3.571428571586012e-05,3.571428571595686e-05,0.11030694640711577,3.571428571583777e-05,3.571428571597884e-05,football
7,4.1025641027690084e-05,4.102564102750316e-05,4.1025641027339995e-05,4.1025641027544855e-05,4.102564102746281e-05,4.1025641027402974e-05,0.02926208876996916,4.1025641027790095e-05,4.102564102771e-05,4.1025641027345606e-05,4.102564102764387e-05,4.102564102751647e-05,4.102564102750865e-05,0.8546948046227817,4.102564102756854e-05,4.102564103293005e-05,4.1025641027649095e-05,4.1025641027356265e-05,4.102564102758012e-05,4.1025641027363834e-05,4.102564102750572e-05,4.1025641027613194e-05,0.11514054250463818,4.1025641027501806e-05,4.10256410274486e-05,football
8,0.0003389830508690929,0.00033898305086627983,0.00033898305086500004,0.00033898305086499977,0.0003389830508650668,0.0003389830508660129,0.3769826101220237,0.0003389830508670456,0.00033898305086666966,0.0003389830508655189,0.00033898305086872357,0.00033898305086589863,0.00033898305086528687,0.4010620190010974,0.0003389830508631846,0.09571060873626223,0.0003389830508657454,0.0003389830508637879,0.0003389830508653735,0.00033898305086514055,0.00033898305086497765,0.0003389830508663125,0.11912611807243474,0.00033898305086528264,0.0003389830508666786,fraternities
9,0.00036036036037814036,0.00036036036037666877,0.00036036036037640206,0.0003603603603760203,0.0003603603603764186,0.00036036036037774484,0.31799284741428896,0.0003603603603773702,0.00036036036037934616,0.00036036036037607295,0.0003603603603789535,0.00036036036037726844,0.0003603603603748046,0.673718864296929,0.00036036036037617145,0.0003603603604439734,0.0003603603603766725,0.0003603603603750045,0.00036036036037621525,0.00036036036037622647,0.00036036036037693646,0.0003603603603770136,0.00036036036042327244,0.0003603603603793159,0.00036036036037638693,fraternities
